id,mass
8549,6
8550,3
8551,16
8552,3
8553,3
8554,7
8555,14
8556,11
8557,26
8558,23
8559,14
8560,5
8561,3
8562,10
8563,9
8564,7
8565,8
8566,13
8567,8
8568,3
8569,4
8570,3
8571,25
8572,7
8573,9
8574,7
8575,8
8576,7
8577,14
8578,7
8579,17
8580,11
8581,2
8582,4
8583,9
8584,3
8585,3
8586,10
8587,6
8588,11
8589,7
8590,3
8591,11
8592,19
8593,18
8594,2
8595,15
8596,14
8597,5
8598,4
8599,9
8600,3
8601,2
8602,8
8603,7
8604,4
8605,9
8606,1
8607,4
8608,1
8609,11
8610,3
8611,15
8612,11
8613,10
8614,3
8615,3
8616,10
8617,3
8618,10
8619,6
8620,14
8621,3
8622,6
8623,6
8624,6
8625,6
8626,3
8627,9
8628,1
8629,6
8630,4
8631,4
8632,6
8633,4
8634,10
8635,11
8636,12
8637,3
8638,4
8639,5
8640,5
8641,9
8642,3
8643,8
8644,4
8645,11
8646,4
8647,6
8648,5
8649,12
8650,3
8651,7
8652,3
8653,7
8654,2
8655,3
8656,4
8657,8
8658,9
8659,12
8660,15
8661,3
8662,13
8663,5
8664,9
8665,8
8666,3
8667,14
8668,3
8669,8
8670,5
8671,7
8672,7
8673,3
8674,10
8675,4
8676,8
8677,19
8678,1
8679,7
8680,3
8681,19
8682,3
8683,9
8684,7
8685,12
8686,16
8687,14
8688,17
8689,20
8690,22
8691,20
8692,2
8693,6
8694,17
8695,9
8696,8
8697,7
8698,6
8699,6
8700,7
8701,11
8702,4
8703,5
8704,13
8705,14
8706,3
8707,7
8708,9
8709,7
8710,3
8711,3
8712,19
8713,24
8714,12
8715,7
8716,3
8717,1
8718,2
8719,1
8720,27
8721,8
8722,6
8723,9
8724,11
8725,16
8726,2
8727,7
8728,15
8729,5
8730,22
8731,20
8732,12
8733,15
8734,4
8735,16
8736,11
8737,3
8738,6
8739,8
8740,1
8741,2
8742,13
8743,3
8744,4
8745,10
8746,18
8747,9
8748,10
8749,10
8750,12
8751,16
8752,7
8753,9
8754,23
8755,8
8756,23
8757,10
8758,6
8759,7
8760,12
8761,11
8762,8
8763,8
8764,3
8765,4
8766,9
8767,6
8768,7
8769,6
8770,3
8771,10
8772,8
8773,3
8774,12
8775,7
8776,3
8777,8
8778,7
8779,10
8780,4
8781,3
8782,3
8783,27
8784,4
8785,43
8786,7
8787,18
8788,4
8789,3
8790,12
8791,7
8792,13
8793,8
8794,19
8795,8
8796,3
8797,9
8798,28
8799,22
8800,5
8801,6
8802,3
8803,4
8804,19
8805,4
8806,9
8807,4
8808,8
8809,16
8810,12
8811,5
8812,16
8813,4
8814,7
8815,14
8816,3
8817,44
8818,39
8819,11
8820,10
8821,7
8822,58
8823,4
8824,10
8825,3
8826,12
8827,3
8828,21
8829,20
8830,61
8831,663
8832,27
8833,193
8834,6990
8835,6440
8836,752
8837,2250
8838,1453
8839,1104
8840,1142
8841,921
8842,719
8843,319
8844,345
8845,201
8846,214
8847,201
8848,105
8849,17
8850,10
8851,41
8852,80
8853,148
8854,31
8855,14
8856,38
8857,58
8858,17
8859,37
8860,126
8861,38
8862,35
8863,27
8864,32
8865,62
8866,13
8867,31
8868,50
8869,138
8870,17
8871,72
8872,29
8873,35
8874,40
8875,37
8876,2100
8877,1623
8878,22
8879,2480
8880,1430
8881,5
8882,2
8883,14
8884,8350
8885,5290
8886,5
8887,65000
8888,977
8889,1250
8890,658
8891,8000
8892,22
8893,77
8894,32
8895,27
8896,28
8897,52
8898,2500
8899,7
8900,2
8901,1072
8902,2070
8903,21
8904,2
8905,0
8906,26
8907,35
8908,29
8909,31
8910,18
8911,54
8912,21
8913,12
8914,5440
8915,15
8916,19060
8917,86
8918,1
8919,50
8920,2
8921,92
8922,36
8923,30
8924,11
8925,50
8926,1
8927,10
8928,6
8929,847
8930,72
8931,53
8932,32
8933,23
8934,15
8935,70
8936,17
8937,24
8938,56
8939,14
8940,14
8941,11
8942,17
8943,11
8944,417
8945,19
8946,17
8947,87
8948,254
8949,35
8950,312
8951,77
8952,0
8953,75
8954,1
8955,32
8956,351
8957,115
8958,39
8959,2
8960,16
8961,12
8962,62
8963,19
8964,910
8965,20
8966,19
8967,5
8968,10
8969,2
8970,2
8971,157
8972,67
8973,98
8974,30
8975,56
8976,28
8977,7
8978,30
8979,95
8980,119
8981,205
8982,230
8983,4
8984,119
8985,33
8986,29
8987,142
8988,115
8989,148
8990,72
8991,20
8992,43
8993,38
8994,36
8995,106
8996,38
8997,49
8998,59
8999,569
9000,262
9001,247
9002,29
9003,378
9004,98
9005,46
9006,50
9007,286
9008,44
9009,79
9010,94
9011,33
9012,242
9013,73
9014,133
9015,61
9016,11
9017,55
9018,14
9019,49
9020,30
9021,32
9022,30
9023,57
9024,35
9025,54
9026,67
9027,87
9028,26
9029,73
9030,168
9031,125
9032,34
9033,78
9034,449
9035,139
9036,55
9037,28
9038,55
9039,34
9040,56
9041,38
9042,17
9043,43
9044,73
9045,30
9046,16
9047,139
9048,54
9049,66
9050,63
9051,18
9052,68
9053,163
9054,63
9055,224
9056,12
9057,97
9058,52
9059,134
9060,30
9061,94
9062,9
9063,28
9064,451
9065,570
9066,152
9067,30
9068,798
9069,619
9070,429
9071,115
9072,98
9073,288
9074,14
9075,1
9076,2
9077,181
9078,46000
9079,21
9080,20
9081,13
9082,28
9083,121
9084,18
9085,770
9086,20
9087,69
9088,221
9089,18
9090,29
9091,10
9092,26
9093,16
9094,5710
9095,4
9096,244
9097,572
9098,
9099,250
9100,176
9101,88
9102,35
9103,53
9104,123
9105,34
9106,61
9107,47
9108,21
9109,47
9110,21
9111,155
9112,12
9113,18
9114,15
9115,28
9116,9
9117,59
9118,6060
9119,189
9120,14
9121,101
9122,510
9123,33
9124,20
9125,25
9126,211
9127,172
9128,651
9129,382
9130,115
9131,65
9132,169
9133,25
9134,270
9135,151
9136,89
9137,544
9138,203
9139,467
9140,914
9141,483
9142,187
9143,638
9144,39
9145,387
9146,2640
9147,525
9148,1103
9149,128
9150,515
9151,417
9152,8
9153,22
9154,74
9155,132
9156,20
9157,19
9158,1269
9159,18000
9160,629
9161,8130
9162,4400
9163,1810
9164,1735
9165,11
9166,14
9167,15
9168,36
9169,13
9170,584
9171,250
9172,65
9173,182
9174,395
9175,34
9176,588
9177,36
9178,273
9179,350
9180,23
9181,52
9182,31
9183,69
9184,28
9185,10
9186,88
9187,6
9188,40
9189,36
9190,5
9191,527
9192,194
9193,7360
9194,1155
9195,1231
9196,7530
9197,3700
9198,11890
9199,2930
9200,1172
9201,1161
9202,609
9203,1762
9204,1499
9205,486
9206,2020
9207,1223
9208,560
9209,539
9210,1640
9211,476
9212,535
9213,682
9214,1294
9215,474
9216,363
9217,745
9218,306
9219,584
9220,390
9221,305
9222,308
9223,300
9224,471
9225,344
9226,388
9227,299
9228,306
9229,211
9230,308
9231,162
9232,355
9233,272
9234,239
9235,396
9236,328
9237,148
9238,350
9239,326
9240,287
9241,217
9242,236
9243,201
9244,263
9245,53
9246,216
9247,103
9248,28
9249,98
9250,69
9251,20
9252,90
9253,40
9254,79
9255,19
9256,90
9257,9
9258,22
9259,16
9260,12
9261,50
9262,77
9263,170
9264,64
9265,45
9266,8
9267,109
9268,39
9269,20
9270,23
9271,21
9272,24
9273,77
9274,16
9275,144
9276,91
9277,4
9278,62
9279,9
9280,2
9281,14
9282,107
9283,81
9284,17
9285,22
9286,72
9287,93
9288,12
9289,0
9290,17
9291,43
9292,8
9293,28
9294,14
9295,162
9296,17
9297,17
9298,8
9299,53
9300,14
9301,18
9302,26
9303,31
9304,127
9305,4
9306,57
9307,51
9308,7
9309,27
9310,23
9311,46
9312,72
9313,24
9314,5
9315,93
9316,35
9317,65
9318,8
9319,4
9320,145
9321,119
9322,2
9323,58
9324,48
9325,3
9326,4
9327,9
9328,70
9329,26
9330,18
9331,78
9332,126
9333,4
9334,4
9335,2
9336,68
9337,54
9338,56
9339,6
9340,48
9341,32
9342,3
9343,11
9344,28
9345,44
9346,23
9347,10
9348,59
9349,59
9350,54
9351,39
9352,1
9353,11
9354,23
9355,118
9356,11
9357,79
9358,9
9359,46
9360,44
9361,65
9362,44
9363,8
9364,27
9365,2
9366,17
9367,69
9368,32
9369,110
9370,14
9371,6
9372,35
9373,4
9374,5
9375,21
9376,56
9377,27
9378,6
9379,66
9380,91
9381,14
9382,22
9383,28
9384,115
9385,12
9386,82
9387,28
9388,3
9389,1
9390,70
9391,8
9392,4
9393,27
9394,7
9395,4
9396,3
9397,25
9398,3
9399,8
9400,39
9401,39
9402,20
9403,54
9404,130
9405,123
9406,142
9407,38
9408,4
9409,4
9410,23
9411,3
9412,9
9413,8
9414,34
9415,88
9416,170
9417,55
9418,38
9419,111
9420,19
9421,12
9422,27
9423,26
9424,39
9425,41
9426,19
9427,28
9428,59
9429,14
9430,39
9431,57
9432,24
9433,18
9434,66
9435,17
9436,30
9437,8
9438,162
9439,22
9440,18
9441,11
9442,7
9443,5
9444,15
9445,14
9446,1
9447,21
9448,84
9449,46
9450,175
9451,6
9452,36
9453,1
9454,77
9455,6
9456,12
9457,2
9458,36
9459,12
9460,20
9461,7
9462,1
9463,9
9464,40
9465,63
9466,79
9467,120
9468,7
9469,33
9470,13
9471,18
9472,12
9473,1
9474,14
9475,24
9476,3
9477,62
9478,91
9479,26
9480,221
9481,152
9482,96
9483,95
9484,20
9485,31
9486,24
9487,68
9488,15
9489,116
9490,71
9491,17
9492,13
9493,6
9494,1
9495,2
9496,13
9497,2
9498,13
9499,12
9500,82
9501,19
9502,30
9503,79
9504,36
9505,15
9506,8
9507,33
9508,2
9509,13
9510,14
9511,18
9512,4
9513,6
9514,4
9515,29
9516,4
9517,23
9518,32
9519,33
9520,33
9521,17300
9522,436
9523,664
9524,50000
9525,14250
9526,4
9527,7
9528,2
9529,208
9530,18
9531,270
9532,3
9533,1
9534,50
9535,3
9536,1
9537,1
9538,0
9539,9
9540,1
9541,17
9542,1
9543,1
9544,0
9545,2
9546,0
9547,75
9548,14
9549,1
9550,23
9551,1
9552,1
9553,4030
9554,7990
9555,1315
9556,1582
9557,1264
9558,735
9559,413
9560,225
9561,232
9562,428
9563,309
9564,418
9565,182
9566,212
9567,202
9568,535
9569,245
9570,440
9571,456
9572,278
9573,310
9574,130
9575,1
9576,3
9577,0
9578,6
9579,150
9580,0
9581,0
9582,7
9583,13
9584,1
9585,14
9586,24
9587,25
9588,7
9589,6
9590,7
9591,30
9592,10
9593,3
9594,5
9595,11
9596,13
9597,13
9598,14
9599,52
9600,8
9601,6
9602,5
9603,11
9604,24
9605,14
9606,83
9607,8
9608,9
9609,8
9610,23
9611,13
9612,7
9613,12
9614,4
9615,15
9616,7
9617,3
9618,75
9619,3
9620,4
9621,12
9622,2
9623,1
9624,16
9625,10
9626,16
9627,82
9628,20
9629,7
9630,1
9631,12
9632,8
9633,98
9634,3
9635,30
9636,7
9637,7
9638,27
9639,12
9640,6
9641,4
9642,2
9643,44
9644,4
9645,4
9646,16
9647,13
9648,18
9649,10
9650,2
9651,10
9652,11
9653,4
9654,21
9655,5
9656,2
9657,8
9658,8
9659,4
9660,113
9661,22
9662,10
9663,2
9664,6
9665,42
9666,2
9667,17
9668,22
9669,1
9670,34
9671,61
9672,54
9673,0
9674,19
9675,29
9676,0
9677,1
9678,20
9679,35
9680,0
9681,1
9682,5
9683,123
9684,1
9685,170
9686,0
9687,96
9688,93
9689,45
9690,102
9691,127
9692,34
9693,12
9694,5
9695,37
9696,38
9697,60
9698,58
9699,47
9700,5
9701,27
9702,6
9703,11
9704,31
9705,24
9706,7
9707,24
9708,25
9709,58
9710,22
9711,83
9712,10
9713,47
9714,114
9715,17
9716,20
9717,21
9718,21
9719,48
9720,51
9721,6
9722,40
9723,34
9724,54
9725,120
9726,8
9727,56
9728,0
9729,26
9730,7
9731,26
9732,1
9733,22
9734,7
9735,15
9736,52
9737,110
9738,149
9739,9
9740,1
9741,2
9742,175
9743,75
9744,23
9745,37
9746,34
9747,1
9748,24
9749,2
9750,4
9751,44
9752,0
9753,17
9754,35
9755,36
9756,28
9757,31
9758,68
9759,14
9760,3
9761,2
9762,1
9763,1
9764,4
9765,13
9766,40
9767,7
9768,14
9769,55
9770,10
9771,37
9772,89
9773,16
9774,68
9775,3
9776,9
9777,5
9778,91
9779,55
9780,25
9781,42
9782,1
9783,4
9784,48
9785,34
9786,8
9787,12
9788,90
9789,31
9790,80
9791,3
9792,25
9793,41
9794,33
9795,39
9796,0
9797,4
9798,22
9799,9
9800,30
9801,21
9802,61
9803,1
9804,4
9805,20
9806,168
9807,111
9808,1095
9809,254
9810,1433
9811,1244
9812,1199
9813,1056
9814,771
9815,685
9816,411
9817,313
9818,323
9819,430
9820,319
9821,219
9822,13
9823,120
9824,197
9825,86
9826,16
9827,18000
9828,
9829,10000
9830,119
9831,4870
9832,155
9833,74
9834,48000
9835,156
9836,50000
9837,411
9838,309
9839,265
9840,104
9841,13
9842,12
9843,4
9844,3
9845,10
9846,8
9847,1
9848,9
9849,2
9850,46
9851,1595
9852,566
9853,
9854,100
9855,68
9856,20
9857,277
9858,56
9859,100
9860,1537
9861,123
9862,30000
9863,4000
9864,
9865,1470
9866,500
9867,100
9868,492
9869,1270
9870,50
9871,
9872,2600
9873,250
9874,352
9875,395
9876,2100
9877,82
9878,
9879,161
9880,10
9881,355
9882,2800
9883,777
9884,598
9885,800
9886,1539
9887,900
9888,770
9889,453
9890,280
9891,700
9892,292
9893,215
9894,226
9895,85
9896,417
9897,2300
9898,182
9899,570
9900,418
9901,231
9902,304
9903,110
9904,32
9905,405
9906,242
9907,234
9908,483
9909,151
9910,475
9911,313
9912,278
9913,341
9914,228
9915,198
9916,244
9917,117
9918,94
9919,766
9920,374
9921,657
9922,83
9923,128
9924,116
9925,83
9926,30
9927,28800
9928,8580
9929,226
9930,68500
9931,11510
9932,54
9933,1282
9934,291
9935,33
9936,2
9937,2
9938,5
9939,1
9940,2
9941,6
9942,6
9943,7
9944,3400
9945,2160
9946,1812
9947,662
9948,780
9949,525
9950,688
9951,502
9952,432
9953,361
9954,326
9955,352
9956,322
9957,249
9958,190
9959,22
9960,26
9961,16
9962,13
9963,74
9964,1
9965,22
9966,6
9967,78
9968,9
9969,6
9970,19
9971,42
9972,49
9973,22
9974,5
9975,14
9976,19
9977,5
9978,5
9979,69
9980,6
9981,15
9982,11
9983,2
9984,2
9985,4
9986,2
9987,41
9988,7
9989,55
9990,22
9991,2
9992,23
9993,9
9994,13
9995,7
9996,24
9997,9
9998,18
9999,9
10000,6
10001,1
10002,19
10003,8
10004,12
10005,38
10006,19
10007,4
10008,24
10009,9
10010,37
10011,7
10012,14
10013,28
10014,8
10015,199
10016,53
10017,197
10018,104
10019,11
10020,38
10021,85
10022,23
10023,67
10024,21
10025,15
10026,15
10027,14
10028,71
10029,2
10030,53
10031,28
10032,24
10033,28
10034,22
10035,9
10036,34
10037,6
10038,6
10039,47
10040,4
10041,17
10042,34
10043,33
10044,18
10045,7
10046,9
10047,34
10048,17
10049,14
10050,30
10051,44
10052,33
10053,8
10054,9
10055,12
10056,8
10057,14
10058,7
10059,12
10060,15
10061,7
10062,3
10063,10
10064,12
10065,8
10066,29
10067,10
10068,12
10069,6
10070,47
10071,4
10072,9
10073,5
10074,14
10075,23
10076,11
10077,4
10078,3
10079,13
10080,2
10081,19
10082,7
10083,13
10084,15
10085,31
10086,9
10087,18
10088,24
10089,9
10090,8
10091,15
10092,29
10093,2
10094,15
10095,26
10096,18
10097,21
10098,13
10099,18
10100,26
10101,4
10102,18
10103,7
10104,2
10105,27
10106,2
10107,6
10108,19
10109,14
10110,5
10111,11
10112,31
10113,19
10114,23
10115,16
10116,5
10117,48
10118,11
10119,6
10120,10
10121,28
10122,11
10123,12
10124,8
10125,10
10126,42
10127,18
10128,18
10129,15
10130,32
10131,3
10132,18
10133,12
10134,61
10135,22
10136,17
10137,36
10138,18
10139,7
10140,12
10141,9
10142,163
10143,6
10144,28
10145,123
10146,6
10147,20
10148,6
10149,25
10150,18
10151,9
10152,13
10153,7
10154,103
10155,49
10156,29
10157,2
10158,18
10159,19
10160,10
10161,14
10162,7
10163,2
10164,14
10165,29
10166,25
10167,7
10168,33
10169,13
10170,6
10171,5
10172,3
10173,2
10174,4
10175,45
10176,142
10177,23
10178,33
10179,10
10180,8
10181,25
10182,22
10183,4
10184,24
10185,8
10186,12
10187,14
10188,10
10189,15
10190,5
10191,2
10192,41
10193,18
10194,22
10195,22
10196,4
10197,20
10198,16
10199,30
10200,36
10201,35
10202,25
10203,1
10204,13
10205,10
10206,56
10207,62
10208,14
10209,4
10210,4
10211,45
10212,42
10213,11
10214,18
10215,10
10216,15
10217,33
10218,1
10219,2
10220,44
10221,28
10222,3
10223,7
10224,25
10225,9
10226,5
10227,40
10228,18
10229,4
10230,40
10231,1
10232,5
10233,3
10234,14
10235,8
10236,67
10237,102
10238,4
10239,41
10240,23
10241,4
10242,62
10243,7
10244,3
10245,4
10246,33
10247,18
10248,5
10249,8
10250,20
10251,7
10252,44
10253,7
10254,5
10255,21
10256,14
10257,9
10258,6
10259,3
10260,8
10261,26
10262,27
10263,21
10264,25
10265,9
10266,2
10267,6
10268,17
10269,4
10270,3
10271,3
10272,20
10273,38
10274,19
10275,10
10276,27
10277,5
10278,23
10279,7
10280,9
10281,3
10282,5
10283,3
10284,182
10285,6
10286,6
10287,3
10288,20
10289,5
10290,26
10291,10
10292,29
10293,7
10294,9
10295,147
10296,12
10297,30
10298,32
10299,10
10300,41
10301,2
10302,4
10303,9
10304,32
10305,7
10306,22
10307,10
10308,6
10309,34
10310,3
10311,26
10312,24
10313,2
10314,30
10315,15
10316,6
10317,70
10318,3
10319,14
10320,13
10321,10
10322,3
10323,7
10324,19
10325,9
10326,14
10327,7
10328,8
10329,1
10330,36
10331,1
10332,24
10333,4
10334,4
10335,1
10336,14
10337,4
10338,3
10339,18
10340,2
10341,43
10342,2
10343,13
10344,2
10345,8
10346,11
10347,7
10348,2
10349,3
10350,2
10351,6
10352,7
10353,6
10354,10
10355,7
10356,6
10357,22
10358,5
10359,4
10360,17
10361,45
10362,6
10363,7
10364,11
10365,59
10366,11
10367,15
10368,9
10369,10
10370,10
10371,39
10372,4
10373,5
10374,34
10375,20
10376,49
10377,3
10378,50
10379,22
10380,13
10381,18
10382,8
10383,19
10384,1
10385,25
10386,65
10387,18
10388,26
10389,71
10390,0
10391,11
10392,58
10393,83
10394,30
10395,21
10396,7
10397,14
10398,1
10399,12
10400,2
10401,141
10402,12
10403,11
10404,7
10405,10
10406,24
10407,52
10408,10
10409,15
10410,9
10411,30
10412,2210
10413,15
10414,25
10415,5
10416,14
10417,2
10418,5
10419,6
10420,134
10421,25
10422,45
10423,85
10424,25
10425,22
10426,8
10427,44
10428,30
10429,10
10430,10
10431,33
10432,24
10433,6
10434,65
10435,34
10436,4
10437,32
10438,267
10439,8
10440,6
10441,0
10442,43
10443,7
10444,23
10445,46
10446,14
10447,22
10448,50
10449,1
10450,2
10451,21
10452,4
10453,16
10454,89
10455,14
10456,8
10457,17
10458,22
10459,13
10460,21
10461,13
10462,25
10463,26
10464,65
10465,16
10466,41
10467,50
10468,1430
10469,800
10470,40
10471,28
10472,397
10473,1049
10474,129
10475,6400
10476,8400
10477,1216
10478,380
10479,10000
10480,25000
10481,12800
10482,1532
10483,10200
10484,424
10485,177
10486,195
10487,196
10488,138
10489,68
10490,48
10491,8220
10492,4760
10493,81600
10494,6000
10495,2440
10496,430
10497,68000
10498,260000
10499,2230
10500,9
10501,50000
10502,6
10503,3
10504,4
10505,63
10506,39
10507,6
10508,18
10509,28
10510,61
10511,4
10512,9
10513,10
10514,5
10515,6
10516,5
10517,9
10518,15
10519,18
10520,13
10521,9
10522,8
10523,5
10524,5
10525,5
10526,4
10527,2
10528,2
10529,4
10530,12
10531,11
10532,10
10533,648
10534,1
10535,1
10536,2
10537,604
10538,8
10539,3
10540,9
10541,2
10542,2
10543,12
10544,2
10545,5
10546,3
10547,26
10548,2
10549,6
10550,7
10551,2
10552,889
10553,24
10554,20
10555,11
10556,138
10557,36
10558,3
10559,0
10560,8
10561,8
10562,39
10563,20
10564,34
10565,40
10566,22
10567,20
10568,23
10569,26
10570,20
10571,20
10572,17
10573,15
10574,16
10575,23
10576,15
10577,23
10578,12
10579,10
10580,14
10581,10
10582,11
10583,7
10584,9
10585,7
10586,10
10587,9
10588,12
10589,12
10590,6
10591,10
10592,12
10593,9
10594,7
10595,5
10596,8
10597,6
10598,8
10599,6
10600,11
10601,8
10602,8
10603,5
10604,10
10605,8
10606,7
10607,6
10608,7
10609,7
10610,5
10611,4
10612,7
10613,4
10614,4
10615,2
10616,2
10617,4
10618,4
10619,2
10620,4
10621,2
10622,2
10623,4
10624,2
10625,6
10626,4
10627,5
10628,3
10629,3
10630,3
10631,2
10632,3
10633,3
10634,2
10635,2
10636,2
10637,2
10638,3
10639,3
10640,2
10641,1
10642,3
10643,2
10644,3
10645,3
10646,2
10647,1
10648,3
10649,2
10650,2
10651,3
10652,1
10653,2
10654,1
10655,1
10656,2
10657,1
10658,2
10659,2
10660,2
10661,1
10662,1
10663,1
10664,1
10665,2
10666,1
10667,1
10668,1
10669,1
10670,1
10671,1
10672,1
10673,1
10674,1
10675,1
10676,1
10677,1
10678,1
10679,1
10680,1
10681,0
10682,0
10683,0
10684,0
10685,0
10686,3
10687,229
10688,55
10689,24
10690,41
10691,18
10692,19
10693,16
10694,10
10695,10
10696,8
10697,13
10698,6
10699,12
10700,10
10701,9
10702,9
10703,10
10704,4
10705,4
10706,7
10707,7
10708,6
10709,4
10710,3
10711,6
10712,3
10713,2
10714,3
10715,4
10716,7
10717,6
10718,4
10719,6
10720,4
10721,6
10722,6
10723,3
10724,3
10725,2
10726,2
10727,2
10728,2
10729,2
10730,2
10731,2
10732,2
10733,2
10734,2
10735,2
10736,2
10737,2
10738,2
10739,3
10740,2
10741,2
10742,1
10743,1
10744,1
10745,1
10746,1
10747,1
10748,1
10749,1
10750,1
10751,1
10752,2
10753,1
10754,1
10755,2
10756,1
10757,1
10758,1
10759,1
10760,1
10761,1
10762,1
10763,1
10764,1
10765,1
10766,0
10767,1
10768,0
10769,1
10770,177
10771,111
10772,64
10773,68
10774,46
10775,41
10776,33
10777,40
10778,36
10779,26
10780,36
10781,17
10782,24
10783,18
10784,23
10785,22
10786,24
10787,16
10788,12
10789,15
10790,11
10791,20
10792,15
10793,14
10794,11
10795,11
10796,10
10797,12
10798,15
10799,13
10800,14
10801,15
10802,8
10803,7
10804,8
10805,8
10806,8
10807,9
10808,10
10809,9
10810,7
10811,8
10812,7
10813,10
10814,8
10815,8
10816,8
10817,10
10818,6
10819,7
10820,10
10821,8
10822,10
10823,8
10824,7
10825,6
10826,6
10827,4
10828,5
10829,8
10830,10
10831,5
10832,8
10833,6
10834,5
10835,6
10836,8
10837,4
10838,6
10839,6
10840,6
10841,7
10842,4
10843,5
10844,6
10845,4
10846,5
10847,7
10848,7
10849,4
10850,7
10851,5
10852,6
10853,6
10854,5
10855,6
10856,4
10857,6
10858,8
10859,5
10860,7
10861,4
10862,6
10863,5
10864,4
10865,6
10866,6
10867,4
10868,5
10869,3
10870,6
10871,6
10872,6
10873,6
10874,4
10875,4
10876,4
10877,5
10878,5
10879,5
10880,5
10881,4
10882,5
10883,4
10884,5
10885,3
10886,4
10887,4
10888,5
10889,4
10890,4
10891,4
10892,3
10893,3
10894,3
10895,3
10896,3
10897,4
10898,4
10899,4
10900,3
10901,3
10902,1
10903,3
10904,2
10905,3
10906,3
10907,3
10908,2
10909,2
10910,3
10911,4
10912,3
10913,2
10914,3
10915,4
10916,2
10917,4
10918,3
10919,4
10920,4
10921,3
10922,3
10923,4
10924,3
10925,2
10926,3
10927,3
10928,2
10929,2
10930,2
10931,2
10932,2
10933,2
10934,2
10935,2
10936,1
10937,2
10938,1
10939,2
10940,3
10941,2
10942,2
10943,2
10944,2
10945,2
10946,1
10947,2
10948,1
10949,0
10950,3
10951,2
10952,3
10953,2
10954,2
10955,1
10956,1
10957,2
10958,1
10959,2
10960,1
10961,3
10962,2
10963,2
10964,2
10965,2
10966,2
10967,1
10968,1
10969,1
10970,2
10971,2
10972,2
10973,3
10974,1
10975,2
10976,2
10977,1
10978,1
10979,1
10980,3
10981,3
10982,2
10983,2
10984,1
10985,2
10986,2
10987,2
10988,1
10989,1
10990,3
10991,3
10992,2
10993,2
10994,3
10995,2
10996,2
10997,2
10998,2
10999,1
11000,4
11001,2
11002,2
11003,2
11004,1
11005,2
11006,1
11007,1
11008,1
11009,1
11010,2
11011,1
11012,2
11013,2
11014,1
11015,0
11016,1
11017,2
11018,2
11019,2
11020,3
11021,3
11022,1
11023,1
11024,2
11025,2
11026,2
11027,2
11028,1
11029,1
11030,2
11031,2
11032,2
11033,2
11034,1
11035,2
11036,2
11037,1
11038,1
11039,2
11040,3
11041,2
11042,1
11043,2
11044,2
11045,0
11046,2
11047,2
11048,1
11049,1
11050,1
11051,1
11052,2
11053,1
11054,1
11055,1
11056,1
11057,1
11058,1
11059,1
11060,2
11061,2
11062,1
11063,1
11064,1
11065,1
11066,2
11067,1
11068,1
11069,1
11070,1
11071,3
11072,2
11073,2
11074,2
11075,2
11076,1
11077,1
11078,1
11079,1
11080,1
11081,2
11082,2
11083,2
11084,2
11085,2
11086,1
11087,1
11088,1
11089,1
11090,2
11091,3
11092,3
11093,2
11094,3
11095,2
11096,3
11097,2
11098,1
11099,1
11100,1
11101,2
11102,1
11103,2
11104,2
11105,1
11106,1
11107,1
11108,1
11109,1
11110,1
11111,1
11112,1
11113,1
11114,1
11115,1
11116,1
11117,1
11118,1
11119,1
11120,1
11121,1
11122,1
11123,1
11124,1
11125,1
11126,1
11127,1
11128,1
11129,28
11130,34
11131,97
11132,4
11133,28
11134,122
11135,83
11136,298
11137,131
11138,14
11139,3
11140,26
11141,28
11142,4
11143,51
11144,42
11145,9
11146,9
11147,6
11148,22
11149,17
11150,18
11151,2
11152,2
11153,2
11154,3
11155,1
11156,1
11157,1
11158,1
11159,0
11160,1
11161,4
11162,77
11163,1
11164,0
11165,27
11166,1
11167,1
11168,264
11169,10
11170,104
11171,20
11172,16
11173,5
11174,60
11175,12
11176,6
11177,6
11178,6
11179,7
11180,4
11181,3
11182,2
11183,1
11184,203
11185,42
11186,10
11187,118
11188,3
11189,20
11190,37
11191,724
11192,18
11193,11
11194,32
11195,2
11196,15
11197,96
11198,69
11199,859
11200,2
11201,79
11202,3
11203,2
11204,4
11205,9
11206,1
11207,3
11208,11
11209,6
11210,4
11211,5
11212,3
11213,4
11214,2
11215,3
11216,3
11217,2
11218,3
11219,2
11220,6
11221,67
11222,14
11223,2
11224,12
11225,6
11226,4
11227,595
11228,21
11229,4
11230,197
11231,10
11232,8
11233,136
11234,11
11235,27
11236,58
11237,3
11238,9
11239,7
11240,6
11241,27
11242,10
11243,13
11244,11
11245,3
11246,3
11247,3
11248,76
11249,95
11250,38
11251,81
11252,28
11253,612
11254,382
11255,397
11256,80
11257,25
11258,16
11259,28
11260,50
11261,9
11262,4
11263,356
11264,8
11265,6
11266,4770
11267,841
11268,340
11269,46
11270,4
11271,41
11272,17
11273,5
11274,9
11275,6140
11276,694
11277,213
11278,9
11279,8
11280,5
11281,4
11282,2
11283,14
11284,11
11285,334
11286,74
11287,16
11288,41
11289,55
11290,23
11291,53
11292,4
11293,
11294,11000
11295,212
11296,438
11297,50
11298,8
11299,19
11300,49
11301,82
11302,32
11303,47
11304,3
11305,11
11306,4
11307,130
11308,75
11309,3
11310,1412
11311,2360
11312,812
11313,633
11314,744
11315,647
11316,952
11317,439
11318,388
11319,713
11320,817
11321,370
11322,326
11323,389
11324,620
11325,201
11326,424
