id,mass
19800,66
19801,35
19802,5
19803,1
19804,1
19805,2
19806,0
19807,1
19808,18
19809,2
19810,10
19811,2
19812,4
19813,10
19814,0
19815,4
19816,1
19817,1
19818,0
19819,10
19820,22
19821,15
19822,18
19823,17
19824,16
19825,0
19826,2430
19827,1151
19828,1317
19829,694
19830,736
19831,728
19832,646
19833,534
19834,350
19835,731
19836,514
19837,426
19838,291
19839,104
19840,205
19841,140
19842,240
19843,162
19844,135
19845,58
19846,60
19847,71
19848,94
19849,90
19850,82
19851,59
19852,62
19853,67
19854,53
19855,86
19856,80
19857,49
19858,79
19859,74
19860,75
19861,71
19862,47
19863,65
19864,50
19865,49
19866,43
19867,18
19868,4
19869,23
19870,10
19871,24
19872,5
19873,1
19874,11
19875,4
19876,4
19877,2
19878,2
19879,4
19880,26
19881,6
19882,30
19883,7
19884,30
19885,15
19886,10
19887,24
19888,6
19889,4
19890,0
19891,17
19892,1
19893,0
19894,0
19895,1
19896,0
19897,3
19898,3
19899,10
19900,2
19901,14
19902,18
19903,3
19904,11
19905,7
19906,0
19907,56
19908,16
19909,0
19910,3
19911,2
19912,22
19913,38
19914,13
19915,1
19916,32
19917,40
19918,21
19919,14
19920,8
19921,2
19922,1
19923,5
19924,1
19925,1
19926,4
19927,44
19928,15
19929,11
19930,11
19931,7
19932,18
19933,8
19934,2
19935,1
19936,1
19937,4
19938,1
19939,1
19940,10
19941,13
19942,1
19943,1
19944,2
19945,25
19946,19
19947,1
19948,39
19949,29
19950,20
19951,3
19952,0
19953,6
19954,5
19955,68
19956,31
19957,51
19958,32
19959,33
19960,36
19961,35
19962,45
19963,26
19964,18
19965,22
19966,17
19967,24
19968,20
19969,46
19970,64
19971,41
19972,26
19973,11
19974,20
19975,22
19976,15
19977,12
19978,38
19979,8
19980,12
19981,10
19982,11
19983,15
19984,0
19985,11
19986,13
19987,18
19988,6
19989,22000
19990,190
19991,27
19992,47
19993,5
19994,54
19995,43
19996,7
19997,60
19998,8
19999,8
20000,16
20001,8
20002,64
20003,14
20004,49
20005,6
20006,78
20007,1
20008,1
20009,1380
20010,85000
20011,12
20012,32
20013,201
20014,5
20015,107
20016,54
20017,54
20018,14
20019,23
20020,4
20021,1
20022,8
20023,150000
20024,6380
20025,265000
20026,362
20027,31
20028,9
20029,2
20030,27
20031,4
20032,41
20033,12700
20034,12570
20035,8
20036,7
20037,8
20038,4
20039,1420
20040,1332
20041,593
20042,128
20043,72
20044,1
20045,54
20046,21
20047,19
20048,2
20049,4
20050,19
20051,40
20052,3
20053,9
20054,10
20055,7
20056,3
20057,13
20058,4
20059,6
20060,1
20061,66
20062,4
20063,6
20064,2
20065,13
20066,1
20067,1
20068,2
20069,38
20070,5
20071,2
20072,3
20073,1
20074,0
20075,2
20076,1
20077,5
20078,1
20079,2
20080,1
20081,0
20082,3
20083,11
20084,7
20085,6
20086,60
20087,16
20088,145
20089,10
20090,15
20091,114
20092,41
20093,148
20094,46
20095,123
20096,800
20097,284
20098,79
20099,472
20100,350
20101,170
20102,1342
20103,56
20104,94
20105,59
20106,737
20107,84
20108,157
20109,150000
20110,72500
20111,470
20112,3
20113,361
20114,233
20115,29
20116,115
20117,267
20118,215
20119,1301
20120,55
20121,389
20122,292
20123,64
20124,746
20125,1229
20126,105
20127,510
20128,475
20129,720
20130,1009
20131,1340
20132,526
20133,612
20134,107
20135,293
20136,174
20137,114
20138,2610
20139,117
20140,812
20141,334
20142,1398
20143,85
20144,255
20145,221
20146,78
20147,2290
20148,325
20149,69
20150,218
20151,725
20152,242
20153,621
20154,461
20155,81
20156,673
20157,311
20158,160
20159,342
20160,86
20161,318
20162,99
20163,2050
20164,75
20165,923
20166,60
20167,402
20168,99
20169,382
20170,202
20171,146
20172,47
20173,99
20174,124
20175,235
20176,75
20177,212
20178,114
20179,177
20180,73
20181,92
20182,438
20183,243
20184,83
20185,518
20186,229
20187,764
20188,276
20189,298
20190,237
20191,63
20192,2110
20193,203
20194,429
20195,99
20196,41
20197,72
20198,96
20199,177
20200,165
20201,67
20202,187
20203,120
20204,69
20205,407
20206,859
20207,239
20208,177
20209,23680
20210,2000
20211,16300
20212,149
20213,42
20214,84
20215,35
20216,471
20217,150
20218,
20219,30
20220,53
20221,113
20222,1000
20223,88
20224,164
20225,9000
20226,133
20227,132
20228,43
20229,538
20230,1397
20231,91
20232,397
20233,31
20234,99
20235,166
20236,57
20237,10
20238,76
20239,22
20240,26
20241,1
20242,18
20243,7
20244,7
20245,12
20246,1
20247,8
20248,9
20249,1
20250,60
20251,0
20252,1
20253,7
20254,5
20255,8
20256,2
20257,4
20258,1
20259,8
20260,4
20261,4
20262,9
20263,12
20264,6
20265,1
20266,3
20267,8
20268,4
20269,0
20270,3
20271,1
20272,24
20273,67
20274,767
20275,130
20276,135
20277,110
20278,19
20279,7000
20280,6450
20281,304
20282,284
20283,367
20284,58
20285,108
20286,71
20287,263
20288,25
20289,4000
20290,58
20291,31
20292,58
20293,138
20294,54
20295,90
20296,24
20297,160
20298,104
20299,111
20300,333
20301,172
20302,100
20303,120
20304,43
20305,20
20306,185
20307,787
20308,66
20309,119
20310,350000
20311,22270
20312,68
20313,236
20314,110000
20315,98
20316,104
20317,48
20318,1200
20319,20
20320,14
20321,
20322,8
20323,18
20324,26
20325,43
20326,73
20327,54
20328,538
20329,472
20330,432
20331,50
20332,484
20333,25
20334,783
20335,1403
20336,16540
20337,8550
20338,620
20339,464
20340,350
20341,271
20342,251
20343,212
20344,265
20345,282
20346,207
20347,232
20348,177
20349,276
20350,148
20351,50
20352,2
20353,95
20354,59
20355,67
20356,23
20357,160
20358,77
20359,63
20360,12
20361,18
20362,76
20363,3
20364,13
20365,1
20366,96
20367,61
20368,17
20369,7
20370,29
20371,94
20372,135
20373,27
20374,43
20375,10
20376,3
20377,6
20378,5
20379,9
20380,10
20381,18
20382,8
20383,6
20384,1
20385,50
20386,6
20387,9
20388,623
20389,210
20390,117
20391,26
20392,4
20393,104
20394,224
20395,52
20396,18000
20397,3900
20398,7270
20399,6090
20400,3410
20401,5770
20402,3970
20403,3370
20404,1421
20405,910
20406,1173
20407,1749
20408,522
20409,718
20410,1402
20411,617
20412,711
20413,702
20414,521
20415,594
20416,366
20417,335
20418,419
20419,427
20420,419
20421,341
20422,222
20423,280
20424,243
20425,521
20426,493
20427,529
20428,503
20429,271
20430,368
20431,375
20432,249
20433,299
20434,442
20435,353
20436,141
20437,186
20438,366
20439,291
20440,238
20441,438
20442,209
20443,315
20444,387
20445,330
20446,259
20447,352
20448,207
20449,332
20450,183
20451,317
20452,267
20453,180
20454,277
20455,179
20456,260
20457,187
20458,376
20459,239
20460,232
20461,177
20462,332
20463,277
20464,18
20465,21
20466,4
20467,37
20468,38
20469,38
20470,27
20471,34
20472,80
20473,61
20474,69
20475,25
20476,6
20477,5
20478,26
20479,24
20480,16
20481,19
20482,48
20483,33
20484,19
20485,41
20486,11
20487,15
20488,74
20489,46
20490,17
20491,120
20492,62
20493,201
20494,165
20495,45
20496,80
20497,25
20498,11
20499,31
20500,22
20501,18
20502,6
20503,132
20504,72
20505,16
20506,0
20507,4
20508,14
20509,2
20510,21
20511,32
20512,3
20513,31
20514,0
20515,21
20516,4
20517,2
20518,13
20519,215
20520,43
20521,167
20522,14
20523,9
20524,8
20525,8
20526,3
20527,20
20528,16
20529,4
20530,27
20531,60
20532,31
20533,5
20534,3
20535,27
20536,6
20537,19
20538,5
20539,11
20540,18
20541,33
20542,5
20543,20
20544,259
20545,30
20546,8
20547,7
20548,9
20549,11
20550,8
20551,11
20552,12
20553,28
20554,38
20555,26
20556,267
20557,5
20558,4
20559,10
20560,33
20561,10
20562,10
20563,32
20564,188
20565,54
20566,41
20567,19
20568,9
20569,10
20570,102
20571,62
20572,12
20573,43
20574,25
20575,5
20576,53
20577,6
20578,8
20579,53
20580,12
20581,13
20582,6
20583,15
20584,32
20585,39
20586,7
20587,4
20588,4
20589,2
20590,4
20591,23
20592,6
20593,2
20594,11
20595,1
20596,2
20597,5
20598,215
20599,180
20600,161
20601,247
20602,54
20603,130
20604,155
20605,68
20606,272
20607,92
20608,46
20609,7
20610,37
20611,7
20612,1
20613,21
20614,6
20615,5
20616,20
20617,0
20618,61
20619,26
20620,38
20621,20
20622,57
20623,25
20624,12
20625,96
20626,106
20627,84
20628,75
20629,22
20630,3
20631,36
20632,18
20633,6
20634,13
20635,5
20636,16
20637,8
20638,1
20639,68
20640,104
20641,21
20642,84
20643,12
20644,54
20645,10
20646,21
20647,6
20648,40
20649,16
20650,17
20651,47
20652,53
20653,28
20654,113
20655,24
20656,19
20657,31
20658,108
20659,10
20660,3
20661,32
20662,20
20663,56
20664,71
20665,17
20666,12
20667,58
20668,20
20669,71
20670,12
20671,10
20672,6
20673,41
20674,70
20675,12
20676,26
20677,8
20678,9
20679,16
20680,8
20681,23
20682,5
20683,5
20684,18
20685,2
20686,13
20687,4
20688,2
20689,2
20690,1
20691,6
20692,5
20693,31
20694,134
20695,66
20696,63
20697,135
20698,10
20699,22
20700,17
20701,21
20702,9
20703,16
20704,163
20705,112
20706,10
20707,48
20708,24
20709,8
20710,32
20711,27
20712,3
20713,8
20714,5
20715,11
20716,8
20717,13
20718,14
20719,7
20720,8
20721,6
20722,2
20723,4
20724,25
20725,26
20726,27
20727,5
20728,11
20729,13
20730,2
20731,3
20732,8
20733,39
20734,23
20735,6
20736,7
20737,50
20738,3
20739,2
20740,1
20741,4
20742,3
20743,2
20744,0
20745,4
20746,2
20747,9
20748,21
20749,19
20750,26
20751,133
20752,15
20753,154
20754,31
20755,75
20756,22
20757,33
20758,17
20759,137
20760,12
20761,20
20762,18
20763,17
20764,2
20765,55
20766,69
20767,10
20768,11
20769,112
20770,49
20771,13
20772,4
20773,32
20774,0
20775,21
20776,101
20777,132
20778,138
20779,12
20780,38
20781,16
20782,40
20783,58
20784,3
20785,3
20786,5
20787,49
20788,119
20789,68
20790,73
20791,12
20792,8
20793,6
20794,5
20795,6
20796,3
20797,104
20798,104
20799,96
20800,50
20801,138
20802,36
20803,165
20804,74
20805,14
20806,29
20807,37
20808,16
20809,54
20810,10
20811,31
20812,18
20813,8
20814,8
20815,20
20816,3
20817,9
20818,9
20819,23
20820,6
20821,3
20822,8
20823,8
20824,156
20825,120
20826,194
20827,8
20828,2
20829,10
20830,4
20831,3
20832,5
20833,23
20834,8
20835,93
20836,8
20837,19
20838,18
20839,7
20840,92
20841,126
20842,7
20843,4
20844,6
20845,7
20846,49
20847,11
20848,28
20849,18
20850,20
20851,134
20852,11
20853,16
20854,47
20855,7
20856,7
20857,34
20858,10
20859,72
20860,21
20861,77
20862,30
20863,76
20864,16
20865,15
20866,37
20867,28
20868,1
20869,17
20870,6
20871,25
20872,7
20873,11
20874,15
20875,10
20876,19
20877,7
20878,280
20879,90
20880,330
20881,125
20882,24
20883,21
20884,101
20885,20
20886,118
20887,1039
20888,903
20889,902
20890,429
20891,8600
20892,28600
20893,820
20894,11
20895,22
20896,115
20897,117
20898,140
20899,1000
20900,2500
20901,3290
20902,736
20903,1480
20904,365
20905,380
20906,180
20907,347
20908,576
20909,32
20910,143
20911,92
20912,48
20913,22
20914,37
20915,621
20916,207
20917,256
20918,15000
20919,36
20920,146
20921,28
20922,3150
20923,120
20924,4720
20925,106
20926,338
20927,2430
20928,256
20929,1086
20930,305
20931,265
20932,235
20933,158
20934,82
20935,207
20936,310
20937,660
20938,515
20939,276
20940,492
20941,64
20942,164
20943,157
20944,16
20945,166
20946,16
20947,127
20948,234
20949,47
20950,265
20951,254
20952,91
20953,34360
20954,84
20955,271
20956,184
20957,588
20958,83
20959,1092
20960,58
20961,749
20962,29
20963,107
20964,0
20965,11
20966,77
20967,2
20968,501
20969,66
20970,300
20971,14
20972,218
20973,83
20974,198
20975,150
20976,37
20977,86
20978,441
20979,1181
20980,71
20981,149
20982,163
20983,107
20984,150
20985,500
20986,64000
20987,517
20988,383
20989,1805
20990,941
20991,138
20992,1379
20993,162
20994,2010
20995,384
20996,1453
20997,183
20998,2540
20999,105
21000,387
21001,574
21002,110
21003,208
21004,690
21005,6300
21006,293
21007,173
21008,163
21009,200
21010,682
21011,290
21012,3490
21013,244
21014,420
21015,82
21016,104
21017,572
21018,63
21019,5500
21020,313
21021,140
21022,452
21023,346
21024,665
21025,992
21026,392
21027,1390
21028,105
21029,828
21030,236
21031,107
21032,987
21033,216
21034,2910
21035,43
21036,287
21037,345
21038,178
21039,752
21040,121
21041,861
21042,427
21043,235
21044,452
21045,542
21046,3380
21047,280
21048,699
21049,163
21050,162
21051,400
21052,171
21053,1621
21054,362
21055,1161
21056,124
21057,324
21058,106
21059,941
21060,143
21061,171
21062,58
21063,91
21064,417
21065,186
21066,869
21067,200
21068,140
21069,157
21070,394
21071,251
21072,218
21073,157
21074,211
21075,95
21076,206
21077,240
21078,1072
21079,422
21080,123
21081,433
21082,604
21083,1281
21084,125
21085,43
21086,84
21087,2480
21088,157
21089,211
21090,559
21091,313
21092,766
21093,262
21094,127
21095,153
21096,320
21097,721
21098,488
21099,163
21100,103
21101,245
21102,166
21103,114
21104,311
21105,109
21106,315
21107,234
21108,252
21109,53
21110,4440
21111,188
21112,219
21113,157
21114,1917
21115,407
21116,287
21117,896
21118,236
21119,809
21120,1137
21121,36
21122,274
21123,2
21124,39
21125,37
21126,210
21127,7
21128,1
21129,9
21130,1
21131,20
21132,5840
21133,6
21134,55
21135,16
21136,390
21137,548
21138,2
21139,199
21140,129
21141,62
21142,94
21143,2
21144,6
21145,7
21146,8
21147,10
21148,65
21149,67
21150,243
21151,75
21152,4
21153,135
21154,4
21155,121
21156,46
21157,66
21158,8270
21159,1504
21160,37
21161,33
21162,97
21163,12500
21164,823
21165,53
21166,28
21167,31
21168,57
21169,42
21170,24
21171,131
21172,40
21173,30
21174,10
21175,305
21176,226
21177,36
21178,21
21179,87
21180,45
21181,16
21182,31
21183,22
21184,154
21185,20
21186,16
21187,32
21188,23
21189,46
21190,62
21191,6
21192,31
21193,8
21194,75
21195,56
21196,30
21197,4
21198,1414
21199,1
21200,21
21201,6
21202,6
21203,6
21204,13
21205,2
21206,14
21207,12
21208,12
21209,7
21210,5
21211,1
21212,12
21213,18
21214,4
21215,715
21216,11
21217,428
21218,312
21219,39
21220,89
21221,22
21222,17
21223,84
21224,5
21225,10
21226,43
21227,36
21228,44
21229,17
21230,10
21231,37
21232,6
21233,21
21234,106
21235,103
21236,61
21237,27
21238,18
21239,150
21240,65
21241,23
21242,41
21243,4
21244,39
21245,29
21246,4
21247,25
21248,2
21249,30
21250,23
21251,17
21252,33
21253,17
21254,4
21255,9
21256,6
21257,9
21258,6
21259,12
21260,19
21261,5
21262,12
21263,13
21264,13
21265,17
21266,6
21267,1
21268,8
21269,3
21270,1
21271,15
21272,34
21273,74
21274,74
21275,20
21276,78
21277,65
21278,238
21279,66
21280,26
21281,65
21282,47
21283,35
21284,232
21285,13
21286,39
21287,33
21288,90
21289,6
21290,15
21291,50
21292,50
21293,22
21294,27
21295,21
21296,52
21297,22
21298,16
21299,38
21300,29
21301,75
21302,14
21303,2
21304,12
21305,10
21306,69
21307,74
21308,27
21309,104
21310,61
21311,67
21312,175
21313,36
21314,18
21315,77
21316,16
21317,18
21318,26
21319,51
21320,101
21321,79
21322,47
21323,21
21324,10
21325,8
21326,9
21327,19
21328,104
21329,104
21330,130
21331,20
21332,73
21333,16
21334,42
21335,15
21336,24
21337,20
21338,83
21339,34
21340,91
21341,280
21342,22
21343,15
21344,15
21345,70
21346,21
21347,25
21348,22
21349,20
21350,46
21351,50
21352,8
21353,5
21354,11
21355,25
21356,27
21357,7
21358,8
21359,62
21360,24
21361,24
21362,28
21363,7
21364,11
21365,24
21366,52
21367,143
21368,46
21369,26
21370,114
21371,31
21372,36
21373,20
21374,23
21375,12
21376,60
21377,38
21378,25
21379,29
21380,23
21381,16
21382,9
21383,17
21384,67
21385,29
21386,21
21387,9
21388,2
21389,22
21390,6
21391,6
21392,246
21393,105
21394,34
21395,17
21396,7
21397,8
21398,36
21399,2
21400,157
21401,150
21402,79
21403,11
21404,9
21405,15
21406,22
21407,45
21408,19
21409,363
21410,37
21411,0
21412,8
21413,14
21414,45
21415,12
21416,6
21417,13
21418,8
21419,3
21420,11
21421,10
21422,23
21423,7
21424,7
21425,9
21426,5
21427,3
21428,3
21429,102
21430,88
21431,7
21432,9
21433,33
21434,18
21435,28
21436,9
21437,56
21438,20
21439,15
21440,14
21441,6
21442,17
21443,11
21444,53
21445,15
21446,82
21447,52
21448,77
21449,24
21450,14
21451,6
21452,33
21453,48
21454,11
21455,20
21456,13
21457,14
21458,12
21459,11
21460,15
21461,8
21462,8
21463,45
21464,24
21465,35
21466,8
21467,16
21468,15
21469,11
21470,26
21471,48
21472,36
21473,21
21474,55
21475,5
21476,28
21477,18
21478,21
21479,77
21480,23
21481,11
21482,14
21483,6
21484,50
21485,6
21486,17
21487,9
21488,10
21489,28
21490,12
21491,35
21492,22
21493,6
21494,6
21495,16
21496,6
21497,45
21498,5
21499,14
21500,2
21501,2
21502,3
21503,25
21504,10
21505,3
21506,9
21507,3
21508,2
21509,6
21510,1
21511,1
21512,7
21513,174
21514,106
21515,63
21516,78
21517,195
21518,83
21519,100
21520,46
21521,44
21522,66
21523,29
21524,33
21525,111
21526,114
21527,220
21528,16
21529,58
21530,140
21531,17
21532,72
21533,164
21534,16
21535,159
21536,6
21537,39
21538,29
21539,40
21540,56
21541,67
21542,15
21543,18
21544,77
21545,14
21546,12
21547,21
21548,9
21549,54
21550,20
21551,58
21552,23
21553,46
21554,60
21555,27
21556,11
21557,97
21558,45
21559,22
21560,23
21561,36
21562,66
21563,11
21564,13
21565,69
21566,87
21567,12
21568,4
21569,2
21570,34
21571,8
21572,26
21573,30
21574,16
21575,6
21576,12
21577,56
21578,14
21579,5
21580,8
21581,19
21582,2
21583,31
21584,10
21585,1
21586,24
21587,2
21588,17
21589,14
21590,13
21591,7
21592,18
21593,4
21594,25
21595,1
21596,4
21597,3
21598,14
21599,8
21600,11
21601,7
21602,7
21603,87
21604,125
21605,103
21606,136
21607,104
21608,127
21609,85
21610,105
21611,2
21612,0
21613,64
21614,79
21615,122
21616,61
21617,213
21618,86
21619,51
21620,81
21621,151
21622,63
21623,46
21624,36
21625,68
21626,66
21627,159
21628,217
21629,162
21630,142
21631,202
21632,48
21633,83
21634,77
21635,78
21636,50
21637,118
21638,69
21639,64
21640,62
21641,59
21642,83
21643,67
21644,75
21645,66
21646,178
21647,94
21648,52
21649,153
21650,301
21651,241
21652,49
21653,93
21654,107
21655,140
21656,219
21657,65
21658,97
21659,103
21660,104
21661,71
21662,105
21663,108
21664,54
21665,150
21666,85
21667,117
21668,98
21669,112
21670,5
21671,43
21672,9
21673,24
21674,8
21675,19
21676,25
21677,12
21678,8
21679,4
21680,37
21681,21
21682,5
21683,21
21684,6
21685,7
21686,4
21687,9
21688,15
21689,13
21690,7
21691,15
21692,7
21693,8
21694,25
21695,30
21696,11
21697,10
21698,9
21699,18
21700,18
21701,5
21702,20
21703,16
21704,38
21705,5
21706,7
21707,49
21708,8
21709,12
21710,4
21711,2
21712,4
21713,30
21714,12
21715,39
21716,8
21717,19
21718,7
21719,21
21720,6
21721,7
21722,42
21723,28
21724,1
21725,5
21726,4
21727,27
21728,32
21729,16
21730,17
21731,23
21732,42
21733,23
21734,23
21735,29
21736,19
21737,21
21738,34
21739,18
21740,34
21741,10
21742,16
21743,11
21744,18
21745,2
21746,2
21747,6
21748,32
21749,3
21750,5
21751,4
21752,4
21753,3
21754,6
21755,6
21756,32
21757,3
21758,37
21759,20
21760,79
21761,33
21762,58
21763,34
21764,14
21765,27
21766,21
21767,26
21768,42
21769,37
21770,37
21771,12
21772,40
21773,1451
21774,35
21775,37
21776,35
21777,8
21778,43
21779,26
21780,54
21781,42
21782,55
21783,15
21784,4
21785,14
21786,17
21787,3
21788,4
21789,25
21790,19
21791,23
21792,36
21793,9
21794,26
21795,30
21796,45
21797,2
21798,1
21799,32
21800,23
21801,26
21802,24
21803,10
21804,1
21805,5
21806,19
21807,1
21808,55
21809,27
21810,13
21811,22
21812,49
21813,16
21814,37
21815,15
21816,9
21817,16
21818,7
21819,57
21820,16
21821,27
21822,1
21823,9
21824,12
21825,26
21826,34
21827,12
21828,16
21829,10
21830,31
21831,19
21832,3
21833,43
21834,35
21835,72
21836,70
21837,33
21838,50
21839,15
21840,23
21841,21
21842,71
21843,19
21844,40
21845,25
21846,23
21847,17
21848,18
21849,12
21850,11
21851,18
21852,37
21853,25
21854,26
21855,14
21856,11
21857,23
21858,31
21859,16
21860,18
21861,16
21862,19
21863,37
21864,4
21865,28
21866,9
21867,9
21868,35
21869,11
21870,36
21871,14
21872,6
21873,10
21874,10
21875,25
21876,34
21877,2
21878,2
21879,2
21880,8
21881,3
21882,30
21883,22
21884,20
21885,5
21886,22
21887,45
21888,18
21889,14
21890,117
21891,12
21892,16
21893,22
21894,34
21895,8
21896,21
21897,14
21898,13
21899,20
21900,16
21901,69
21902,23
21903,12
21904,13
21905,5
21906,22
21907,4
21908,5
21909,29
21910,12
21911,18
21912,10
21913,15
21914,9
21915,17
21916,30
21917,14
21918,21
21919,12
21920,4
21921,44
21922,8
21923,5
21924,12
21925,6
21926,5
21927,27
21928,29
21929,3
21930,15
21931,6
21932,12
21933,6
21934,5
21935,52
21936,25
21937,41
21938,10
21939,5
21940,13
21941,5
21942,15
21943,45
21944,6
21945,4
21946,24
21947,6
21948,7
21949,12
21950,8
21951,4
21952,3
21953,2
21954,14
21955,39
21956,18
21957,13
21958,5
21959,40
21960,27
21961,21
21962,8
21963,10
21964,6
21965,15
21966,1
21967,9
21968,12
21969,15
21970,3
21971,5
21972,5
21973,20
21974,6
21975,4
21976,3
21977,6
21978,43
21979,11
21980,3
21981,13
21982,24
21983,1
21984,6
21985,8
21986,2
21987,2
21988,7
21989,26
21990,4
21991,15
21992,8
21993,7
21994,3
21995,60
21996,26
21997,40
21998,29
21999,7
22000,41
22001,68
22002,52
22003,19
22004,20
22005,19
22006,20
22007,26
22008,21
22009,30
22010,42
22011,68
22012,40
22013,20
22014,29
22015,38
22016,33
22017,50
22018,14
22019,30
22020,10
22021,22
22022,26
22023,26
22024,39
22025,10
22026,11
22027,4
22028,10
22029,13
22030,8
22031,32
22032,24
22033,72
22034,38
22035,46
22036,39
22037,31
22038,16
22039,19
22040,16
22041,11
22042,32
22043,41
22044,20
22045,24
22046,71
22047,20
22048,67
22049,15
22050,8
22051,25
22052,48
22053,26
22054,13
22055,37
22056,62
22057,15
22058,36
22059,14
22060,15
22061,37
22062,14
22063,23
22064,70
22065,13
22066,18
22067,10
22068,8
22069,10
22070,30
22071,9
22072,6
22073,4
22074,3
22075,0
22076,24
22077,3
22078,6
22079,5
22080,48
22081,1
22082,0
22083,37
22084,32
22085,56
22086,55
22087,4
22088,45
22089,37
22090,23
22091,28
22092,43
22093,20
22094,17
22095,23
22096,53
22097,14
22098,17
22099,26
22100,11
22101,23
22102,10
22103,18
22104,16
22105,3
22106,10
22107,22
22108,41
22109,7
22110,6
22111,24
22112,20
22113,46
22114,53
22115,22
22116,19
22117,15
22118,28
22119,60
22120,15
22121,27
22122,21
22123,55
22124,13
22125,13
22126,12
22127,27
22128,45
22129,69
22130,47
22131,5
22132,3
22133,2
22134,16
22135,2
22136,18
22137,16
22138,11
22139,3
22140,4
22141,5
22142,1
22143,14
22144,4
22145,8
22146,1
22147,2
22148,1
22149,1
22150,16
22151,3
22152,4
22153,16
22154,7
22155,6
22156,50
22157,5590
22158,104
22159,82
22160,18
22161,6
22162,2
22163,5
22164,6
22165,2
22166,4
22167,2
22168,2
22169,1
22170,1
22171,11
22172,3
22173,16
22174,12
22175,6
22176,16
22177,19
22178,16
22179,7
22180,8
22181,2
22182,8
22183,6
22184,81
22185,35
22186,13
22187,3
22188,9
22189,5
22190,5
22191,15
22192,38
22193,10
22194,22
22195,10
22196,19
22197,20
22198,10
22199,16
22200,8
22201,34
22202,9
22203,18
22204,5
22205,9
22206,4
22207,28
22208,30
22209,1
22210,8
22211,6
22212,0
22213,4
22214,6
22215,9
22216,9
22217,5
22218,18
22219,27
22220,108
22221,21
22222,8
22223,21
22224,10
22225,3
22226,4
22227,7
22228,2
22229,5
22230,4
22231,1
22232,1
22233,7
22234,2
22235,11
22236,2
22237,3
22238,10
22239,2
22240,3
22241,2
22242,2
22243,6
22244,3
22245,2
22246,14
22247,6
22248,2
22249,16
22250,9
22251,6
22252,1
22253,3
22254,15
22255,2
22256,5
22257,4
22258,2
22259,1
22260,2
22261,15
22262,9
22263,5
22264,7
22265,5
22266,10
22267,14
22268,17
22269,34
22270,18
22271,8
22272,107
22273,72
22274,32
22275,10
22276,23
22277,7
22278,23
22279,32
22280,15
22281,24
22282,81
22283,2
22284,24
22285,11
22286,14
22287,3
22288,13
22289,66
22290,4
22291,13
22292,15
22293,2
22294,0
22295,5
22296,2
22297,8
22298,12
22299,6
22300,2
22301,4
22302,3
22303,5
22304,1
22305,3
22306,4
22307,76
22308,48
22309,4
22310,6
22311,14
22312,2
22313,3
22314,1
22315,1
22316,3
22317,12
22318,10
22319,11
22320,13
22321,7
22322,1
22323,4
22324,2
22325,2
22326,2
22327,11
22328,4
22329,2
22330,6
22331,
22332,1
22333,3
22334,6
22335,1
22336,3
22337,3
22338,
22339,15
22340,8
22341,25
22342,2
22343,13
22344,4
22345,4
22346,18
22347,32
22348,24
22349,166
22350,3
22351,17
22352,15
22353,1
22354,2
22355,3
22356,5
22357,21
22358,1125
22359,670
22360,26900
22361,19420
22362,375
22363,2380
22364,296
22365,891
22366,458
22367,585
22368,569
22369,121
22370,2080
22371,300
22372,478
22373,424
22374,94
22375,339
22376,815
22377,13430
22378,221
22379,127
22380,226
22381,46
22382,78
22383,43
22384,166
22385,44
22386,143
22387,268
22388,21
22389,233
22390,129
22391,759
22392,111
22393,213
22394,184
22395,575
22396,233
22397,56
22398,4410
22399,46
22400,379
22401,2200
22402,2570
22403,295
22404,179
22405,58
22406,667
22407,40
22408,24
22409,28570
22410,
22411,99
22412,4310
22413,9220
22414,1283
22415,440
22416,1132
22417,335
22418,459
22419,549
22420,367
22421,812
22422,560
22423,316
22424,436
22425,607
22426,389
22427,571
22428,359
22429,359
22430,328
22431,927
22432,316
22433,377
22434,433
22435,477
22436,330
22437,246
22438,326
22439,302
22440,200
22441,245
22442,308
22443,236
22444,169
22445,182
22446,157
22447,333
22448,179
22449,187
22450,302
22451,205
22452,168
22453,116
22454,69
22455,213
22456,246
22457,152
22458,118
22459,103
22460,131
22461,154
22462,151
22463,151
22464,127
22465,253
22466,116
22467,167
22468,100
22469,166
22470,104
22471,126
22472,178
22473,131
22474,126
22475,106
22476,109
22477,141
22478,88
22479,98
22480,75
22481,54
22482,78
22483,80
22484,109
22485,64
22486,100
22487,46
22488,66
22489,26
22490,17
22491,9
22492,8
22493,29
22494,237
22495,93
22496,86
22497,179
22498,429
22499,17450
22500,22
22501,258
22502,17590
22503,1892
22504,473
22505,338
22506,806
22507,3860
22508,196
22509,3500
22510,913
22511,1475
22512,172
22513,62
22514,165
22515,251
22516,2630
22517,3150
22518,691
22519,3160
22520,0
22521,72
22522,16
22523,9500
22524,103
22525,37
22526,1395
22527,3020
22528,21
22529,294
22530,4680
22531,239
22532,320
22533,77
22534,54
22535,312
22536,39
22537,845
22538,135
22539,73
22540,291
22541,252
22542,300
22543,295
22544,692
22545,1016
22546,355
22547,374
22548,1906
22549,287
22550,2730
22551,268
22552,5360
22553,314
22554,436
22555,178
22556,1465
22557,110
22558,45
22559,52
22560,116
22561,18
22562,126
22563,426
22564,968
22565,32
22566,287
22567,218
22568,287
22569,53
22570,123
22571,1803
22572,109
22573,8
