Name,Abbrev,Status,Fall,Year,Place,Type,Mass,MetBull,Antarctic,"(Lat,Long)"
Calama 123,,Official,,2019,"Antofagasta, Chile",H5,362 g,109,,"(-22.135170, -68.621830)  "
Calama 124,,Official,,2019,"Antofagasta, Chile",H5,79 g,109,,"(-22.485000, -68.836830)  "
Calama 125,,Official,,2019,"Antofagasta, Chile",L5,71.7 g,109,,"(-22.460830, -68.821170)  "
Calama 126,,Official,,2019,"Antofagasta, Chile",L5,13.1 g,109,,"(-22.462000, -68.821170)  "
Calama 127,,Official,,2019,"Antofagasta, Chile",H5,164.6 g,109,,"(-22.460500, -68.820670)  "
Calama 128,,Official,,2019,"Antofagasta, Chile",H5,104.8 g,109,,"(-22.478000, -68.819500)  "
Calama 129,,Official,,2019,"Antofagasta, Chile",H5,50 g,109,,"(-22.488500, -68.806670)  "
Calama 130,,Official,,2019,"Antofagasta, Chile",H5,220 g,109,,"(-22.453170, -68.644000)  "
Calama 131,,Official,,2019,"Antofagasta, Chile",H5,80 g,109,,"(-22.465000, -68.852670)  "
Calama 132,,Official,,2019,"Antofagasta, Chile",H5,140.8 g,110,,"(-22.462670, -68.821500)  "
Calama 133,,Official,,2019,"Antofagasta, Chile",H5,17.6 g,110,,"(-22.474330, -68.839670)  "
Calama 134,,Official,,2019,"Antofagasta, Chile",H5,52.4 g,110,,"(-22.299500, -68.674330)  "
Calama 135,,Official,,2019,"Antofagasta, Chile",H5,5.9 g,110,,"(-22.491000, -68.879170)  "
Calama 136,,Official,,2019,"Antofagasta, Chile",H5,42.3 g,110,,"(-22.479500, -68.856330)  "
Calama 137 **,,Official,,2019,"Antofagasta, Chile",H4,165.6 g,110,,"(-22.438440, -68.850810)  "
Calama 153,,Official,,2019,"Antofagasta, Chile",H5,286 g,110,,"(-22.471330, -68.835670)  "
Calama 156,,Official,,2019,"Antofagasta, Chile",L5,278 g,110,,"(-22.471170, -68.839170)  "
Calama 157,,Official,,2019,"Antofagasta, Chile",L5,261 g,110,,"(-22.482330, -68.815670)  "
Calama 158 **,,Official,,2019,"Antofagasta, Chile",Ureilite,17 g,110,,"(-22.459830, -68.841000)  "
Calama 173,,Official,,2019,"Antofagasta, Chile",H5,554 g,110,,"(-22.483000, -68.849170)  "
Calama 175 **,,Official,,2019,"Antofagasta, Chile",H4,184 g,110,,"(-22.483930, -68.839870)  "
Calama 192 **,,Official,,2019,"Antofagasta, Chile",H6,99 g,110,,"(-22.493220, -68.875400)  "
Calama 193,,Discredited,,2019,"Antofagasta, Chile",H5,286 g,110,,"(-22.471330, -68.835670)  "
Calama 194 **,,Official,,2019,"Antofagasta, Chile",H3,137.5 g,110,,"(-22.477670, -68.819670)  "
Calama 204,,Official,,2019,"Antofagasta, Chile",L6,4.4 g,110,,"(-22.490670, -68.879830)  "
Calama 205,,Official,,2019,"Antofagasta, Chile",L5,33 g,110,,"(-22.468500, -68.856830)  "
Calama 206,,Official,,2019,"Antofagasta, Chile",H5,257 g,110,,"(-22.486000, -68.812330)  "
Calama 217 **,,Official,,2019,"Antofagasta, Chile",L3,93 g,110,,"(-22.484170, -68.803330)  "
Calama 253 **,,Official,,2019,"Antofagasta, Chile",L3,369 g,111,,"(-22.475330, -68.852500)  "
Calama 282 **,,Official,,2019,"Antofagasta, Chile",LL6,245 g,112,,"(-22.315370, -68.782860)  "
Calama 413,,Official,,2019,"Antofagasta, Chile",H5,672 g,112,,"(-22.456170, -68.819170)  "
Calama 414,,Official,,2019,"Antofagasta, Chile",H5,940 g,112,,"(-22.498170, -68.809830)  "
Calama 428 **,,Official,,2019,"Antofagasta, Chile",H4,20 g,112,,"(-22.484990, -68.876370)  "
Calama 457,,Official,,2019,"Antofagasta, Chile",H6§,55 g,112,,"(-22.478850, -68.692670)  "
Calama 460 **,,Official,,2019,"Antofagasta, Chile",H5,1173 g,112,,"(-22.465280, -68.888330)  "
Calama 461 **,,Official,,2019,"Antofagasta, Chile",L3,175 g,113,,"(-22.476670, -68.845560)  "
Calama 530,,Official,,2019,"Antofagasta, Chile",H6,100 g,113,,"(-22.471080, -68.791320)  "
Calama 553,,Official,,2019,"Antofagasta, Chile",H5§,346 g,113,,"(-22.457790, -68.800000)  "
Calama 555,,Official,,2019,"Antofagasta, Chile",H4,25.9 g,113,,"(-22.491640, -68.866480)  "
Calama 558,,Official,,2019,"Antofagasta, Chile",H4,652 g,113,,"(-22.469040, -68.791350)  "
Calama 562,,Official,,2019,"Antofagasta, Chile",L6,34.5 g,113,,"(-22.461170, -68.822670)  "
Calama 578,,Official,,2019,"Antofagasta, Chile",L5,180 g,113,,"(-22.488330, -68.796670)  "
Calama 580,,Official,,2019,"Antofagasta, Chile",L6,23.2 g,113,,"(-22.459830, -68.819670)  "
Calama 581,,Official,,2019,"Antofagasta, Chile",L5,29 g,113,,"(-22.464170, -68.836670)  "
Calama 582,,Official,,2019,"Antofagasta, Chile",H5,8.4 g,113,,"(-22.486500, -68.840000)  "
Calama 583,,Official,,2019,"Antofagasta, Chile",L6,12.6 g,113,,"(-22.465000, -68.816170)  "
Caleta el Cobre 030 **,CeC 030,Official,,2019,"Antofagasta, Chile","Iron, ungrouped",173 g,108,,"(-24.250000, -70.516670)  "
Caleta el Cobre 047,CeC 047,Official,,2019,"Antofagasta, Chile",H5§,310 g,110,,"(-24.209330, -70.225550)  "
Caleta el Cobre 048,CeC 048,Official,,2019,"Antofagasta, Chile",L6,1790 g,110,,"(-24.398500, -70.263580)  "
Caleta el Cobre 049,CeC 049,Official,,2019,"Antofagasta, Chile",L6,1520 g,110,,"(-24.223980, -70.310330)  "
Caleta el Cobre 056,CeC 056,Official,,2019,"Antofagasta, Chile",L6§,1362 g,110,,"(-24.441400, -70.206430)  "
Caleta el Cobre 065,CeC 065,Official,,2019,"Antofagasta, Chile",LL6,433 g,110,,"(-24.205080, -70.249000)  "
Caleta el Cobre 069,CeC 069,Official,,2019,"Antofagasta, Chile",L6,43 g,111,,"(-24.266110, -70.038890)  "
Caleta el Cobre 075,CeC 075,Official,,2019,"Antofagasta, Chile",L6,1354 g,113,,"(-24.188800, -70.382040)  "
Capão do Leão **,,Official,Np,2019,"Rio Grande do Sul, Brazil",L5,210 g,110,,"(-31.767500, -52.448610)  "
Catalina 304,,Official,,2019,"Antofagasta, Chile",H5/6§,55.7 g,108,,"(-25.233330, -69.716670)  "
Catalina 343,,Official,,2019,"Antofagasta, Chile",LL6§,159 g,109,,"(-25.233330, -69.716670)  "
Catalina 351,,Official,,2019,"Antofagasta, Chile",H6,4.35 kg,109,,"(-24.941640, -69.743170)  "
Catalina 352,,Official,,2019,"Antofagasta, Chile",H5,593 g,109,,"(-24.939250, -69.734830)  "
Catalina 353,,Official,,2019,"Antofagasta, Chile",H5,12 g,109,,"(-24.912470, -69.786750)  "
Catalina 381,,Official,,2019,"Antofagasta, Chile",H5,57 g,110,,"(-24.925530, -69.732310)  "
Catalina 392 **,,Official,,2019,"Antofagasta, Chile",Mesosiderite-B2,13.1 g,111,,"(-25.096060, -69.896890)  "
Catalina 398 **,,Official,,2019,"Antofagasta, Chile",LL4-an,85 g,112,,"(-25.215560, -69.797220)  "
Catalina 400 **,,Official,,2019,"Antofagasta, Chile",EH5,117 g,110,,"(-24.948890, -69.742250)  "
Catalina 401,,Official,,2019,"Antofagasta, Chile",H5§,120 g,110,,"(-25.282220, -69.736940)  "
Catalina 404,,Official,,2019,"Antofagasta, Chile",H5§,520 g,111,,"(-25.126940, -69.971110)  "
Catalina 407,,Official,,2019,"Antofagasta, Chile",L6,480 g,112,,"(-25.266390, -69.739720)  "
Catalina 474,,Official,,2019,"Antofagasta, Chile",H5§,46.4 g,112,,"(-25.098780, -69.915080)  "
Catalina 475,,Official,,2019,"Antofagasta, Chile",L6§,67.1 g,112,,"(-25.088260, -69.909890)  "
Catalina 476,,Official,,2019,"Antofagasta, Chile",H5§,46.7 g,112,,"(-25.080830, -69.911900)  "
Catalina 479 **,,Official,,2019,"Antofagasta, Chile",L6§,64.9 g,112,,"(-25.082240, -69.909340)  "
Catalina 504,,Official,,2019,"Antofagasta, Chile",H5§,24.5 g,112,,"(-25.095870, -69.906870)  "
Catalina 505,,Official,,2019,"Antofagasta, Chile",H5§,97.8 g,112,,"(-25.086790, -69.910410)  "
Catalina 506,,Official,,2019,"Antofagasta, Chile",H6§,20.7 g,112,,"(-25.083100, -69.912690)  "
Catalina 508,,Official,,2019,"Antofagasta, Chile",L6§,327 g,112,,"(-25.091870, -69.916270)  "
Catalina 509,,Official,,2019,"Antofagasta, Chile",L6§,37.2 g,112,,"(-25.088180, -69.910380)  "
Catalina 510,,Official,,2019,"Antofagasta, Chile",L6§,54.4 g,112,,"(-25.088810, -69.912930)  "
Catalina 511,,Official,,2019,"Antofagasta, Chile",L6§,48.4 g,112,,"(-25.086530, -69.917310)  "
Catalina 513,,Official,,2019,"Antofagasta, Chile",L6§,20.3 g,112,,"(-25.091530, -69.902950)  "
Catalina 514,,Official,,2019,"Antofagasta, Chile",H6§,24.3 g,112,,"(-25.096470, -69.914870)  "
Catalina 515,,Official,,2019,"Antofagasta, Chile",H6§,160.9 g,112,,"(-25.088250, -69.921610)  "
Catalina 516,,Official,,2019,"Antofagasta, Chile",H5-6§,56.9 g,112,,"(-25.097860, -69.912030)  "
Catalina 517,,Official,,2019,"Antofagasta, Chile",H5§,79 g,112,,"(-25.098510, -69.913750)  "
Catalina 518,,Official,,2019,"Antofagasta, Chile",H5§,143.2 g,112,,"(-25.097080, -69.908900)  "
Catalina 519,,Official,,2019,"Antofagasta, Chile",H6§,55 g,112,,"(-25.086530, -69.909290)  "
Catalina 520,,Official,,2019,"Antofagasta, Chile",H6§,49.1 g,112,,"(-25.085100, -69.910540)  "
Catalina 521,,Official,,2019,"Antofagasta, Chile",L6§,76.2 g,112,,"(-25.087310, -69.912100)  "
Catalina 522,,Official,,2019,"Antofagasta, Chile",H6§,33 g,112,,"(-25.082510, -69.911770)  "
Catalina 523,,Official,,2019,"Antofagasta, Chile",L6§,14.7 g,112,,"(-25.081310, -69.911550)  "
Catalina 524,,Official,,2019,"Antofagasta, Chile",H6§,48.3 g,112,,"(-25.090680, -69.916840)  "
Catalina 525,,Official,,2019,"Antofagasta, Chile",H5§,31.3 g,112,,"(-25.086180, -69.910540)  "
Catalina 526,,Official,,2019,"Antofagasta, Chile",H5§,25.2 g,112,,"(-25.083710, -69.913670)  "
Catalina 527,,Official,,2019,"Antofagasta, Chile",H6§,50.4 g,112,,"(-25.081170, -69.910020)  "
Catalina 550,,Official,,2019,"Antofagasta, Chile",L6,159.3 g,112,,"(-25.094450, -69.906910)  "
Catalina 557,,Official,,2019,"Antofagasta, Chile",L6,41.7 g,112,,"(-25.090880, -69.913920)  "
Catalina 558,,Official,,2019,"Antofagasta, Chile",L6,37.3 g,112,,"(-25.086670, -69.908160)  "
Catalina 559 **,,Official,,2019,"Antofagasta, Chile",H6,32 g,112,,"(-25.086380, -69.910630)  "
Catalina 560,,Official,,2019,"Antofagasta, Chile",H6,25.8 g,112,,"(-25.085080, -69.912370)  "
Catalina 561,,Official,,2019,"Antofagasta, Chile",L6,24.4 g,112,,"(-25.084110, -69.910620)  "
Catalina 562,,Official,,2019,"Antofagasta, Chile",L6,22 g,112,,"(-25.083120, -69.911330)  "
Catalina 563,,Official,,2019,"Antofagasta, Chile",L6,27 g,112,,"(-25.082360, -69.908800)  "
Catalina 564,,Official,,2019,"Antofagasta, Chile",H5-6,50.7 g,112,,"(-25.081900, -69.915800)  "
Catalina 571,,Official,,2019,"Antofagasta, Chile",H5,80.1 g,112,,"(-25.082520, -69.908950)  "
Catalina 575,,Official,,2019,"Antofagasta, Chile",H5§,232 g,112,,"(-25.082530, -69.911610)  "
Catalina 579 **,,Official,,2019,"Antofagasta, Chile",L6§,88 g,112,,"(-25.078140, -69.924200)  "
Catalina 581 **,,Official,,2019,"Antofagasta, Chile",Mesosiderite,136 g,112,,"(-25.088600, -69.918300)  "
Catalina 589 **,,Official,,2019,"Antofagasta, Chile",Mesosiderite,43 g,112,,"(-25.089830, -69.913550)  "
Catalina 590 **,,Official,,2019,"Antofagasta, Chile",Mesosiderite,22.6 g,112,,"(-25.085800, -69.911580)  "
Catalina 591 **,,Official,,2019,"Antofagasta, Chile",Mesosiderite,41.1 g,112,,"(-25.084370, -69.913970)  "
Catalina 610 **,,Official,,2019,"Antofagasta, Chile",Mesosiderite,53.8 g,112,,"(-25.085160, -69.914520)  "
Catalina 611 **,,Official,,2019,"Antofagasta, Chile",Mesosiderite,36.6 g,112,,"(-25.083520, -69.911330)  "
Catalina 612 **,,Official,,2019,"Antofagasta, Chile",Mesosiderite,41.7 g,112,,"(-25.085010, -69.908960)  "
Catalina 620,,Official,,2019,"Antofagasta, Chile",L6,47.4 g,112,,"(-25.087850, -69.917600)  "
Catalina 621 **,,Official,,2019,"Antofagasta, Chile",Mesosiderite-A3,18 g,112,,"(-25.084490, -69.911780)  "
Catalina 624,,Official,,2019,"Antofagasta, Chile",H5,13.5 g,112,,"(-25.094710, -69.909750)  "
Catalina 625,,Official,,2019,"Antofagasta, Chile",H5,31.2 g,112,,"(-25.095600, -69.909400)  "
Catalina 626,,Official,,2019,"Antofagasta, Chile",L4,9.3 g,112,,"(-25.085640, -69.903760)  "
Catalina 627,,Official,,2019,"Antofagasta, Chile",L6,11.4 g,112,,"(-25.090240, -69.912420)  "
Catalina 628,,Official,,2019,"Antofagasta, Chile",L6,17.6 g,112,,"(-25.087170, -69.914220)  "
Catalina 629 **,,Official,,2019,"Antofagasta, Chile",Mesosiderite-A3,17.7 g,112,,"(-25.084770, -69.908790)  "
Catalina 630,,Official,,2019,"Antofagasta, Chile",L6,20.1 g,112,,"(-25.084770, -69.915420)  "
Catalina 679,,Official,,2019,"Antofagasta, Chile",L6§,182 g,112,,"(-25.084290, -69.914050)  "
Catalina 683,,Official,,2019,"Antofagasta, Chile",H5§,21.8 g,112,,"(-25.082040, -69.911100)  "
Catalina 684,,Official,,2019,"Antofagasta, Chile",H6§,58.6 g,112,,"(-25.088750, -69.915130)  "
Catalina 685,,Official,,2019,"Antofagasta, Chile",H6§,43.7 g,112,,"(-25.084120, -69.908730)  "
Catalina 686,,Official,,2019,"Antofagasta, Chile",H5§,105.4 g,112,,"(-25.088830, -69.912990)  "
Catalina 689 **,,Official,,2019,"Antofagasta, Chile",H5,28.4 g,112,,"(-25.086270, -69.912870)  "
Catalina 690,,Official,,2019,"Antofagasta, Chile",L6§,20.7 g,112,,"(-25.084160, -69.911560)  "
Catalina 691,,Official,,2019,"Antofagasta, Chile",H6§,22.3 g,112,,"(-25.083120, -69.911380)  "
Catalina 693,,Official,,2019,"Antofagasta, Chile",H5§,32.5 g,112,,"(-25.098730, -69.913960)  "
Catalina 694,,Official,,2019,"Antofagasta, Chile",H5§,175.2 g,112,,"(-25.086240, -69.912080)  "
Catalina 695,,Official,,2019,"Antofagasta, Chile",H5§,144 g,112,,"(-25.084270, -69.913470)  "
Catalina 703,,Official,,2019,"Antofagasta, Chile",L6§,109 g,112,,"(-25.086510, -69.907440)  "
Catalina 704,,Official,,2019,"Antofagasta, Chile",H6§,31.4 g,112,,"(-25.083360, -69.912630)  "
Catalina 705,,Official,,2019,"Antofagasta, Chile",H5-6§,25.4 g,112,,"(-25.086610, -69.909170)  "
Catalina 706,,Official,,2019,"Antofagasta, Chile",H5§,81.6 g,112,,"(-25.084080, -69.914950)  "
Catalina 707,,Official,,2019,"Antofagasta, Chile",H6§,51.6 g,112,,"(-25.082910, -69.912920)  "
Catalina 709,,Official,,2019,"Antofagasta, Chile",H6§,21.8 g,112,,"(-25.093360, -69.906500)  "
Catalina 723,,Official,,2019,"Antofagasta, Chile",H5§,98.3 g,112,,"(-25.090210, -69.918660)  "
Catalina 724,,Official,,2019,"Antofagasta, Chile",H6§,22 g,112,,"(-25.094940, -69.911320)  "
Catalina 725,,Official,,2019,"Antofagasta, Chile",H5§,280 g,112,,"(-25.096180, -69.916270)  "
Catalina 726,,Official,,2019,"Antofagasta, Chile",H5§,151 g,112,,"(-25.097200, -69.916300)  "
