Name,Abbrev,Status,Fall,Year,Place,Type,Mass,MetBull,Antarctic,"(Lat,Long)",,
Yamato 74207,Y-74207,Official,,1974,Antarctica,H5,4.15 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74208,Y-74208,Official,,1974,Antarctica,H5,7.7 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74209,Y-74209,Official,,1974,Antarctica,H5,4.98 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74210,Y-74210,Official,,1974,Antarctica,H5,7.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74211,Y-74211,Official,,1974,Antarctica,H5,4.53 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74212,Y-74212,Official,,1974,Antarctica,H5,2.16 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74213,Y-74213,Official,,1974,Antarctica,H5,6.3 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74214,Y-74214,Official,,1974,Antarctica,H5,6.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74215,Y-74215,Official,,1974,Antarctica,H5,2.75 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74216,Y-74216,Official,,1974,Antarctica,H5,3.49 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74217,Y-74217,Official,,1974,Antarctica,H5,8.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74218,Y-74218,Official,,1974,Antarctica,H5,6.5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74219,Y-74219,Official,,1974,Antarctica,H5,9.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74220,Y-74220,Official,,1974,Antarctica,H5,5.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74221,Y-74221,Official,,1974,Antarctica,H5,8.5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74222,Y-74222,Official,,1974,Antarctica,H5,8.2 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74223,Y-74223,Official,,1974,Antarctica,H5,6.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74224,Y-74224,Official,,1974,Antarctica,H5,5.2 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74225,Y-74225,Official,,1974,Antarctica,H5,2.5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74226,Y-74226,Official,,1974,Antarctica,H5,4.84 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74227,Y-74227,Official,,1974,Antarctica,H5,9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74228,Y-74228,Official,,1974,Antarctica,H5,11.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74229,Y-74229,Official,,1974,Antarctica,H5,9.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74230,Y-74230,Official,,1974,Antarctica,H5,4.44 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74231,Y-74231,Official,,1974,Antarctica,H5,3.66 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74232,Y-74232,Official,,1974,Antarctica,L6,1.89 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74233,Y-74233,Official,,1974,Antarctica,H5,0.23 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74234,Y-74234,Official,,1974,Antarctica,H5,25.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74235,Y-74235,Official,,1974,Antarctica,H5,14.7 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74236,Y-74236,Official,,1974,Antarctica,H5,12.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74237,Y-74237,Official,,1974,Antarctica,H5,8.2 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74238,Y-74238,Official,,1974,Antarctica,H5,6.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74239,Y-74239,Official,,1974,Antarctica,H5,7.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74240,Y-74240,Official,,1974,Antarctica,H5,4.18 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74241,Y-74241,Official,,1974,Antarctica,H5,3.69 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74242,Y-74242,Official,,1974,Antarctica,H5,1.72 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74243,Y-74243,Official,,1974,Antarctica,H5,1.14 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74244,Y-74244,Official,,1974,Antarctica,H5,9.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74245,Y-74245,Official,,1974,Antarctica,H5,7.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74246,Y-74246,Official,,1974,Antarctica,H5,11.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74247,Y-74247,Official,,1974,Antarctica,H5,5.7 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74248,Y-74248,Official,,1974,Antarctica,H5,7.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74249,Y-74249,Official,,1974,Antarctica,H5,7.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74250,Y-74250,Official,,1974,Antarctica,H5,7.2 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74251,Y-74251,Official,,1974,Antarctica,H5,5.7 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74252,Y-74252,Official,,1974,Antarctica,H5,5.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74253,Y-74253,Official,,1974,Antarctica,H5,1.14 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74254,Y-74254,Official,,1974,Antarctica,H5,8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74255,Y-74255,Official,,1974,Antarctica,H5,5.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74256,Y-74256,Official,,1974,Antarctica,H5,4.96 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74257,Y-74257,Official,,1974,Antarctica,H5,4.45 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74258,Y-74258,Official,,1974,Antarctica,H5,2.61 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74259,Y-74259,Official,,1974,Antarctica,H5,2.24 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74260,Y-74260,Official,,1974,Antarctica,H5,2.62 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74261,Y-74261,Official,,1974,Antarctica,H5,1.07 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74262,Y-74262,Official,,1974,Antarctica,H5,0.71 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74263,Y-74263,Official,,1974,Antarctica,H5,0.83 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74264,Y-74264,Official,,1974,Antarctica,H5,0.44 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74265,Y-74265,Official,,1974,Antarctica,H5,11.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74266,Y-74266,Official,,1974,Antarctica,H5,5.5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74267,Y-74267,Official,,1974,Antarctica,H5,3.47 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74268,Y-74268,Official,,1974,Antarctica,H5,5.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74269,Y-74269,Official,,1974,Antarctica,H5,5.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74270,Y-74270,Official,,1974,Antarctica,H5,5.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74271,Y-74271,Official,,1974,Antarctica,H5,4.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74272,Y-74272,Official,,1974,Antarctica,H5,5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74273,Y-74273,Official,,1974,Antarctica,H5,2.82 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74274,Y-74274,Official,,1974,Antarctica,H5,2.33 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74275,Y-74275,Official,,1974,Antarctica,H5,8.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74276,Y-74276,Official,,1974,Antarctica,H5,7.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74277,Y-74277,Official,,1974,Antarctica,H5,6.3 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74278,Y-74278,Official,,1974,Antarctica,H5,4.25 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74279,Y-74279,Official,,1974,Antarctica,H5,5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74280,Y-74280,Official,,1974,Antarctica,H5,4.66 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74281,Y-74281,Official,,1974,Antarctica,H5,5.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74282,Y-74282,Official,,1974,Antarctica,H5,4.06 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74283,Y-74283,Official,,1974,Antarctica,H5,3.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74284,Y-74284,Official,,1974,Antarctica,H5,2.55 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74285,Y-74285,Official,,1974,Antarctica,H5,8.3 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74286,Y-74286,Official,,1974,Antarctica,H5,5.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74287,Y-74287,Official,,1974,Antarctica,H5,7.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74288,Y-74288,Official,,1974,Antarctica,H5,4.89 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74289,Y-74289,Official,,1974,Antarctica,H5,4.04 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74290,Y-74290,Official,,1974,Antarctica,H5,4.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74291,Y-74291,Official,,1974,Antarctica,H5,4.83 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74292,Y-74292,Official,,1974,Antarctica,H5,3.5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74293,Y-74293,Official,,1974,Antarctica,H5,2.39 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74294,Y-74294,Official,,1974,Antarctica,H5,1.49 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74295,Y-74295,Official,,1974,Antarctica,H5,11.2 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74296,Y-74296,Official,,1974,Antarctica,H5,5.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74297,Y-74297,Official,,1974,Antarctica,H5,3.85 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74298,Y-74298,Official,,1974,Antarctica,H5,6.3 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74299,Y-74299,Official,,1974,Antarctica,H5,3.12 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74300,Y-74300,Official,,1974,Antarctica,H5,4.17 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74301,Y-74301,Official,,1974,Antarctica,H5,3.98 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74302,Y-74302,Official,,1974,Antarctica,H5,6.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74303,Y-74303,Official,,1974,Antarctica,H5,1.45 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74304,Y-74304,Official,,1974,Antarctica,H5,2.12 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74305,Y-74305,Official,,1974,Antarctica,H5,5.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74306,Y-74306,Official,,1974,Antarctica,H5,5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74307,Y-74307,Official,,1974,Antarctica,H5,3.87 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74308,Y-74308,Official,,1974,Antarctica,H5,3.01 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74309,Y-74309,Official,,1974,Antarctica,H5,3.06 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74310,Y-74310,Official,,1974,Antarctica,H5,3.42 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74311,Y-74311,Official,,1974,Antarctica,H5,1.34 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74312,Y-74312,Official,,1974,Antarctica,H5,1.39 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74313,Y-74313,Official,,1974,Antarctica,H5,0.79 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74314,Y-74314,Official,,1974,Antarctica,H5,0.34 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74315,Y-74315,Official,,1974,Antarctica,H5,5.5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74316,Y-74316,Official,,1974,Antarctica,H5,8.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74317,Y-74317,Official,,1974,Antarctica,H5,6.2 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74318,Y-74318,Official,,1974,Antarctica,H5,4.74 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74319,Y-74319,Official,,1974,Antarctica,H5,6.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74320,Y-74320,Official,,1974,Antarctica,H5,3.24 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74321,Y-74321,Official,,1974,Antarctica,H5,2.69 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74322,Y-74322,Official,,1974,Antarctica,H5,1.68 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74323,Y-74323,Official,,1974,Antarctica,H5,0.67 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74324,Y-74324,Official,,1974,Antarctica,H5,0.54 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74325,Y-74325,Official,,1974,Antarctica,H5,8.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74326,Y-74326,Official,,1974,Antarctica,H5,4.12 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74327,Y-74327,Official,,1974,Antarctica,H5,2.89 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74328,Y-74328,Official,,1974,Antarctica,H5,4.24 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74329,Y-74329,Official,,1974,Antarctica,H5,2.81 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74330,Y-74330,Official,,1974,Antarctica,H5,2.17 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74331,Y-74331,Official,,1974,Antarctica,H5,2.22 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74332,Y-74332,Official,,1974,Antarctica,H5,2.19 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74333,Y-74333,Official,,1974,Antarctica,H5,0.98 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74334,Y-74334,Official,,1974,Antarctica,H5,1.06 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74335,Y-74335,Official,,1974,Antarctica,H5,4.17 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74336,Y-74336,Official,,1974,Antarctica,H5,3.72 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74337,Y-74337,Official,,1974,Antarctica,H5,3.12 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74338,Y-74338,Official,,1974,Antarctica,H5,2.09 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74339,Y-74339,Official,,1974,Antarctica,H5,1.85 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74340,Y-74340,Official,,1974,Antarctica,H5,1.21 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74341,Y-74341,Official,,1974,Antarctica,H5,0.86 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74342,Y-74342,Official,,1974,Antarctica,H5,0.79 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74343,Y-74343,Official,,1974,Antarctica,H5,42.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74344,Y-74344,Official,,1974,Antarctica,Diogenite,1.42 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74345,Y-74345,Official,,1974,Antarctica,H6,8.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74346,Y-74346,Official,,1974,Antarctica,H5,82.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74347,Y-74347,Official,,1974,Antarctica,Diogenite,7.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74348,Y-74348,Official,,1974,Antarctica,H5,24 g,,J3(1) NIPR,"(-71.762500, 35.900000)  ",,
Yamato 74349,Y-74349,Official,,1974,Antarctica,H5,5 g,, NIPR,"(-71.762500, 35.900000)  ",,
Yamato 74350,Y-74350,Official,,1974,Antarctica,H6,4.78 g,, NIPR,"(-71.762500, 35.900000)  ",,
Yamato 74351,Y-74351,Official,,1974,Antarctica,H6,3.4 g,, NIPR,"(-71.762500, 35.900000)  ",,
Yamato 74352,Y-74352,Official,,1974,Antarctica,H6,4.92 g,, NIPR,"(-71.762500, 35.900000)  ",,
Yamato 74353,Y-74353,Official,,1974,Antarctica,H5,1.55 g,, NIPR,"(-71.762500, 35.900000)  ",,
Yamato 74354,Y-74354,Official,,1974,Antarctica,L6,2.72 kg,,J3(1) NIPR,"(-71.769440, 35.761110)  ",,
Yamato 74355,Y-74355,Official,,1974,Antarctica,L4,82.9 g,,J3(1) NIPR,"(-71.756940, 35.780560)  ",,
Yamato 74356,Y-74356,Official,,1974,Antarctica,Eucrite-mmict,10 g,,J3(1) NIPR,"(-71.748610, 35.780560)  ",,
Yamato 74357,Y-74357,Official,,1974,Antarctica,Lodranite-an,13.8 g,,J3(1) NIPR,"(-71.747220, 35.805560)  ",,
Yamato 74358,Y-74358,Official,,1974,Antarctica,L6,2.94 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74359,Y-74359,Official,,1974,Antarctica,H-an,1.53 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74360,Y-74360,Official,,1974,Antarctica,H-an,3.29 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74361,Y-74361,Official,,1974,Antarctica,H,0.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74362,Y-74362,Official,,1974,Antarctica,L6,4.18 kg,,J3(1) NIPR,"(-71.788890, 35.802780)  ",,
Yamato 74363,Y-74363,Official,,1974,Antarctica,H4,1.01 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74364,Y-74364,Official,,1974,Antarctica,H4,758 g,,J3(1) NIPR,"(-71.791670, 35.794440)  ",,
Yamato 74365,Y-74365,Official,,1974,Antarctica,H6,0.67 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74366,Y-74366,Official,,1974,Antarctica,L6,0.25 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74367,Y-74367,Official,,1974,Antarctica,L6,165.6 g,,J3(1) NIPR,"(-71.793060, 35.727780)  ",,
Yamato 74368,Y-74368,Official,,1974,Antarctica,Diogenite,4.13 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74369,Y-74369,Official,,1974,Antarctica,H5,4.17 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74370,Y-74370,Official,,1974,Antarctica,EH4,42.1 g,,J3(1) NIPR,"(-71.781940, 35.677780)  ",,
Yamato 74371,Y-74371,Official,,1974,Antarctica,H4,5.07 kg,,J3(1) NIPR,"(-71.804170, 35.494440)  ",,
Yamato 74372,Y-74372,Official,,1974,Antarctica,L6,84.6 g,,J3(1) NIPR,"(-71.741670, 35.641670)  ",,
Yamato 74373,Y-74373,Official,,1974,Antarctica,H6,0.28 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74374,Y-74374,Official,,1974,Antarctica,H4,205 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74375,Y-74375,Official,,1974,Antarctica,H4,92.7 g,,J3(1) NIPR,"(-71.737500, 35.805560)  ",,
Yamato 74376,Y-74376,Official,,1974,Antarctica,L6,120 g,,J3(1) NIPR,"(-71.738890, 35.808330)  ",,
Yamato 74377,Y-74377,Official,,1974,Antarctica,H6,10.5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74378,Y-74378,Official,,1974,Antarctica,L5,18.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 74379,Y-74379,Official,,1974,Antarctica,H5,6.3 g,,J3(1) NIPR,"(-71.745830, 35.841670)  ",,
Yamato 74380,Y-74380,Official,,1974,Antarctica,H5,2.96 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74381,Y-74381,Official,,1974,Antarctica,H6,3.21 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74382,Y-74382,Official,,1974,Antarctica,H5,2.6 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74383,Y-74383,Official,,1974,Antarctica,H6,3.07 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74384,Y-74384,Official,,1974,Antarctica,H5,3 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74385,Y-74385,Official,,1974,Antarctica,H5,1.63 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74386,Y-74386,Official,,1974,Antarctica,H6,2.05 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74387,Y-74387,Official,,1974,Antarctica,H6,1.45 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74388,Y-74388,Official,,1974,Antarctica,H5,0.9 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74389,Y-74389,Official,,1974,Antarctica,H5,3.9 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74390,Y-74390,Official,,1974,Antarctica,H5,2.45 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74391,Y-74391,Official,,1974,Antarctica,H5,2.18 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74392,Y-74392,Official,,1974,Antarctica,H5,2.1 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74393,Y-74393,Official,,1974,Antarctica,H5,2 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74394,Y-74394,Official,,1974,Antarctica,H5,1.01 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74395,Y-74395,Official,,1974,Antarctica,H5,0.77 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74396,Y-74396,Official,,1974,Antarctica,H5,0.64 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74397,Y-74397,Official,,1974,Antarctica,H5,0.28 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74398,Y-74398,Official,,1974,Antarctica,H5,0.19 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74399,Y-74399,Official,,1974,Antarctica,H5,2.1 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74400,Y-74400,Official,,1974,Antarctica,H5,1.98 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74401,Y-74401,Official,,1974,Antarctica,H6,1.79 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74402,Y-74402,Official,,1974,Antarctica,H6,1.96 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74403,Y-74403,Official,,1974,Antarctica,H6,1.66 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74404,Y-74404,Official,,1974,Antarctica,H6,1.16 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74405,Y-74405,Official,,1974,Antarctica,H6,1.46 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74406,Y-74406,Official,,1974,Antarctica,H5,0.96 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74407,Y-74407,Official,,1974,Antarctica,H5,0.7 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74408,Y-74408,Official,,1974,Antarctica,H5,0.15 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74409,Y-74409,Official,,1974,Antarctica,H5,3.2 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74410,Y-74410,Official,,1974,Antarctica,H6,1.69 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74411,Y-74411,Official,,1974,Antarctica,H6,1.3 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74412,Y-74412,Official,,1974,Antarctica,H6,1.19 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74413,Y-74413,Official,,1974,Antarctica,H6,1.05 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74414,Y-74414,Official,,1974,Antarctica,H5,0.56 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74415,Y-74415,Official,,1974,Antarctica,H5,0.14 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74416,Y-74416,Official,,1974,Antarctica,H5,0.13 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74417,Y-74417,Official,,1974,Antarctica,L3.4,44.5 g,,J3(1) NIPR,"(-71.734720, 35.772220)  ",,
Yamato 74418,Y-74418,Official,,1974,Antarctica,H6,567 g,,J3(1) NIPR,"(-71.755560, 35.658330)  ",,
Yamato 74419,Y-74419,Official,,1974,Antarctica,H6,0.5 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74420,Y-74420,Official,,1974,Antarctica,H6,11.3 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74421,Y-74421,Official,,1974,Antarctica,H6,13.6 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74422,Y-74422,Official,,1974,Antarctica,H6,20.6 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74423,Y-74423,Official,,1974,Antarctica,H6,29 g,110,J28 NIPR,,,
Yamato 74424,Y-74424,Official,,1974,Antarctica,H6,21 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74425,Y-74425,Official,,1974,Antarctica,H6,9 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74426,Y-74426,Official,,1974,Antarctica,H4,29.8 g,107,J26 NIPR,,,
Yamato 74427,Y-74427,Official,,1974,Antarctica,H6,4.02 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74428,Y-74428,Official,,1974,Antarctica,H6,2.1 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74429,Y-74429,Official,,1974,Antarctica,H6,2.38 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74430,Y-74430,Official,,1974,Antarctica,H6,2.42 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74431,Y-74431,Official,,1974,Antarctica,H6,2.13 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74432,Y-74432,Official,,1974,Antarctica,H6,1.5 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74433,Y-74433,Official,,1974,Antarctica,H6,0.73 g,, NIPR,"(0.000000, 35.666670)  ",,
Yamato 74434,Y-74434,Official,,1974,Antarctica,H6,1.14 g,, NIPR,"(0.000000, 35.666670)  ",,
