Name,Abbrev,Status,Fall,Year,Place,Type,Mass,MetBull,Antarctic,"(Lat,Long)"
Asuka 09157,A 09157,Official,,2009,Antarctica,LL3,0.7 g,103,J23 NIPR-RBINS,
Asuka 09158,A 09158,Official,,2009,Antarctica,LL3,0.53 g,103,J23 NIPR-RBINS,
Asuka 09159,A 09159,Official,,2009,Antarctica,LL3,0.98 g,103,J23 NIPR-RBINS,
Asuka 09160,A 09160,Official,,2009,Antarctica,LL3,0.68 g,103,J23 NIPR-RBINS,
Asuka 09161,A 09161,Official,,2009,Antarctica,LL3,0.54 g,103,J23 NIPR-RBINS,
Asuka 09162,A 09162,Official,,2009,Antarctica,LL3,0.56 g,103,J23 NIPR-RBINS,
Asuka 09163,A 09163,Official,,2009,Antarctica,LL3,0.35 g,103,J23 NIPR-RBINS,
Asuka 09164,A 09164,Official,,2009,Antarctica,LL3,0.7 g,103,J23 NIPR-RBINS,
Asuka 09165,A 09165,Official,,2009,Antarctica,H6,0.41 g,103,J23 NIPR-RBINS,
Asuka 09166,A 09166,Official,,2009,Antarctica,LL3,0.42 g,103,J23 NIPR-RBINS,
Asuka 09167,A 09167,Official,,2009,Antarctica,LL3,0.41 g,103,J23 NIPR-RBINS,
Asuka 09168,A 09168,Official,,2009,Antarctica,LL3,0.54 g,103,J23 NIPR-RBINS,
Asuka 09169,A 09169,Official,,2009,Antarctica,LL3,0.35 g,103,J23 NIPR-RBINS,
Asuka 09170,A 09170,Official,,2009,Antarctica,LL3,0.34 g,103,J23 NIPR-RBINS,
Asuka 09171,A 09171,Official,,2009,Antarctica,H6,0.27 g,113,J29 NIPR-RBINS,
Asuka 09172,A 09172,Official,,2009,Antarctica,LL3,0.24 g,113,J29 NIPR-RBINS,
Asuka 09175,A 09175,Official,,2009,Antarctica,H6,1.4 g,103,J23 NIPR-RBINS,
Asuka 09177,A 09177,Official,,2009,Antarctica,LL3,1.56 g,103,J23 NIPR-RBINS,
Asuka 09178,A 09178,Official,,2009,Antarctica,LL3,9.2 g,103,J23 NIPR-RBINS,
Asuka 09179 **,A 09179,Official,,2009,Antarctica,"Iron, IID",95.8 g,109,J27 NIPR-RBINS,
Asuka 09180,A 09180,Official,,2009,Antarctica,H6,1.63 g,103,J23 NIPR-RBINS,
Asuka 09181,A 09181,Official,,2009,Antarctica,H6,1.19 g,103,J23 NIPR-RBINS,
Asuka 09182,A 09182,Official,,2009,Antarctica,LL3,4.72 g,103,J23 NIPR-RBINS,
Asuka 09183,A 09183,Official,,2009,Antarctica,H5,17.6 g,103,J23 NIPR-RBINS,
Asuka 09188,A 09188,Official,,2009,Antarctica,H6,0.31 g,103,J23 NIPR-RBINS,
Asuka 09189,A 09189,Official,,2009,Antarctica,H6,0.87 g,103,J23 NIPR-RBINS,
Asuka 09190,A 09190,Official,,2009,Antarctica,LL3,1.47 g,103,J23 NIPR-RBINS,
Asuka 09193,A 09193,Official,,2009,Antarctica,H6,4.2 g,103,J23 NIPR-RBINS,
Asuka 09195,A 09195,Official,,2009,Antarctica,H5,2.81 g,103,J23 NIPR-RBINS,
Asuka 09196,A 09196,Official,,2009,Antarctica,L6,2.76 g,103,J23 NIPR-RBINS,
Asuka 09197,A 09197,Official,,2009,Antarctica,LL3-6,0.95 g,103,J23 NIPR-RBINS,
Asuka 09198,A 09198,Official,,2009,Antarctica,H5,2.47 g,103,J23 NIPR-RBINS,
Asuka 09199,A 09199,Official,,2009,Antarctica,L6,2.94 g,103,J23 NIPR-RBINS,
Asuka 09200,A 09200,Official,,2009,Antarctica,H6,4.63 g,107,J26 NIPR-RBINS,
Asuka 09201,A 09201,Official,,2009,Antarctica,H5,4.39 g,107,J26 NIPR-RBINS,
Asuka 09202,A 09202,Official,,2009,Antarctica,H5,4.11 g,107,J26 NIPR-RBINS,
Asuka 09203,A 09203,Official,,2009,Antarctica,H6,3.57 g,107,J26 NIPR-RBINS,
Asuka 09204,A 09204,Official,,2009,Antarctica,H5,4.22 g,107,J26 NIPR-RBINS,
Asuka 09205,A 09205,Official,,2009,Antarctica,H6,2.85 g,107,J26 NIPR-RBINS,
Asuka 09206,A 09206,Official,,2009,Antarctica,H6,2.52 g,107,J26 NIPR-RBINS,
Asuka 09207,A 09207,Official,,2009,Antarctica,H6,2.18 g,107,J26 NIPR-RBINS,
Asuka 09208,A 09208,Official,,2009,Antarctica,H6,2.59 g,107,J26 NIPR-RBINS,
Asuka 09209,A 09209,Official,,2009,Antarctica,H6,1.8 g,107,J26 NIPR-RBINS,
Asuka 09210,A 09210,Official,,2009,Antarctica,H6,1.93 g,107,J26 NIPR-RBINS,
Asuka 09211,A 09211,Official,,2009,Antarctica,H5,2.22 g,107,J26 NIPR-RBINS,
Asuka 09212,A 09212,Official,,2009,Antarctica,H6,2.38 g,107,J26 NIPR-RBINS,
Asuka 09213,A 09213,Official,,2009,Antarctica,H6,2.29 g,107,J26 NIPR-RBINS,
Asuka 09214,A 09214,Official,,2009,Antarctica,H6,1.59 g,107,J26 NIPR-RBINS,
Asuka 09215,A 09215,Official,,2009,Antarctica,H6,1.52 g,107,J26 NIPR-RBINS,
Asuka 09216,A 09216,Official,,2009,Antarctica,H5,1.28 g,107,J26 NIPR-RBINS,
Asuka 09217,A 09217,Official,,2009,Antarctica,H6,1.75 g,107,J26 NIPR-RBINS,
Asuka 09218,A 09218,Official,,2009,Antarctica,H5,1.82 g,107,J26 NIPR-RBINS,
Asuka 09219,A 09219,Official,,2009,Antarctica,H5,1.06 g,107,J26 NIPR-RBINS,
Asuka 09220,A 09220,Official,,2009,Antarctica,H5,1.52 g,107,J26 NIPR-RBINS,
Asuka 09221,A 09221,Official,,2009,Antarctica,H5,1.03 g,107,J26 NIPR-RBINS,
Asuka 09222,A 09222,Official,,2009,Antarctica,H5,1.02 g,107,J26 NIPR-RBINS,
Asuka 09223,A 09223,Official,,2009,Antarctica,H5,0.37 g,107,J26 NIPR-RBINS,
Asuka 09224,A 09224,Official,,2009,Antarctica,H5,0.58 g,107,J26 NIPR-RBINS,
Asuka 09225,A 09225,Official,,2009,Antarctica,H6,0.24 g,107,J26 NIPR-RBINS,
Asuka 09227,A 09227,Official,,2009,Antarctica,H6,1.32 g,107,J26 NIPR-RBINS,
Asuka 09228,A 09228,Official,,2009,Antarctica,H4,2.43 g,107,J26 NIPR-RBINS,
Asuka 09230,A 09230,Official,,2009,Antarctica,H4,2.75 g,107,J26 NIPR-RBINS,
Asuka 09231,A 09231,Official,,2009,Antarctica,H4,2.51 g,107,J26 NIPR-RBINS,
Asuka 09232,A 09232,Official,,2009,Antarctica,H6,4.22 g,107,J26 NIPR-RBINS,
Asuka 09233,A 09233,Official,,2009,Antarctica,H4,4.26 g,107,J26 NIPR-RBINS,
Asuka 09234,A 09234,Official,,2009,Antarctica,H4,1.49 g,107,J26 NIPR-RBINS,
Asuka 09235,A 09235,Official,,2009,Antarctica,H5,5.7 g,103,J23 NIPR-RBINS,
Asuka 09237,A 09237,Official,,2009,Antarctica,L6,0.4 g,107,J26 NIPR-RBINS,
Asuka 09239,A 09239,Official,,2009,Antarctica,L6,5.6 g,103,J23 NIPR-RBINS,
Asuka 09240,A 09240,Official,,2009,Antarctica,H4,6.1 g,103,J23 NIPR-RBINS,
Asuka 09241,A 09241,Official,,2009,Antarctica,H5,5.9 g,103,J23 NIPR-RBINS,
Asuka 09242,A 09242,Official,,2009,Antarctica,H,2.52 g,107,J26 NIPR-RBINS,
Asuka 09243,A 09243,Official,,2009,Antarctica,H5,0.35 g,113,J29 NIPR-RBINS,
Asuka 09244,A 09244,Official,,2009,Antarctica,L6,286 g,103,J23 NIPR-RBINS,
Asuka 09245,A 09245,Official,,2009,Antarctica,H5,10.2 g,103,J23 NIPR-RBINS,
Asuka 09246,A 09246,Official,,2009,Antarctica,H5,1.44 g,107,J26 NIPR-RBINS,
Asuka 09247,A 09247,Official,,2009,Antarctica,H4,3.5 g,107,J26 NIPR-RBINS,
Asuka 09248,A 09248,Official,,2009,Antarctica,H4,3.74 g,107,J26 NIPR-RBINS,
Asuka 09249,A 09249,Official,,2009,Antarctica,L6,64.8 g,103,J23 NIPR-RBINS,
Asuka 09250,A 09250,Official,,2009,Antarctica,H6,0.92 g,107,J26 NIPR-RBINS,
Asuka 09251,A 09251,Official,,2009,Antarctica,L3,1.04 g,107,J26 NIPR-RBINS,
Asuka 09252,A 09252,Official,,2009,Antarctica,H4,2.92 g,107,J26 NIPR-RBINS,
Asuka 09253,A 09253,Official,,2009,Antarctica,H5,4.51 g,107,J26 NIPR-RBINS,
Asuka 09254,A 09254,Official,,2009,Antarctica,H5,2.49 g,107,J26 NIPR-RBINS,
Asuka 09255,A 09255,Official,,2009,Antarctica,H5,15.5 g,103,J23 NIPR-RBINS,
Asuka 09256,A 09256,Official,,2009,Antarctica,H5,2.43 g,107,J26 NIPR-RBINS,
Asuka 09257,A 09257,Official,,2009,Antarctica,H5,1.28 g,107,J26 NIPR-RBINS,
Asuka 09258,A 09258,Official,,2009,Antarctica,H5,2.34 g,107,J26 NIPR-RBINS,
Asuka 09259,A 09259,Official,,2009,Antarctica,L3,1.69 g,107,J26 NIPR-RBINS,
Asuka 09260,A 09260,Official,,2009,Antarctica,L3,1.47 g,107,J26 NIPR-RBINS,
Asuka 09262,A 09262,Official,,2009,Antarctica,H5,2.75 g,107,J26 NIPR-RBINS,
Asuka 09263,A 09263,Official,,2009,Antarctica,H4,2.06 g,107,J26 NIPR-RBINS,
Asuka 09264,A 09264,Official,,2009,Antarctica,L6,1.68 g,107,J26 NIPR-RBINS,
Asuka 09265,A 09265,Official,,2009,Antarctica,H5,3.76 g,110,J28 NIPR,
Asuka 09266,A 09266,Official,,2009,Antarctica,L3,1.48 g,107,J26 NIPR-RBINS,
Asuka 09268,A 09268,Official,,2009,Antarctica,L6,27.8 g,103,J23 NIPR-RBINS,
Asuka 09269,A 09269,Official,,2009,Antarctica,L6,7 g,103,J23 NIPR-RBINS,
Asuka 09270,A 09270,Official,,2009,Antarctica,L6,3.84 g,107,J26 NIPR-RBINS,
Asuka 09271,A 09271,Official,,2009,Antarctica,L3,2.16 g,107,J26 NIPR-RBINS,
Asuka 09272,A 09272,Official,,2009,Antarctica,LL3,27.6 g,103,J23 NIPR-RBINS,
Asuka 09273,A 09273,Official,,2009,Antarctica,H5,7.8 g,103,J23 NIPR-RBINS,
Asuka 09274,A 09274,Official,,2009,Antarctica,H5,6.7 g,103,J23 NIPR-RBINS,
Asuka 09275,A 09275,Official,,2009,Antarctica,H4,5.5 g,107,J26 NIPR-RBINS,
Asuka 09276,A 09276,Official,,2009,Antarctica,H4,5 g,107,J26 NIPR-RBINS,
Asuka 09277,A 09277,Official,,2009,Antarctica,H5,4.38 g,107,J26 NIPR-RBINS,
Asuka 09278,A 09278,Official,,2009,Antarctica,H4,5.4 g,107,J26 NIPR-RBINS,
Asuka 09279,A 09279,Official,,2009,Antarctica,H4,3.39 g,107,J26 NIPR-RBINS,
Asuka 09280,A 09280,Official,,2009,Antarctica,H4,4.39 g,107,J26 NIPR-RBINS,
Asuka 09281,A 09281,Official,,2009,Antarctica,H4,2.92 g,107,J26 NIPR-RBINS,
Asuka 09282,A 09282,Official,,2009,Antarctica,H4,3.4 g,107,J26 NIPR-RBINS,
Asuka 09283,A 09283,Official,,2009,Antarctica,H4,4.06 g,107,J26 NIPR-RBINS,
Asuka 09284,A 09284,Official,,2009,Antarctica,H4,3.09 g,107,J26 NIPR-RBINS,
Asuka 09285,A 09285,Official,,2009,Antarctica,H4,3.19 g,107,J26 NIPR-RBINS,
Asuka 09286,A 09286,Official,,2009,Antarctica,H4,2.5 g,107,J26 NIPR-RBINS,
Asuka 09287,A 09287,Official,,2009,Antarctica,H4,2.48 g,107,J26 NIPR-RBINS,
Asuka 09288,A 09288,Official,,2009,Antarctica,H4,3.45 g,107,J26 NIPR-RBINS,
Asuka 09289,A 09289,Official,,2009,Antarctica,H4,2.8 g,107,J26 NIPR-RBINS,
Asuka 09290,A 09290,Official,,2009,Antarctica,H4,2.09 g,107,J26 NIPR-RBINS,
Asuka 09291,A 09291,Official,,2009,Antarctica,H4,1.93 g,107,J26 NIPR-RBINS,
Asuka 09292,A 09292,Official,,2009,Antarctica,H5,2.5 g,107,J26 NIPR-RBINS,
Asuka 09293,A 09293,Official,,2009,Antarctica,H4,1.94 g,107,J26 NIPR-RBINS,
Asuka 09294,A 09294,Official,,2009,Antarctica,H4,1.89 g,107,J26 NIPR-RBINS,
Asuka 09295,A 09295,Official,,2009,Antarctica,H4,1.79 g,107,J26 NIPR-RBINS,
Asuka 09296,A 09296,Official,,2009,Antarctica,H4,1.37 g,107,J26 NIPR-RBINS,
Asuka 09297,A 09297,Official,,2009,Antarctica,H4,1.32 g,107,J26 NIPR-RBINS,
Asuka 09298,A 09298,Official,,2009,Antarctica,H4,1.67 g,107,J26 NIPR-RBINS,
Asuka 09299,A 09299,Official,,2009,Antarctica,H4,1.69 g,107,J26 NIPR-RBINS,
Asuka 09300,A 09300,Official,,2009,Antarctica,H4,1.51 g,107,J26 NIPR-RBINS,
Asuka 09301,A 09301,Official,,2009,Antarctica,H5,1.37 g,107,J26 NIPR-RBINS,
Asuka 09302,A 09302,Official,,2009,Antarctica,H5,1.73 g,107,J26 NIPR-RBINS,
Asuka 09303,A 09303,Official,,2009,Antarctica,H5,1.6 g,107,J26 NIPR-RBINS,
Asuka 09304,A 09304,Official,,2009,Antarctica,H4,1.63 g,107,J26 NIPR-RBINS,
Asuka 09305,A 09305,Official,,2009,Antarctica,H5,1.19 g,107,J26 NIPR-RBINS,
Asuka 09306,A 09306,Official,,2009,Antarctica,H5,0.75 g,107,J26 NIPR-RBINS,
Asuka 09307,A 09307,Official,,2009,Antarctica,H5,0.8 g,107,J26 NIPR-RBINS,
