Name,Abbrev,Status,Fall,Year,Place,Type,Mass,MetBull,Antarctic,"(Lat,Long)"
Asuka 882106,A-882106,Official,,1988,Antarctica,L6,290 g,,J15(1) NIPR,"(-72.000000, 26.000000)  "
Asuka 882107,A-882107,Official,,1988,Antarctica,L6,23.6 g,,J15(1) NIPR,"(-72.000000, 26.000000)  "
Asuka 882108,A-882108,Official,,1988,Antarctica,L4,532 g,,J15(1) NIPR,"(-72.000000, 26.000000)  "
Asuka 882109,A-882109,Official,,1988,Antarctica,L,171 g,,J15(1) NIPR,"(-72.000000, 26.000000)  "
Asuka 882110,A-882110,Official,,1988,Antarctica,H4,66.2 g,,J15(1) NIPR,"(-72.000000, 26.000000)  "
Asuka 882111,A-882111,Official,,1988,Antarctica,LL5,59.3 g,,J15(1) NIPR,"(-72.000000, 26.000000)  "
Asuka 882112 **,A-882112,Official,,1988,Antarctica,"Iron, IAB-sLL-an",4.52 g,110,J28 NIPR,
Asuka 882113,A-882113,Official,,1988,Antarctica,C4,54 g,, NIPR,"(-72.000000, 26.000000)  "
Asuka 882114,A-882114,Official,,1988,Antarctica,L6,856 g,,J15(1) NIPR,"(-72.000000, 26.000000)  "
Asuka 882115,A-882115,Official,,1988,Antarctica,H4,86.1 g,,J15(1) NIPR,"(-72.000000, 26.000000)  "
Asuka 882116,A-882116,Official,,1988,Antarctica,H4,163.8 g,,J15(1) NIPR,"(-72.000000, 26.000000)  "
Asuka 882117,A-882117,Provisional,,1988,Antarctica,Stone-uncl,5.6 g,, NIPR,"(-72.000000, 26.000000)  "
Asuka 882118,A-882118,Official,,1988,Antarctica,LL3,48.6 g,,J15(1) NIPR,"(-72.000000, 26.000000)  "
Asuka 882119,A-882119,Official,,1988,Antarctica,L4,220 g,,J15(1) NIPR,"(-72.000000, 26.000000)  "
Asuka 882120,A-882120,Official,,1988,Antarctica,H4,155.6 g,,J15(1) NIPR,"(-72.000000, 26.000000)  "
Asuka 882121,A-882121,Official,,1988,Antarctica,H6,3.69 kg,,J15(1) NIPR,"(-72.000000, 26.000000)  "
Asuka 882122,A-882122,Official,,1988,Antarctica,H4,215 g,,J15(1) NIPR,"(-72.000000, 26.000000)  "
Asuka 882123,A-882123,Official,,1988,Antarctica,H3,21.8 g,,J15(1) NIPR,"(-72.000000, 26.000000)  "
Asuka 882124,A-882124,Provisional,,1988,Antarctica,Stone-uncl,3.6 g,, NIPR,"(-72.000000, 26.000000)  "
Camel Donga 040 **,,Official,,1988,"Western Australia, Australia",CV3-an,55.1 g,87,,"(-30.316670, 126.616670)  "
Ceniceros **,,Official,Y,1988,"Durango, Mexico",L3.7,1025 g,68,,"(26.466670, -105.233330)  "
Chela **,,Official,Y,1988,"Shinyanga, Tanzania",H4,2.94 kg,68,,"(-3.666670, 32.500000)  "
Chisenga **,,Official,Y,1988,"Northern, Malawi","Iron, IIIAB",3.92 kg,72,,"(-10.059440, 33.395000)  "
Deakin 010 **,,Official,,1988,"Western Australia, Australia",Eucrite-mmict,438 g,101,,"(-30.573000, 128.563670)  "
Derrick Peak 88017 **,DRP 88017,Official,,1988,Antarctica,"Iron, IIAB",63 kg,71, NZ,"(-80.066670, 156.383330)  "
Derrick Peak 88018 **,DRP 88018,Official,,1988,Antarctica,"Iron, IIAB",4 kg,71, NZ,"(-80.066670, 156.383330)  "
Derrick Peak 88019 **,DRP 88019,Official,,1988,Antarctica,"Iron, IIAB",1700 g,71, NZ,"(-80.066670, 156.383330)  "
Derrick Peak 88020 **,DRP 88020,Official,,1988,Antarctica,"Iron, IIAB",416 g,71, NZ,"(-80.066670, 156.383330)  "
Derrick Peak 88021 **,DRP 88021,Official,,1988,Antarctica,"Iron, IIAB",662 g,71, NZ,"(-80.066670, 156.383330)  "
Derrick Peak 88022 **,DRP 88022,Official,,1988,Antarctica,"Iron, IIAB",110 g,71, NZ,"(-80.066670, 156.383330)  "
Derrick Peak 88023 **,DRP 88023,Official,,1988,Antarctica,"Iron, IIAB",76 g,71, NZ,"(-80.066670, 156.383330)  "
Derrick Peak 88024 **,DRP 88024,Official,,1988,Antarctica,"Iron, IIAB",292 g,71, NZ,"(-80.066670, 156.383330)  "
Derrick Peak 88025 **,DRP 88025,Official,,1988,Antarctica,"Iron, IIAB",1797 g,71, NZ,"(-80.066670, 156.383330)  "
Georgetown (iron) **,,Official,,1988,"Queensland, Australia","Iron, IAB-ung",5 kg,94,,
Ghéizel **,,Official,,1988,"Ajdabiya, Libya",H4,375 g,69,,"(29.659720, 20.086110)  "
Lake Machattie **,,Official,,1988,"Queensland, Australia",H5,2.6 kg,68,,"(-24.833330, 139.800000)  "
Lea County 001 **,,Official,,1988,"New Mexico, USA",H5,498 g,67,,"(32.033330, -103.150000)  "
Lea County 002 **,,Official,,1988,"New Mexico, USA",K3,11 g,67,,"(32.033330, -103.166670)  "
Lewis Cliff 88001 **,LEW 88001,Official,,1988,Antarctica,CM2,44.9 g,76,13(2) ANSMET,"(-84.275470, 161.449850)  "
Lewis Cliff 88002 **,LEW 88002,Official,,1988,Antarctica,CM2,7.2 g,76,13(2) ANSMET,"(-84.280400, 161.368490)  "
Lewis Cliff 88003 **,LEW 88003,Official,,1988,Antarctica,CM2,1.7 g,76,13(2) ANSMET,"(-84.274670, 161.377840)  "
Lewis Cliff 88004,LEW 88004,Pseudo,,1988,Antarctica,Terrestrial rock,,, ANSMET,
Lewis Cliff 88005 **,LEW 88005,Official,,1988,Antarctica,Eucrite-pmict,254 g,76,12(3) ANSMET,"(-84.249470, 161.387770)  "
Lewis Cliff 88006 **,LEW 88006,Official,,1988,Antarctica,Ureilite,27 g,76,13(2) ANSMET,"(-84.281600, 161.341440)  "
Lewis Cliff 88007 **,LEW 88007,Official,,1988,Antarctica,Eucrite-pmict,8.4 g,76,13(2) ANSMET,"(-84.275910, 161.410720)  "
Lewis Cliff 88008 **,LEW 88008,Official,,1988,Antarctica,Diogenite,17.9 g,76,13(2) ANSMET,"(-84.238540, 161.486360)  "
Lewis Cliff 88009 **,LEW 88009,Official,,1988,Antarctica,Eucrite-unbr,11.7 g,76,13(2) ANSMET,"(-84.273780, 161.375500)  "
Lewis Cliff 88010 **,LEW 88010,Official,,1988,Antarctica,Eucrite-unbr,7.1 g,76,13(2) ANSMET,"(-84.235790, 161.474130)  "
Lewis Cliff 88011 **,LEW 88011,Official,,1988,Antarctica,Diogenite,2 g,76,13(2) ANSMET,"(-84.280420, 161.387630)  "
Lewis Cliff 88012 **,LEW 88012,Official,,1988,Antarctica,Ureilite,3.8 g,76,13(2) ANSMET,"(-84.247700, 161.425240)  "
Lewis Cliff 88013,LEW 88013,Official,,1988,Antarctica,H5,219 g,76,12(3) ANSMET,"(-84.276040, 161.341510)  "
Lewis Cliff 88014,LEW 88014,Official,,1988,Antarctica,H5,467 g,76,12(3) ANSMET,"(-84.277440, 161.640440)  "
Lewis Cliff 88015,LEW 88015,Official,,1988,Antarctica,L6,528 g,76,12(3) ANSMET,"(-84.448100, 160.949000)  "
Lewis Cliff 88016,LEW 88016,Official,,1988,Antarctica,L6¶,308 g,76,13(2) ANSMET,"(-84.250980, 161.403320)  "
Lewis Cliff 88017,LEW 88017,Official,,1988,Antarctica,L6¶,264 g,76,13(2) ANSMET,"(-84.243970, 161.424970)  "
Lewis Cliff 88018,LEW 88018,Official,,1988,Antarctica,L6¶,215 g,76,13(2) ANSMET,"(-84.287930, 161.322570)  "
Lewis Cliff 88019,LEW 88019,Official,,1988,Antarctica,H4,238 g,76,13(2) ANSMET,"(-84.232240, 161.578170)  "
Lewis Cliff 88020,LEW 88020,Official,,1988,Antarctica,H4,107.3 g,76,13(2) ANSMET,"(-84.232020, 161.576460)  "
Lewis Cliff 88021 **,LEW 88021,Official,,1988,Antarctica,H4,731 g,83,14(2) ANSMET,"(-84.266790, 161.336740)  "
Lewis Cliff 88022,LEW 88022,Official,,1988,Antarctica,H5,1274 g,76,14(2) ANSMET,"(-84.249740, 161.383590)  "
Lewis Cliff 88023 **,LEW 88023,Official,,1988,Antarctica,"Iron, ungrouped",8 g,76,12(3) ANSMET,
Lewis Cliff 88024,LEW 88024,Official,,1988,Antarctica,H5,23.1 g,76,13(2) ANSMET,"(-84.251640, 161.398970)  "
Lewis Cliff 88025,LEW 88025,Official,,1988,Antarctica,H5,31.4 g,76,13(2) ANSMET,"(-84.246890, 161.529390)  "
Lewis Cliff 88026,LEW 88026,Official,,1988,Antarctica,H5,9 g,76,13(2) ANSMET,"(-84.250770, 161.401990)  "
Lewis Cliff 88027,LEW 88027,Official,,1988,Antarctica,H5,10.9 g,76,13(2) ANSMET,"(-84.246710, 161.461140)  "
Lewis Cliff 88028,LEW 88028,Official,,1988,Antarctica,H6,6.7 g,76,13(3) ANSMET,"(-84.251320, 161.401330)  "
Lewis Cliff 88029,LEW 88029,Official,,1988,Antarctica,H5,10.6 g,76,13(2) ANSMET,"(-84.236720, 161.527600)  "
Lewis Cliff 88030,LEW 88030,Official,,1988,Antarctica,H5,35.2 g,76,13(3) ANSMET,"(-84.243490, 161.416740)  "
Lewis Cliff 88031,LEW 88031,Official,,1988,Antarctica,L6¶,6.1 g,76,13(2) ANSMET,"(-84.243700, 161.418930)  "
Lewis Cliff 88032,LEW 88032,Official,,1988,Antarctica,L5,11.2 g,76,13(3) ANSMET,"(-84.246920, 161.459520)  "
Lewis Cliff 88033 **,LEW 88033,Official,,1988,Antarctica,L3.3,1.9 g,76,13(3) ANSMET,"(-84.246130, 161.463800)  "
Lewis Cliff 88034,LEW 88034,Official,,1988,Antarctica,H5,7.3 g,76,13(3) ANSMET,"(-84.251520, 161.393530)  "
Lewis Cliff 88035,LEW 88035,Official,,1988,Antarctica,H5,6.1 g,76,13(3) ANSMET,"(-84.250820, 161.403180)  "
Lewis Cliff 88036,LEW 88036,Official,,1988,Antarctica,H5,4.1 g,76,13(3) ANSMET,"(-84.251550, 161.397490)  "
Lewis Cliff 88037,LEW 88037,Official,,1988,Antarctica,H5,3.8 g,76,13(3) ANSMET,"(-84.245380, 161.469890)  "
Lewis Cliff 88038,LEW 88038,Official,,1988,Antarctica,L6¶,4.2 g,76,13(2) ANSMET,"(-84.245540, 161.500520)  "
Lewis Cliff 88039,LEW 88039,Official,,1988,Antarctica,L6¶,14.9 g,76,13(2) ANSMET,"(-84.243850, 161.424250)  "
Lewis Cliff 88040,LEW 88040,Official,,1988,Antarctica,H5,10.6 g,76,13(3) ANSMET,"(-84.250980, 161.404650)  "
Lewis Cliff 88041,LEW 88041,Official,,1988,Antarctica,L6,9.2 g,76,13(3) ANSMET,"(-84.246260, 161.467640)  "
Lewis Cliff 88042,LEW 88042,Official,,1988,Antarctica,H6¶,7 g,76,13(2) ANSMET,"(-84.245330, 161.424080)  "
Lewis Cliff 88043,LEW 88043,Official,,1988,Antarctica,L6¶,8.3 g,76,13(2) ANSMET,"(-84.243340, 161.425800)  "
Lewis Cliff 88044,LEW 88044,Official,,1988,Antarctica,L5,7.9 g,76,13(3) ANSMET,"(-84.247120, 161.454280)  "
Lewis Cliff 88045,LEW 88045,Official,,1988,Antarctica,H6¶,3.6 g,76,13(2) ANSMET,"(-84.245680, 161.444700)  "
Lewis Cliff 88046,LEW 88046,Official,,1988,Antarctica,H5,5.5 g,76,13(3) ANSMET,"(-84.245530, 161.433850)  "
Lewis Cliff 88047,LEW 88047,Official,,1988,Antarctica,H5,6.8 g,76,13(3) ANSMET,"(-84.247930, 161.478280)  "
Lewis Cliff 88048,LEW 88048,Official,,1988,Antarctica,H6¶,3.9 g,76,13(2) ANSMET,"(-84.246220, 161.474990)  "
Lewis Cliff 88049,LEW 88049,Official,,1988,Antarctica,L6¶,1.9 g,76,13(2) ANSMET,"(-84.243200, 161.424010)  "
Lewis Cliff 88050,LEW 88050,Official,,1988,Antarctica,H6¶,6.2 g,76,13(2) ANSMET,"(-84.250920, 161.403930)  "
Lewis Cliff 88051,LEW 88051,Official,,1988,Antarctica,H5,7.2 g,76,13(3) ANSMET,"(-84.251740, 161.403530)  "
Lewis Cliff 88052,LEW 88052,Official,,1988,Antarctica,H5,0.5 g,76,13(3) ANSMET,"(-84.245070, 161.448970)  "
Lewis Cliff 88053,LEW 88053,Official,,1988,Antarctica,H5,6.3 g,76,13(3) ANSMET,"(-84.250850, 161.394770)  "
Lewis Cliff 88054,LEW 88054,Official,,1988,Antarctica,H5,6.1 g,76,13(3) ANSMET,"(-84.251730, 161.395640)  "
Lewis Cliff 88055 **,LEW 88055,Official,,1988,Antarctica,"Iron, ungrouped",1.7 g,76,13(3) ANSMET,"(-84.245880, 161.444410)  "
Lewis Cliff 88056,LEW 88056,Official,,1988,Antarctica,L6¶,3 g,76,13(2) ANSMET,"(-84.251520, 161.398550)  "
Lewis Cliff 88057,LEW 88057,Official,,1988,Antarctica,H5,8.4 g,76,13(3) ANSMET,"(-84.246340, 161.452730)  "
Lewis Cliff 88058,LEW 88058,Official,,1988,Antarctica,L6¶,66.7 g,76,13(2) ANSMET,"(-84.245090, 161.491370)  "
Lewis Cliff 88059,LEW 88059,Official,,1988,Antarctica,L6,10.8 g,76,13(3) ANSMET,"(-84.251680, 161.401490)  "
Lewis Cliff 88060,LEW 88060,Official,,1988,Antarctica,L6¶,24.6 g,76,13(2) ANSMET,"(-84.242920, 161.426430)  "
Lewis Cliff 88061,LEW 88061,Official,,1988,Antarctica,L6¶,2.3 g,76,13(2) ANSMET,"(-84.245780, 161.439600)  "
Lewis Cliff 88062,LEW 88062,Official,,1988,Antarctica,H5,8.9 g,76,13(3) ANSMET,"(-84.247190, 161.479060)  "
Lewis Cliff 88063,LEW 88063,Official,,1988,Antarctica,L6¶,22.8 g,76,13(2) ANSMET,"(-84.245360, 161.450550)  "
Lewis Cliff 88064,LEW 88064,Official,,1988,Antarctica,H5,28.9 g,76,13(3) ANSMET,"(-84.245270, 161.406060)  "
Lewis Cliff 88065,LEW 88065,Official,,1988,Antarctica,H5,9.1 g,76,13(3) ANSMET,"(-84.244730, 161.415120)  "
Lewis Cliff 88066,LEW 88066,Official,,1988,Antarctica,L6¶,7.5 g,76,13(2) ANSMET,"(-84.244030, 161.432030)  "
Lewis Cliff 88067,LEW 88067,Official,,1988,Antarctica,L6¶,11.5 g,76,13(2) ANSMET,"(-84.252650, 161.415430)  "
Lewis Cliff 88068,LEW 88068,Official,,1988,Antarctica,L4,8 g,76,13(3) ANSMET,"(-84.244990, 161.418250)  "
Lewis Cliff 88069,LEW 88069,Official,,1988,Antarctica,L6¶,3.5 g,76,13(2) ANSMET,"(-84.244980, 161.407530)  "
Lewis Cliff 88070,LEW 88070,Official,,1988,Antarctica,H6¶,5.5 g,76,13(3) ANSMET,"(-84.245390, 161.451500)  "
Lewis Cliff 88071,LEW 88071,Official,,1988,Antarctica,H6¶,8.3 g,76,13(3) ANSMET,"(-84.252700, 161.413260)  "
Lewis Cliff 88072,LEW 88072,Official,,1988,Antarctica,H6¶,32.6 g,76,13(3) ANSMET,"(-84.252700, 161.419480)  "
Lewis Cliff 88073,LEW 88073,Official,,1988,Antarctica,L6¶,3.2 g,76,13(3) ANSMET,"(-84.244890, 161.414210)  "
Lewis Cliff 88074,LEW 88074,Official,,1988,Antarctica,H6¶,2.2 g,76,13(3) ANSMET,"(-84.253060, 161.390090)  "
Lewis Cliff 88075,LEW 88075,Official,,1988,Antarctica,L6¶,6.9 g,76,13(3) ANSMET,"(-84.245410, 161.447520)  "
Lewis Cliff 88076,LEW 88076,Official,,1988,Antarctica,H6¶,4.2 g,76,13(3) ANSMET,"(-84.244900, 161.423590)  "
Lewis Cliff 88077,LEW 88077,Official,,1988,Antarctica,H6,20.6 g,76,13(3) ANSMET,"(-84.244960, 161.406610)  "
Lewis Cliff 88078,LEW 88078,Official,,1988,Antarctica,L5,9.7 g,76,13(3) ANSMET,"(-84.245460, 161.420120)  "
Lewis Cliff 88079,LEW 88079,Official,,1988,Antarctica,H5,7 g,76,13(3) ANSMET,"(-84.244110, 161.421070)  "
Lewis Cliff 88080,LEW 88080,Official,,1988,Antarctica,H5,11 g,76,13(3) ANSMET,"(-84.252740, 161.388930)  "
Lewis Cliff 88081,LEW 88081,Official,,1988,Antarctica,H5,11.5 g,76,13(3) ANSMET,"(-84.252140, 161.397760)  "
Lewis Cliff 88082,LEW 88082,Official,,1988,Antarctica,L6¶,27.2 g,76,13(3) ANSMET,"(-84.252860, 161.394160)  "
Lewis Cliff 88083,LEW 88083,Official,,1988,Antarctica,H6¶,7.9 g,76,13(3) ANSMET,"(-84.245130, 161.405000)  "
Lewis Cliff 88084,LEW 88084,Official,,1988,Antarctica,H6¶,36.2 g,76,13(3) ANSMET,"(-84.252850, 161.404810)  "
Lewis Cliff 88085,LEW 88085,Official,,1988,Antarctica,H5,7.3 g,76,13(3) ANSMET,"(-84.245130, 161.417360)  "
Lewis Cliff 88086,LEW 88086,Official,,1988,Antarctica,H6,4.4 g,76,13(3) ANSMET,"(-84.244730, 161.429590)  "
Lewis Cliff 88087,LEW 88087,Official,,1988,Antarctica,L6¶,14.3 g,76,13(3) ANSMET,"(-84.252450, 161.402470)  "
Lewis Cliff 88088,LEW 88088,Official,,1988,Antarctica,H5,25.5 g,76,13(3) ANSMET,"(-84.244900, 161.412440)  "
Lewis Cliff 88089,LEW 88089,Official,,1988,Antarctica,L5,7.7 g,76,13(3) ANSMET,"(-84.252220, 161.409510)  "
Lewis Cliff 88090,LEW 88090,Official,,1988,Antarctica,H6¶,7.8 g,76,13(3) ANSMET,"(-84.252340, 161.417250)  "
Lewis Cliff 88091,LEW 88091,Official,,1988,Antarctica,H5,3.5 g,76,13(3) ANSMET,"(-84.252670, 161.389540)  "
Lewis Cliff 88092,LEW 88092,Official,,1988,Antarctica,H5,11.9 g,76,13(3) ANSMET,"(-84.252160, 161.383670)  "
Lewis Cliff 88093,LEW 88093,Official,,1988,Antarctica,H5,3.8 g,76,13(3) ANSMET,"(-84.252080, 161.405620)  "
Lewis Cliff 88094,LEW 88094,Official,,1988,Antarctica,H6¶,12.3 g,76,13(3) ANSMET,"(-84.252640, 161.395600)  "
Lewis Cliff 88095,LEW 88095,Official,,1988,Antarctica,H6¶,11.9 g,76,13(3) ANSMET,"(-84.252840, 161.384650)  "
Lewis Cliff 88096,LEW 88096,Official,,1988,Antarctica,H5,5.2 g,76,13(3) ANSMET,"(-84.252630, 161.406540)  "
Lewis Cliff 88097,LEW 88097,Official,,1988,Antarctica,H5,9.1 g,76,13(3) ANSMET,"(-84.252560, 161.405720)  "
Lewis Cliff 88098,LEW 88098,Official,,1988,Antarctica,L6¶,12.3 g,76,13(3) ANSMET,"(-84.252340, 161.397050)  "
Lewis Cliff 88099,LEW 88099,Official,,1988,Antarctica,H5,7 g,76,13(3) ANSMET,"(-84.251920, 161.400800)  "
Lewis Cliff 88100,LEW 88100,Official,,1988,Antarctica,H6,21.6 g,76,13(3) ANSMET,"(-84.251120, 161.406290)  "
Lewis Cliff 88101,LEW 88101,Pseudo,,1988,Antarctica,Terrestrial rock,,, ANSMET,
Lewis Cliff 88102,LEW 88102,Official,,1988,Antarctica,H6¶,10.9 g,76,13(3) ANSMET,"(-84.252590, 161.369450)  "
Lewis Cliff 88103,LEW 88103,Official,,1988,Antarctica,L6¶,3.8 g,76,13(3) ANSMET,"(-84.235220, 161.479540)  "
Lewis Cliff 88104,LEW 88104,Official,,1988,Antarctica,H6¶,11.9 g,76,13(3) ANSMET,"(-84.246750, 161.422070)  "
Lewis Cliff 88105,LEW 88105,Official,,1988,Antarctica,H5,9.5 g,76,13(3) ANSMET,"(-84.252830, 161.377540)  "
Lewis Cliff 88106,LEW 88106,Official,,1988,Antarctica,H6¶,19.6 g,76,16(1) ANSMET,"(-84.255330, 161.401580)  "
Lewis Cliff 88107,LEW 88107,Official,,1988,Antarctica,H5,9 g,76,13(3) ANSMET,"(-84.255360, 161.402180)  "
Lewis Cliff 88108,LEW 88108,Official,,1988,Antarctica,L5,12.6 g,76,13(3) ANSMET,"(-84.276980, 161.353000)  "
Lewis Cliff 88109,LEW 88109,Official,,1988,Antarctica,L5,19.8 g,76,13(3) ANSMET,"(-84.252480, 161.380690)  "
Lewis Cliff 88110,LEW 88110,Official,,1988,Antarctica,H6¶,33.7 g,76,13(3) ANSMET,"(-84.251640, 161.378290)  "
Lewis Cliff 88111,LEW 88111,Official,,1988,Antarctica,H5,25.2 g,76,13(3) ANSMET,"(-84.274450, 161.408480)  "
Lewis Cliff 88112,LEW 88112,Official,,1988,Antarctica,L4,9.9 g,76,13(3) ANSMET,"(-84.252430, 161.371080)  "
Lewis Cliff 88113,LEW 88113,Official,,1988,Antarctica,L6¶,7.4 g,76,13(3) ANSMET,"(-84.274480, 161.402460)  "
Lewis Cliff 88114,LEW 88114,Official,,1988,Antarctica,H5,9.3 g,76,13(3) ANSMET,"(-84.253300, 161.407590)  "
Lewis Cliff 88115,LEW 88115,Official,,1988,Antarctica,H5,17 g,76,13(3) ANSMET,"(-84.253320, 161.394630)  "
Lewis Cliff 88116,LEW 88116,Official,,1988,Antarctica,H5,73.1 g,76,13(3) ANSMET,"(-84.251510, 161.367800)  "
Lewis Cliff 88117,LEW 88117,Official,,1988,Antarctica,H5,7.1 g,76,13(3) ANSMET,"(-84.253250, 161.394310)  "
Lewis Cliff 88118,LEW 88118,Official,,1988,Antarctica,L6¶,11.1 g,76,13(3) ANSMET,"(-84.251830, 161.375090)  "
Lewis Cliff 88119,LEW 88119,Official,,1988,Antarctica,H6¶,39.4 g,76,13(3) ANSMET,"(-84.252440, 161.357210)  "
Lewis Cliff 88120,LEW 88120,Official,,1988,Antarctica,H5,32.1 g,76,13(3) ANSMET,"(-84.251670, 161.366640)  "
Lewis Cliff 88121 **,LEW 88121,Official,,1988,Antarctica,H3.4,15.6 g,76,13(3) ANSMET,"(-84.252840, 161.373400)  "
Lewis Cliff 88122,LEW 88122,Official,,1988,Antarctica,H5,8.3 g,76,13(3) ANSMET,"(-84.275780, 161.410660)  "
Lewis Cliff 88123,LEW 88123,Official,,1988,Antarctica,L6¶,3.8 g,76,13(3) ANSMET,"(-84.252560, 161.365770)  "
Lewis Cliff 88124,LEW 88124,Official,,1988,Antarctica,LL6¶,4.3 g,76,13(3) ANSMET,"(-84.254530, 161.382730)  "
Lewis Cliff 88125,LEW 88125,Official,,1988,Antarctica,L6¶,23.4 g,76,13(3) ANSMET,"(-84.252800, 161.374710)  "
Lewis Cliff 88126,LEW 88126,Official,,1988,Antarctica,H5,3.8 g,76,13(3) ANSMET,"(-84.274730, 161.408130)  "
Lewis Cliff 88127,LEW 88127,Official,,1988,Antarctica,H5,8.8 g,76,13(3) ANSMET,"(-84.253030, 161.403100)  "
Lewis Cliff 88128,LEW 88128,Official,,1988,Antarctica,H6¶,3.4 g,76,13(3) ANSMET,"(-84.267790, 161.408280)  "
Lewis Cliff 88129,LEW 88129,Official,,1988,Antarctica,H6¶,17.9 g,76,13(3) ANSMET,"(-84.234270, 161.605030)  "
Lewis Cliff 88130,LEW 88130,Official,,1988,Antarctica,H5,4.9 g,76,15(1) ANSMET,"(-84.250480, 161.442100)  "
Lewis Cliff 88131,LEW 88131,Official,,1988,Antarctica,H6¶,4.5 g,76,13(3) ANSMET,"(-84.277190, 161.384040)  "
Lewis Cliff 88132,LEW 88132,Official,,1988,Antarctica,H5,7.1 g,76,15(1) ANSMET,
Lewis Cliff 88133,LEW 88133,Official,,1988,Antarctica,L5,3.5 g,76,15(1) ANSMET,"(-84.241900, 161.438900)  "
Lewis Cliff 88134,LEW 88134,Official,,1988,Antarctica,L6¶,5.7 g,76,13(3) ANSMET,"(-84.245260, 161.389720)  "
Lewis Cliff 88135 **,LEW 88135,Official,,1988,Antarctica,EL6,16 g,76,14(2) ANSMET,"(-84.264920, 161.362810)  "
Lewis Cliff 88136,LEW 88136,Official,,1988,Antarctica,H6¶,34.6 g,76,13(3) ANSMET,"(-84.246510, 161.395620)  "
Lewis Cliff 88137,LEW 88137,Official,,1988,Antarctica,H4,26.1 g,76,13(3) ANSMET,"(-84.245550, 161.402030)  "
Lewis Cliff 88138,LEW 88138,Official,,1988,Antarctica,H5,6.2 g,76,15(1) ANSMET,"(-84.245510, 161.411240)  "
Lewis Cliff 88139,LEW 88139,Official,,1988,Antarctica,L6¶,5.1 g,76,13(3) ANSMET,"(-84.274510, 161.407070)  "
Lewis Cliff 88140,LEW 88140,Official,,1988,Antarctica,H5,10.4 g,76,14(2) ANSMET,"(-84.245870, 161.399830)  "
Lewis Cliff 88141,LEW 88141,Official,,1988,Antarctica,H6,4.9 g,76,15(1) ANSMET,"(-84.245480, 161.417580)  "
Lewis Cliff 88142,LEW 88142,Official,,1988,Antarctica,H6,6.6 g,76,15(1) ANSMET,"(-84.245500, 161.405450)  "
Lewis Cliff 88143,LEW 88143,Official,,1988,Antarctica,H5,53.4 g,76,13(3) ANSMET,"(-84.245540, 161.415820)  "
Lewis Cliff 88144,LEW 88144,Official,,1988,Antarctica,H6,18.8 g,76,14(2) ANSMET,"(-84.246610, 161.385840)  "
Lewis Cliff 88145,LEW 88145,Official,,1988,Antarctica,H5,3.4 g,76,15(2) ANSMET,"(-84.245670, 161.428290)  "
Lewis Cliff 88146 **,LEW 88146,Official,,1988,Antarctica,L3.6,5 g,76,13(3) ANSMET,"(-84.245390, 161.412120)  "
Lewis Cliff 88147,LEW 88147,Official,,1988,Antarctica,H5,19.7 g,76,14(2) ANSMET,"(-84.246460, 161.397730)  "
Lewis Cliff 88148,LEW 88148,Official,,1988,Antarctica,H5,4.4 g,76,15(2) ANSMET,"(-84.245450, 161.410870)  "
Lewis Cliff 88149,LEW 88149,Official,,1988,Antarctica,H5,1.5 g,76,15(2) ANSMET,"(-84.275430, 161.409620)  "
Lewis Cliff 88150,LEW 88150,Official,,1988,Antarctica,H5,3.7 g,76,14(2) ANSMET,"(-84.274810, 161.408990)  "
Lewis Cliff 88151,LEW 88151,Official,,1988,Antarctica,H5,5.9 g,76,15(2) ANSMET,"(-84.246080, 161.401950)  "
Lewis Cliff 88152,LEW 88152,Official,,1988,Antarctica,H6,2.9 g,76,14(2) ANSMET,"(-84.275420, 161.411660)  "
Lewis Cliff 88153,LEW 88153,Official,,1988,Antarctica,H5,1 g,76,15(2) ANSMET,"(-84.274960, 161.409150)  "
Lewis Cliff 88154,LEW 88154,Official,,1988,Antarctica,H6,1.5 g,76,15(2) ANSMET,"(-84.275750, 161.411140)  "
Lewis Cliff 88155,LEW 88155,Official,,1988,Antarctica,H5,19.7 g,76,14(2) ANSMET,"(-84.242730, 161.423970)  "
Lewis Cliff 88156,LEW 88156,Official,,1988,Antarctica,H4,32 g,76,13(3) ANSMET,"(-84.249070, 161.383930)  "
Lewis Cliff 88157,LEW 88157,Official,,1988,Antarctica,H5,22.1 g,76,13(3) ANSMET,"(-84.251840, 161.390130)  "
Lewis Cliff 88158,LEW 88158,Official,,1988,Antarctica,H5,35.1 g,76,13(3) ANSMET,"(-84.247860, 161.376800)  "
Lewis Cliff 88159,LEW 88159,Official,,1988,Antarctica,H5,32.8 g,76,13(3) ANSMET,"(-84.262710, 161.349840)  "
Lewis Cliff 88160,LEW 88160,Official,,1988,Antarctica,H5,21.1 g,76,13(3) ANSMET,"(-84.250870, 161.417030)  "
Lewis Cliff 88161,LEW 88161,Official,,1988,Antarctica,H4,22 g,76,13(3) ANSMET,"(-84.250690, 161.400780)  "
Lewis Cliff 88162,LEW 88162,Official,,1988,Antarctica,H5,29.1 g,76,13(3) ANSMET,"(-84.237500, 161.434520)  "
Lewis Cliff 88163,LEW 88163,Official,,1988,Antarctica,H4,79.1 g,76,13(3) ANSMET,"(-84.247350, 161.379440)  "
