Name,Abbrev,Status,Fall,Year,Place,Type,Mass,MetBull,Antarctic,"(Lat,Long)"
Acfer 023,,Official,,1989,"Tamanghasset, Algeria",H3.8,118 g,71,,"(27.516670, 3.916670)  "
Acfer 024,,Official,,1989,"Tamanghasset, Algeria",H5,1464 g,72,,"(27.550000, 3.933330)  "
Acfer 025,,Official,,1989,"Tamanghasset, Algeria",H5,920 g,73,,"(27.583330, 3.966670)  "
Acfer 026,,Official,,1989,"Tamanghasset, Algeria",H5/6,88 g,73,,"(27.616670, 4.050000)  "
Acfer 027,,Official,,1989,"Tamanghasset, Algeria",H5,206 g,73,,"(27.666670, 4.200000)  "
Acfer 028,,Official,,1989,"Tamanghasset, Algeria",H3.8,3.13 kg,72,,"(27.666670, 4.250000)  "
Acfer 029,,Official,,1989,"Tamanghasset, Algeria",H4,98 g,72,,"(27.683330, 4.333330)  "
Acfer 030,,Official,,1989,"Tamanghasset, Algeria",LL6,123 g,71,,"(27.683330, 4.416670)  "
Acfer 031,,Official,,1989,"Tamanghasset, Algeria",H5,2.02 kg,72,,"(27.666670, 4.350000)  "
Acfer 032,,Official,,1989,"Tamanghasset, Algeria",L6,495 g,71,,"(27.650000, 4.466670)  "
Acfer 033,,Official,,1989,"Tamanghasset, Algeria",L6,93 g,73,,"(27.650000, 4.433330)  "
Acfer 034,,Official,,1989,"Tamanghasset, Algeria",L6,184 g,73,,"(27.633330, 4.350000)  "
Acfer 035,,Official,,1989,"Tamanghasset, Algeria",H6,36 g,71,,"(27.600000, 4.300000)  "
Acfer 036,,Official,,1989,"Tamanghasset, Algeria",L5/6,112 g,74,,"(27.583330, 4.250000)  "
Acfer 037,,Official,,1989,"Tamanghasset, Algeria",LL4-6,385 g,71,,"(27.550000, 4.133330)  "
Acfer 038,,Official,,1989,"Tamanghasset, Algeria",H5,962 g,72,,"(27.533330, 4.000000)  "
Acfer 039,,Official,,1989,"Tamanghasset, Algeria",L3.8,225 g,72,,"(27.533330, 3.916670)  "
Acfer 040,,Official,,1989,"Tamanghasset, Algeria",L5-6,146 g,71,,"(27.466670, 3.783330)  "
Acfer 041,,Official,,1989,"Tamanghasset, Algeria",L/LL6,134 g,73,,"(27.433330, 3.716670)  "
Acfer 042,,Official,,1989,"Tamanghasset, Algeria",H5,246 g,73,,"(27.466670, 3.833330)  "
Acfer 043 **,,Official,,1989,"Tamanghasset, Algeria",H4,120 g,77,,"(27.516670, 3.916670)  "
Acfer 044,,Official,,1989,"Tamanghasset, Algeria",L6,195 g,73,,"(27.550000, 4.000000)  "
Acfer 045 **,,Official,,1989,"Tamanghasset, Algeria",LL5,294 g,106,,"(27.750000, 4.700000)  "
Acfer 046,,Official,,1989,"Tamanghasset, Algeria",H5,1066 g,73,,"(27.783330, 4.700000)  "
Acfer 047,,Official,,1989,"Tamanghasset, Algeria",L4,1440 g,71,,"(27.833330, 4.700000)  "
Acfer 048,,Official,,1989,"Tamanghasset, Algeria",H4-5,115 g,73,,"(27.550000, 4.083330)  "
Acfer 049 **,,Official,,1989,"Tamanghasset, Algeria",H5,82.9 g,83,,"(27.416670, 3.716670)  "
Acfer 050,,Official,,1989,"Tamanghasset, Algeria",H6,1394 g,71,,"(27.650000, 4.500000)  "
Acfer 051,,Official,,1989,"Tamanghasset, Algeria",L5,905 g,71,,"(27.616670, 4.416670)  "
Acfer 052,,Official,,1989,"Tamanghasset, Algeria",L5,58 g,71,,"(27.750000, 4.150000)  "
Acfer 053,,Official,,1989,"Tamanghasset, Algeria",H6,1937 g,71,,"(27.733330, 4.050000)  "
Acfer 054,,Official,,1989,"Tamanghasset, Algeria",H5,2.05 kg,71,,"(27.700000, 3.933330)  "
Acfer 055,,Official,,1989,"Tamanghasset, Algeria",H5,1338 g,71,,"(27.500000, 3.983330)  "
Acfer 056,,Official,,1989,"Tamanghasset, Algeria",L4,129 g,87,,"(27.466670, 3.883330)  "
Acfer 057,,Undocumented,,1989,"Tamanghasset, Algeria",LL?,120 g,,,"(27.416667, 3.816667)  "
Acfer 058,,Official,,1989,"Tamanghasset, Algeria",LL5-6,277 g,71,,"(27.383330, 3.716670)  "
Acfer 059,,Official,,1989,"Tamanghasset, Algeria",CR2,281 g,71,,"(27.516670, 4.066670)  "
Acfer 060,,Official,,1989,"Tamanghasset, Algeria",H4,226 g,74,,"(27.566670, 4.166670)  "
Acfer 061,,Official,,1989,"Tamanghasset, Algeria",H4-5,105 g,73,,"(27.600000, 4.250000)  "
Acfer 062,,Official,,1989,"Tamanghasset, Algeria",H5,283 g,73,,"(27.600000, 4.416670)  "
Acfer 063,,Official,,1989,"Tamanghasset, Algeria",Mesosiderite,716 g,71,,"(27.616670, 4.566670)  "
Acfer 064,,Official,,1989,"Tamanghasset, Algeria",L5,854 g,71,,"(27.616670, 4.566670)  "
Acfer 065,,Official,,1989,"Tamanghasset, Algeria",H4-5,1539 g,74,,"(27.500000, 4.283330)  "
Acfer 325,,Official,,1989,"Tamanghasset, Algeria",LL6,32 g,88,,"(27.500000, 3.616670)  "
Acfer 326,,Official,,1989,"Tamanghasset, Algeria",L6,139 g,88,,"(27.500000, 3.616670)  "
Bawku **,,Official,Y,1989,"Upper East, Ghana",LL5,1557 g,75,,"(11.083330, -0.183330)  "
Blaubeuren **,,Official,,1989,"Baden-Wurttemberg, Germany",H4-5,30.67 kg,109,,"(48.401780, 9.767030)  "
Camel Donga 002,,Official,,1989,"Western Australia, Australia",L6,280 g,72,,"(-30.083330, 126.616670)  "
Cook 001,,Official,,1989,"South Australia, Australia",H5,105 kg,72,,"(-30.333330, 130.533330)  "
Cook 002,,Official,,1989,"South Australia, Australia",L4,61 g,72,,"(-30.250000, 130.666670)  "
Cook 007,,Official,,1989,"South Australia, Australia",H4,100 kg,77,,"(-30.616670, 130.416670)  "
Deakin 005,,Official,,1989,"Western Australia, Australia",H5,77 g,72,,"(-30.533330, 128.566670)  "
Deakin 006,,Official,,1989,"Western Australia, Australia",H4/5,274 g,72,,"(-30.583330, 128.666670)  "
Deakin 007,,Official,,1989,"Western Australia, Australia",H6,1060 g,72,,"(-30.166670, 128.666670)  "
Deakin 008 **,,Official,,1989,"South Australia, Australia",H5,61.4 g,73,,"(-30.666670, 129.016670)  "
El Djouf 001,,Official,,1989,"Adrar, Algeria",CR2,1250 g,71,,"(23.433330, -1.416670)  "
El Djouf 002,,Official,,1989,"Adrar, Algeria",H5,1389 g,71,,"(23.450000, -1.866670)  "
El Djouf 003,,Official,,1989,"Adrar, Algeria",L6,2.03 kg,71,,"(23.500000, -1.850000)  "
El Djouf 004,,Official,,1989,"Adrar, Algeria",H6,360 g,71,,"(23.550000, -1.816670)  "
El Djouf 006,,Official,,1989,"Adrar, Algeria",L6,1072 g,71,,"(23.666670, -1.583330)  "
El Djouf 007,,Official,,1989,"Adrar, Algeria",H5,4.5 kg,71,,"(23.666670, -1.816670)  "
El Idrissia **,,Official,Y,1989,"Djelfa, Algeria",L6,10 kg,86,,"(34.416670, 3.250000)  "
Hughes 008 **,,Official,,1989,"South Australia, Australia",L5,44 g,75,,"(-30.400000, 129.016670)  "
Ilafegh 001,,Official,,1989,"Adrar, Algeria",H4,713 g,71,,"(21.516670, 1.583330)  "
Ilafegh 002,,Official,,1989,"Adrar, Algeria",Mesosiderite,4.12 kg,71,,"(21.516670, 1.300000)  "
Ilafegh 003,,Official,,1989,"Adrar, Algeria",H4,66 g,71,,"(21.550000, 1.366670)  "
Ilafegh 004,,Official,,1989,"Adrar, Algeria",H5,450 g,71,,"(21.550000, 1.533330)  "
Ilafegh 005,,Official,,1989,"Adrar, Algeria",H5,474 g,71,,"(21.550000, 1.683330)  "
Ilafegh 006,,Official,,1989,"Adrar, Algeria",L4,179 g,71,,"(21.600000, 1.333330)  "
Ilafegh 007,,Official,,1989,"Adrar, Algeria",H5,615 g,71,,"(21.600000, 1.450000)  "
Ilafegh 008,,Official,,1989,"Adrar, Algeria",L5,26.1 kg,71,,"(21.600000, 1.666670)  "
Ilafegh 009,,Official,,1989,"Adrar, Algeria",EL7,421 g,71,,"(21.633330, 1.266670)  "
Ilafegh 010,,Official,,1989,"Adrar, Algeria",L5,621 g,71,,"(21.633330, 1.400000)  "
Ilafegh 011,,Official,,1989,"Adrar, Algeria",L5,2.05 kg,71,,"(21.633330, 1.516670)  "
Ilafegh 012,,Official,,1989,"Adrar, Algeria",L5,295 g,71,,"(21.633330, 1.816670)  "
Ilafegh 013,,Official,,1989,"Adrar, Algeria",H3.5,745 g,71,,"(21.666670, 1.383330)  "
Ilafegh 014,,Official,,1989,"Adrar, Algeria",H5,3.15 kg,71,,"(21.666670, 1.850000)  "
Ilafegh 015,,Official,,1989,"Adrar, Algeria",L6,72 g,71,,"(21.716670, 1.500000)  "
Ilafegh 016,,Official,,1989,"Adrar, Algeria",H4,96 g,71,,"(21.716670, 1.600000)  "
Indianópolis **,,Official,,1989,"Minas Gerais, Brazil","Iron, IIAB",14.85 kg,84,,"(-19.166670, -47.833330)  "
Ipitinga **,,Official,,1989,"Para, Brazil",H5,7 kg,73,,"(0.350000, -53.816670)  "
Lake Torrens **,,Official,,1989,"South Australia, Australia",L6,906 g,69,,"(-31.033330, 138.200000)  "
McKenzie Draw (a) **,,Official,,1989,"Texas, USA",H4,11.8 kg,72,,"(32.925000, -102.625000)  "
McKenzie Draw (b) **,,Official,,1989,"Texas, USA",H4,2.99 kg,72,,"(32.925000, -102.625000)  "
Mundrabilla 011,,Official,,1989,"Western Australia, Australia",L5,89 g,72,,"(-30.333330, 127.616670)  "
Mundrabilla 020 **,,Official,,1989,"Western Australia, Australia",Howardite,60 g,82,,"(-30.833330, 127.500000)  "
Nagornyj **,,Official,,1989,"Rostovskaya oblast', Russia",H5,2.75 kg,105,,"(47.382500, 41.750500)  "
Northwest Africa 14955 **,NWA 14955,Official,,1989,Morocco,"Iron, IAB-MG",1470 g,111,,
Pê **,,Official,Y,1989,"Houet, Burkina Faso",L6,,87,,"(11.333670, -3.542170)  "
Premier Downs 001,,Official,,1989,"Western Australia, Australia",L5,83 g,72,,"(-30.466670, 125.466670)  "
Ramlat as Sahmah 264,RaS 264,Official,,1989,"Al Wusta, Oman",L6,1074 g,95,,"(20.709230, 55.428760)  "
Reggane 001,,Official,,1989,"Adrar, Algeria",H5,37 g,71,,"(25.583330, 0.500000)  "
Reggane 002,,Official,,1989,"Adrar, Algeria",L5,71 g,71,,"(25.633330, 0.533330)  "
Reggane 003,,Official,,1989,"Adrar, Algeria",H4,9.5 kg,71,,"(25.633330, 0.500000)  "
Reid 012,,Official,,1989,"Western Australia, Australia",L6,1367 g,72,,"(-30.500000, 128.500000)  "
Roosevelt County 069 **,RC 069,Official,,1989,"New Mexico, USA",L5,4.8 g,69,,"(34.100000, -103.483330)  "
Roosevelt County 070 **,RC 070,Official,,1989,"New Mexico, USA",L5,2.3 g,69,,"(34.100000, -103.483330)  "
Roosevelt County 071 **,RC 071,Official,,1989,"New Mexico, USA",L4,5.3 g,72,,"(34.100000, -103.483330)  "
Roosevelt County 072 **,RC 072,Official,,1989,"New Mexico, USA",L5,9.8 g,72,,"(34.100000, -103.483330)  "
Roosevelt County 073 **,RC 073,Official,,1989,"New Mexico, USA",H5,288 g,72,,"(34.083330, -103.483330)  "
Seagraves (c) **,,Official,,1989,"Texas, USA",L6/7,26.81 kg,73,,"(32.983330, -102.566670)  "
Sfax **,,Official,Y,1989,"Safaqis, Tunisia",L6,7 kg,69,,"(34.750000, 10.716670)  "
Sivas **,,Official,Y,1989,"Yozgat, Turkey",H6,40 kg,88,,"(39.824670, 36.135830)  "
Sixiangkou **,,Official,Y,1989,"Jiangsu, China",L5,630 g,69,,"(32.433330, 119.866670)  "
Sleeper Camp 003,,Official,,1989,"Western Australia, Australia",L6,322 g,72,,"(-30.300000, 126.033330)  "
Streaky Bay **,,Official,,1989,"South Australia, Australia",L4,909 g,71,,"(-32.866670, 134.283330)  "
Tagounite **,,Official,,1989,"Souss-Massa-Draâ, Morocco","Iron, IIIAB",3.3 kg,77,,"(29.966670, -5.600000)  "
Tanezrouft 001,Tnz 001,Official,,1989,"Adrar, Algeria",H5,482 g,71,,"(25.383330, 0.516670)  "
Tanezrouft 002,Tnz 002,Official,,1989,"Adrar, Algeria",H5,2.35 kg,71,,"(24.400000, 1.033330)  "
Tanezrouft 003,Tnz 003,Official,,1989,"Adrar, Algeria",H4,142 g,87,,"(25.450000, 0.550000)  "
Tanezrouft 004,Tnz 004,Official,,1989,"Adrar, Algeria",H4/5,1183 g,75,,"(25.466670, 0.666670)  "
Tanezrouft 005,Tnz 005,Official,,1989,"Adrar, Algeria",L6,131 g,74,,"(25.133330, 0.466670)  "
Tanezrouft 006,Tnz 006,Official,,1989,"Adrar, Algeria",H3.7,331 g,71,,"(25.533330, 0.566670)  "
Tanezrouft 007,Tnz 007,Official,,1989,"Adrar, Algeria",H5,780 g,74,,"(25.300000, 0.616670)  "
Tanezrouft 008,Tnz 008,Official,,1989,"Adrar, Algeria",H6,682 g,74,,"(25.300000, 0.633330)  "
Tanezrouft 009,Tnz 009,Official,,1989,"Adrar, Algeria",H4/5,102 g,74,,"(25.333330, 0.466670)  "
Uchkuduk **,,Official,Y,1989,"Navoi, Uzbekistan",L6,1000 g,75,,"(41.766670, 62.516670)  "
Uruachic **,,Official,,1989,"Chihuahua, Mexico","Iron, IIIAB",13 kg,73,,"(27.850000, -108.233330)  "
Warden **,,Official,,1989,"Western Australia, Australia",H5,7.87 kg,69,,"(-23.266670, 116.933330)  "
Akmolla **,,Official,,1988,"Ashkhabad, Turkmenistan",H4,114 g,72,,"(39.538330, 59.558330)  "
Allan Hills 88001 **,ALH 88001,Official,,1988,Antarctica,H5,415 g,69, EUROMET,"(-76.692220, 159.295760)  "
Allan Hills 88002,ALH 88002,Official,,1988,Antarctica,L4,358 g,72, EUROMET,"(-76.722110, 158.693360)  "
Allan Hills 88003,ALH 88003,Official,,1988,Antarctica,L4,341 g,69, EUROMET,"(-76.707410, 159.323720)  "
Allan Hills 88004,ALH 88004,Official,,1988,Antarctica,LL4,316 g,72, EUROMET,"(-76.729910, 158.754140)  "
Allan Hills 88005,ALH 88005,Official,,1988,Antarctica,L6,282 g,69, EUROMET,"(-76.716670, 159.666670)  "
Allan Hills 88006,ALH 88006,Official,,1988,Antarctica,L4,233 g,69, EUROMET,"(-76.733040, 158.756940)  "
Allan Hills 88007,ALH 88007,Official,,1988,Antarctica,H5,156 g,69, EUROMET,"(-76.726060, 158.775710)  "
Allan Hills 88008,ALH 88008,Official,,1988,Antarctica,H4/5,153.5 g,72, EUROMET,"(-76.693250, 159.348090)  "
Allan Hills 88009,ALH 88009,Official,,1988,Antarctica,H5,152 g,69, EUROMET,"(-76.692270, 159.328840)  "
Allan Hills 88010,ALH 88010,Official,,1988,Antarctica,H4/5,141.5 g,72, EUROMET,"(-76.722130, 158.716760)  "
Allan Hills 88011,ALH 88011,Official,,1988,Antarctica,H3,103 g,72, EUROMET,"(-76.723950, 158.742080)  "
Allan Hills 88012,ALH 88012,Official,,1988,Antarctica,L6,102.5 g,72, EUROMET,"(-76.722430, 158.718200)  "
Allan Hills 88013,ALH 88013,Official,,1988,Antarctica,H4,89.3 g,72, EUROMET,"(-76.691660, 159.314040)  "
Allan Hills 88014,ALH 88014,Official,,1988,Antarctica,H5,84.1 g,70, EUROMET,"(-76.731420, 158.722110)  "
Allan Hills 88015,ALH 88015,Official,,1988,Antarctica,L6,83.7 g,69, EUROMET,"(-76.682290, 159.337940)  "
Allan Hills 88016,ALH 88016,Official,,1988,Antarctica,H4,73.7 g,72, EUROMET,"(-76.692390, 159.330520)  "
Allan Hills 88017,ALH 88017,Official,,1988,Antarctica,H4,70.4 g,72, EUROMET,"(-76.683880, 159.261820)  "
Allan Hills 88018,ALH 88018,Official,,1988,Antarctica,H5,67.1 g,70, EUROMET,"(-76.693070, 159.295980)  "
Allan Hills 88019,ALH 88019,Official,,1988,Antarctica,H5,57.4 g,72, EUROMET,"(-76.727230, 159.409410)  "
Allan Hills 88020,ALH 88020,Official,,1988,Antarctica,H3.5,53.7 g,70, EUROMET,"(-76.689840, 159.356220)  "
Allan Hills 88021,ALH 88021,Official,,1988,Antarctica,H5,51 g,70, EUROMET,"(-76.714930, 159.367290)  "
Allan Hills 88022,ALH 88022,Official,,1988,Antarctica,H5,47.2 g,69, EUROMET,"(-76.727290, 159.374760)  "
Allan Hills 88023,ALH 88023,Official,,1988,Antarctica,L6,44 g,69, EUROMET,"(-76.680520, 159.329140)  "
Allan Hills 88024,ALH 88024,Official,,1988,Antarctica,L6,37.9 g,70, EUROMET,"(-76.682250, 159.311490)  "
Allan Hills 88025,ALH 88025,Official,,1988,Antarctica,H5,37.2 g,70, EUROMET,"(-76.726400, 158.768840)  "
Allan Hills 88026,ALH 88026,Official,,1988,Antarctica,H5,37.1 g,70, EUROMET,"(-76.691010, 159.320060)  "
Allan Hills 88027,ALH 88027,Official,,1988,Antarctica,H5,31.6 g,70, EUROMET,"(-76.699480, 159.309860)  "
Allan Hills 88028,ALH 88028,Official,,1988,Antarctica,H5,29.9 g,70, EUROMET,"(-76.691520, 159.316260)  "
Allan Hills 88029,ALH 88029,Official,,1988,Antarctica,H5,29.1 g,70, EUROMET,"(-76.692220, 159.295760)  "
Allan Hills 88030,ALH 88030,Official,,1988,Antarctica,H5,28.5 g,70, EUROMET,"(-76.692220, 159.295760)  "
Allan Hills 88031,ALH 88031,Official,,1988,Antarctica,H5,27.8 g,70, EUROMET,"(-76.726530, 159.376960)  "
Allan Hills 88032,ALH 88032,Official,,1988,Antarctica,H5,27.4 g,70, EUROMET,"(-76.726830, 158.718110)  "
Allan Hills 88033,ALH 88033,Official,,1988,Antarctica,H5,27.3 g,70, EUROMET,"(-76.693950, 159.293270)  "
Allan Hills 88034,ALH 88034,Official,,1988,Antarctica,H6,26.7 g,69, EUROMET,"(-76.720180, 159.402600)  "
Allan Hills 88035,ALH 88035,Official,,1988,Antarctica,H5,26.6 g,69, EUROMET,"(-76.701190, 159.310680)  "
Allan Hills 88036,ALH 88036,Official,,1988,Antarctica,H3.4,26.4 g,70, EUROMET,"(-76.682190, 159.311650)  "
Allan Hills 88037,ALH 88037,Official,,1988,Antarctica,H5,25.2 g,69, EUROMET,"(-76.724800, 159.353820)  "
Allan Hills 88038,ALH 88038,Official,,1988,Antarctica,H5,25.2 g,70, EUROMET,"(-76.723000, 158.740150)  "
Allan Hills 88039,ALH 88039,Official,,1988,Antarctica,H5,24.9 g,70, EUROMET,"(-76.694710, 159.287260)  "
Allan Hills 88040,ALH 88040,Official,,1988,Antarctica,H5,24.6 g,70, EUROMET,"(-76.724810, 158.705010)  "
Allan Hills 88041,ALH 88041,Official,,1988,Antarctica,L5,23.5 g,70, EUROMET,"(-76.681270, 159.345570)  "
Allan Hills 88042,ALH 88042,Official,,1988,Antarctica,H5,22.6 g,70, EUROMET,"(-76.694710, 159.287260)  "
Allan Hills 88043,ALH 88043,Official,,1988,Antarctica,H6,21.1 g,70, EUROMET,"(-76.722160, 158.739660)  "
Allan Hills 88044,ALH 88044,Official,,1988,Antarctica,L3.4,21 g,70, EUROMET,"(-76.686560, 159.349010)  "
Allan Hills 88045,ALH 88045,Official,,1988,Antarctica,CM1,18 g,69, EUROMET,"(-76.704950, 159.094930)  "
Allan Hills 88046,ALH 88046,Official,,1988,Antarctica,EH3,20.7 g,70, EUROMET,"(-76.711620, 159.150430)  "
Allan Hills 88047,ALH 88047,Official,,1988,Antarctica,H5,20.6 g,70, EUROMET,"(-76.700610, 159.309340)  "
Allan Hills 88048,ALH 88048,Official,,1988,Antarctica,H6,20.6 g,70, EUROMET,"(-76.689470, 159.343600)  "
Allan Hills 88049,ALH 88049,Official,,1988,Antarctica,H5/6,20.1 g,70, EUROMET,"(-76.700300, 159.308520)  "
Allan Hills 88050,ALH 88050,Official,,1988,Antarctica,H6,49.6 g,70, EUROMET,"(-76.689480, 159.334850)  "
Allan Hills 88051,ALH 88051,Official,,1988,Antarctica,H5,19.3 g,70, EUROMET,"(-76.690050, 159.384710)  "
Allan Hills 88052,ALH 88052,Official,,1988,Antarctica,CM2,7 g,69, EUROMET,"(-76.705930, 159.156640)  "
Allan Hills 88053,ALH 88053,Official,,1988,Antarctica,H4,18.2 g,70, EUROMET,"(-76.720560, 159.402620)  "
Allan Hills 88054,ALH 88054,Official,,1988,Antarctica,H5,17.8 g,70, EUROMET,"(-76.715430, 159.364960)  "
Allan Hills 88055,ALH 88055,Official,,1988,Antarctica,H5,17.5 g,70, EUROMET,"(-76.694580, 159.287250)  "
Allan Hills 88056,ALH 88056,Official,,1988,Antarctica,H5,17.3 g,70, EUROMET,"(-76.720060, 159.401510)  "
Allan Hills 88057,ALH 88057,Official,,1988,Antarctica,H5,16.6 g,70, EUROMET,"(-76.694580, 159.287250)  "
Allan Hills 88058,ALH 88058,Official,,1988,Antarctica,H6,15.1 g,70, EUROMET,"(-76.692550, 159.301450)  "
Allan Hills 88059,ALH 88059,Official,,1988,Antarctica,L/LL3,15 g,72, EUROMET,"(-76.681560, 159.310000)  "
Allan Hills 88060,ALH 88060,Official,,1988,Antarctica,H6,14.6 g,72, EUROMET,"(-76.730860, 158.703160)  "
Allan Hills 88061,ALH 88061,Official,,1988,Antarctica,H5/6,13.9 g,72, EUROMET,"(-76.682520, 159.345060)  "
Allan Hills 88062,ALH 88062,Official,,1988,Antarctica,L5,13.8 g,72, EUROMET,"(-76.705340, 159.369250)  "
Allan Hills 88063,ALH 88063,Official,,1988,Antarctica,H5/6,13.4 g,72, EUROMET,"(-76.691540, 159.297070)  "
Allan Hills 88064,ALH 88064,Official,,1988,Antarctica,H5/6,13.2 g,72, EUROMET,"(-76.690160, 159.385250)  "
Allan Hills 88065,ALH 88065,Official,,1988,Antarctica,H5,13.8 g,72, EUROMET,"(-76.721460, 158.711860)  "
Allan Hills 88066,ALH 88066,Official,,1988,Antarctica,L/LL3,13.9 g,72, EUROMET,"(-76.682190, 159.311650)  "
Allan Hills 88067,ALH 88067,Official,,1988,Antarctica,H6,13.2 g,80, EUROMET,"(-76.716670, 159.333330)  "
Allan Hills 88068,ALH 88068,Official,,1988,Antarctica,H6,12.8 g,80, EUROMET,"(-76.716670, 159.333330)  "
Allan Hills 88069,ALH 88069,Official,,1988,Antarctica,H5,12.9 g,80, EUROMET,"(-76.716670, 159.333330)  "
Allan Hills 88070,ALH 88070,Official,,1988,Antarctica,EH3,12.1 g,77, EUROMET,"(-76.710860, 159.150380)  "
Allan Hills 88071,ALH 88071,Official,,1988,Antarctica,H5,12.1 g,80, EUROMET,"(-76.716670, 159.333330)  "
Allan Hills 88072,ALH 88072,Official,,1988,Antarctica,H5,12.3 g,77, EUROMET,"(-76.723150, 158.723530)  "
Allan Hills 88073,ALH 88073,Official,,1988,Antarctica,L/LL3,12.5 g,77, EUROMET,"(-76.682190, 159.311650)  "
Allan Hills 88074,ALH 88074,Official,,1988,Antarctica,H5,12.4 g,77, EUROMET,"(-76.692050, 159.297080)  "
Allan Hills 88075,ALH 88075,Official,,1988,Antarctica,H6,10.9 g,80, EUROMET,"(-76.716670, 159.333330)  "
Allan Hills 88076,ALH 88076,Official,,1988,Antarctica,H5,11.1 g,80, EUROMET,"(-76.716670, 159.333330)  "
Allan Hills 88077,ALH 88077,Official,,1988,Antarctica,H4,11.3 g,80, EUROMET,"(-76.716670, 159.333330)  "
Allan Hills 88078,ALH 88078,Official,,1988,Antarctica,H6,11.5 g,80, EUROMET,"(-76.716670, 159.333330)  "
Allan Hills 88079,ALH 88079,Official,,1988,Antarctica,H5,11.4 g,80, EUROMET,"(-76.716670, 159.333330)  "
Allan Hills 88080,ALH 88080,Official,,1988,Antarctica,H5,11.5 g,80, EUROMET,"(-76.716670, 159.333330)  "
Allan Hills 88081,ALH 88081,Official,,1988,Antarctica,H5,11.1 g,77, EUROMET,"(-76.722490, 158.733800)  "
Allan Hills 88082,ALH 88082,Official,,1988,Antarctica,H5-6,11.4 g,80, EUROMET,"(-76.716670, 159.333330)  "
Allan Hills 88083,ALH 88083,Official,,1988,Antarctica,H4,11.9 g,77, EUROMET,"(-76.692050, 159.297080)  "
Allan Hills 88084,ALH 88084,Official,,1988,Antarctica,L6,11.5 g,80, EUROMET,"(-76.716670, 159.333330)  "
Allan Hills 88085,ALH 88085,Official,,1988,Antarctica,H5,10.2 g,80, EUROMET,"(-76.716670, 159.333330)  "
Allan Hills 88086,ALH 88086,Official,,1988,Antarctica,H5,10.1 g,80, EUROMET,"(-76.716670, 159.333330)  "
Allan Hills 88087,ALH 88087,Official,,1988,Antarctica,H4,10.4 g,80, EUROMET,"(-76.716670, 159.333330)  "
Allan Hills 88088,ALH 88088,Official,,1988,Antarctica,H5,10.5 g,80, EUROMET,"(-76.716670, 159.333330)  "
Allan Hills 88089,ALH 88089,Official,,1988,Antarctica,L6,9.2 g,80, EUROMET,"(-76.716670, 159.333330)  "
Allan Hills 88090,ALH 88090,Official,,1988,Antarctica,H4,9.7 g,80, EUROMET,"(-76.716670, 159.333330)  "
Allan Hills 88091,ALH 88091,Official,,1988,Antarctica,H5,9.4 g,77, EUROMET,"(-76.687890, 159.386280)  "
