Name,Abbrev,Status,Fall,Year,Place,Type,Mass,MetBull,Antarctic,"(Lat,Long)"
Sahara 98574,,Official,,1998,(Sahara),L6,43 g,106,,
Sahara 98575,,Official,,1998,(Sahara),L6,62 g,106,,
Sahara 98577,,Official,,1998,(Sahara),L5,41 g,106,,
Sahara 98058,,Official,,1998,(Sahara),H5,681 g,84,,
Sahara 98067,,Official,,1998,(Sahara),CO3,81.2 g,83,,
Sahara 98088,,Official,,1998,(Sahara),Mesosiderite,2.58 kg,83,,
Sahara 98100,,Official,,1998,(Sahara),H,65 g,83,,
Sahara 98110,,Official,,1998,(Sahara),Eucrite,31 g,83,,
Sahara 98111,,Official,,1998,(Sahara),Diogenite,29 g,83,,
Sahara 98120,,Official,,1998,(Sahara),L6,138 g,87,,
Sahara 98154,,Official,,1998,(Sahara),H5,817 g,87,,
Sahara 98175,,Official,,1998,(Sahara),LL3.5,1335 g,83,,
Sahara 98222,,Official,,1998,(Sahara),L6,192 g,83,,
Sahara 98248,,Official,,1998,(Sahara),R4,38.6 g,83,,
Sahara 98276,,Official,,1998,(Sahara),L6,93 g,84,,
Sahara 98312,,Official,,1998,(Sahara),L5-6,23 g,83,,
Sahara 98316,,Official,,1998,(Sahara),L/LL3,111 g,83,,
Sahara 98323,,Official,,1998,(Sahara),L3.7,355 g,83,,
Sahara 98362,,Provisional,,1998,(Sahara),Stone-uncl,355 g,,,
Sahara 98380,,Official,,1998,(Sahara),LL4-6,17 g,83,,
Sahara 98404,,Official,,1998,(Sahara),CO3,46 g,83,,
Sahara 98429,,Official,,1998,(Sahara),L6,137 g,84,,
Sahara 98430,,Official,,1998,(Sahara),H4-6,45 g,83,,
Sahara 98433,,Official,,1998,(Sahara),H5,12 g,83,,
Sahara 98448,,Official,,1998,(Sahara),Mesosiderite,785 g,83,,
Sahara 98465,,Official,,1998,(Sahara),L4,226 g,87,,
Sahara 98473,,Official,,1998,(Sahara),L6,68 g,84,,
Sahara 98492,,Official,,1998,(Sahara),Mesosiderite,138 g,83,,
Sahara 98501,,Official,,1998,(Sahara),Ureilite,123 g,83,,
Sahara 98505,,Official,,1998,(Sahara),Ureilite,152 g,83,,
Sahara 98532,,Official,,1998,(Sahara),L4,258 g,87,,
Sahara 98557,,Official,,1998,(Sahara),LL6,8 g,83,,
Sahara 98573,,Official,,1998,(Sahara),L3.8,175 g,87,,
Sahara 98639,,Official,,1998,(Sahara),H4,300 g,84,,
Sahara 98645,,Official,,1998,(Sahara),H3,51 g,84,,
Sahara 98660,,Official,,1998,(Sahara),L3-6,141 g,84,,
Sahara 98683,,Official,,1998,(Sahara),L3,361 g,84,,
Sahara 98691,,Official,,1998,(Sahara),L3,16 g,84,,
Sahara 98748,,Official,,1998,(Sahara),H3-6,439 g,84,,
Sahara 98782,,Official,,1998,(Sahara),L3,47 g,84,,
Sahara 98804,,Official,,1998,(Sahara),H4,62 g,87,,
Sayh al Uhaymir 204,SaU 204,Official,,1998,"Al Wusta, Oman",H5,140 g,88,,"(21.083500, 57.252750)  "
Scott Glacier 98200,SCO 98200,Official,,1998,Antarctica,L4,312 g,85,23(2) ANSMET,"(-87.033330, -148.000000)  "
Scott Glacier 98201,SCO 98201,Official,,1998,Antarctica,L6,199 g,85,23(2) ANSMET,"(-87.033330, -148.000000)  "
Scott Glacier 98202,SCO 98202,Official,,1998,Antarctica,L6,84.3 g,85,23(2) ANSMET,"(-87.033330, -148.000000)  "
Shalim 005,,Official,,1998,"Zufar, Oman",H5,345 g,88,,"(18.214320, 55.713220)  "
Shalim 006,,Official,,1998,"Zufar, Oman",H6,374 g,88,,"(18.447280, 55.921630)  "
Shalim 007,,Official,,1998,"Zufar, Oman",H6,324 g,88,,"(18.526320, 55.932980)  "
Shişr 022,,Official,,1998,"Zufar, Oman",L5,255 g,88,,"(18.167200, 53.845550)  "
Shişr 023,,Official,,1998,"Zufar, Oman",L5,841 g,88,,"(18.552870, 53.987430)  "
Shişr 024,,Official,,1998,"Zufar, Oman",L5,901 g,88,,"(18.554730, 53.996870)  "
Shişr 025,,Official,,1998,"Zufar, Oman",L6,7.29 kg,88,,"(18.107400, 53.831900)  "
Shişr 026,,Official,,1998,"Zufar, Oman",H4,397 g,88,,"(18.123030, 53.754780)  "
Shişr 027,,Official,,1998,"Zufar, Oman",H6,61.4 g,88,,"(18.141300, 53.912050)  "
Shişr 028,,Official,,1998,"Zufar, Oman",LL6,818 g,88,,"(18.142770, 53.807530)  "
Shişr 029,,Official,,1998,"Zufar, Oman",H5,205 g,88,,"(18.150100, 53.800470)  "
Shişr 030,,Official,,1998,"Zufar, Oman",H5,176.3 g,88,,"(18.153600, 53.774870)  "
Skoura **,,Official,,1998,"Souss-Massa, Morocco",Eucrite,14.8 g,106,,"(31.129170, -6.637220)  "
Tazzarine **,,Official,,1998,"Souss-Massa, Morocco",Eucrite,93.7 g,106,,"(30.586390, -5.393330)  "
Temple Bar **,,Official,,1998,"Arizona, USA",CR,106 g,85,,"(35.916670, -114.433330)  "
Tocache **,,Official,Yc,1998,"San Martin, Peru",H5,5.14 kg,108,,"(-8.196330, -76.477330)  "
Wildcat Peak **,,Official,,1998,"Arizona, USA",H5,202 g,84,,"(32.565330, -111.725500)  "
Yamato 980001,Y-980001,Official,,1998,Antarctica,H6,1.55 g,107,J26 NIPR,
Yamato 980002,Y-980002,Official,,1998,Antarctica,L6,1.08 g,107,J26 NIPR,
Yamato 980003,Y-980003,Official,,1998,Antarctica,L6,307 g,,J16 NIPR,
Yamato 980004,Y-980004,Official,,1998,Antarctica,L6,0.45 g,107,J26 NIPR,
Yamato 980005,Y-980005,Official,,1998,Antarctica,L,23.8 g,,J16 NIPR,
Yamato 980006,Y-980006,Official,,1998,Antarctica,L3,7.4 g,,J16 NIPR,
Yamato 980007,Y-980007,Provisional,,1998,Antarctica,Unknown,0.97 g,, NIPR,
Yamato 980008,Y-980008,Provisional,,1998,Antarctica,Unknown,1.2 g,, NIPR,
Yamato 980009,Y-980009,Provisional,,1998,Antarctica,Unknown,16.1 g,, NIPR,
Yamato 980010,Y-980010,Official,,1998,Antarctica,CV3,10.2 g,,J16 NIPR,
Yamato 980011,Y-980011,Official,,1998,Antarctica,CV3,9.2 g,,J16 NIPR,
Yamato 980012,Y-980012,Official,,1998,Antarctica,L5,1.32 g,107,J26 NIPR,
Yamato 980013,Y-980013,Official,,1998,Antarctica,H5,1.19 g,110,J28 NIPR,
Yamato 980014,Y-980014,Provisional,,1998,Antarctica,Unknown,3.32 g,, NIPR,
Yamato 980015,Y-980015,Official,,1998,Antarctica,H4,46.8 g,,J16 NIPR,
Yamato 980016,Y-980016,Official,,1998,Antarctica,H3,6.7 g,,J16 NIPR,
Yamato 980017,Y-980017,Official,,1998,Antarctica,H5,0.68 g,110,J28 NIPR,
Yamato 980018,Y-980018,Provisional,,1998,Antarctica,Unknown,3.67 g,, NIPR,
Yamato 980019,Y-980019,Official,,1998,Antarctica,L6,2.57 g,107,J26 NIPR,
Yamato 980020,Y-980020,Official,,1998,Antarctica,L6,42.8 g,,J16 NIPR,
Yamato 980021,Y-980021,Official,,1998,Antarctica,L6,38.4 g,,J16 NIPR,
Yamato 980022,Y-980022,Official,,1998,Antarctica,H6,14.9 g,,J16 NIPR,
Yamato 980023,Y-980023,Provisional,,1998,Antarctica,Unknown,3.19 g,, NIPR,
Yamato 980024,Y-980024,Provisional,,1998,Antarctica,Unknown,4.26 g,, NIPR,
Yamato 980025,Y-980025,Official,,1998,Antarctica,L6,69.2 g,,J16 NIPR,
Yamato 980026,Y-980026,Official,,1998,Antarctica,L6,1054 g,,J16 NIPR,
Yamato 980027,Y-980027,Official,,1998,Antarctica,LL4,26.1 g,,J16 NIPR,
Yamato 980028,Y-980028,Official,,1998,Antarctica,L6,42.1 g,,J16 NIPR,
Yamato 980029,Y-980029,Official,,1998,Antarctica,H4,30.2 g,,J16 NIPR,
Yamato 980030,Y-980030,Official,,1998,Antarctica,H5,2.9 g,107,J26 NIPR,
Yamato 980031,Y-980031,Official,,1998,Antarctica,L6,1.82 g,107,J26 NIPR,
Yamato 980032,Y-980032,Provisional,,1998,Antarctica,Unknown,3.87 g,, NIPR,
Yamato 980033,Y-980033,Official,,1998,Antarctica,L4,1.27 g,107,J26 NIPR,
Yamato 980034,Y-980034,Official,,1998,Antarctica,H5,1.17 g,107,J26 NIPR,
Yamato 980035,Y-980035,Official,,1998,Antarctica,Martian (shergottite),1.57 g,113,J29 NIPR,
Yamato 980036,Y-980036,Official,,1998,Antarctica,CM2,5.5 g,,J16 NIPR,
Yamato 980037,Y-980037,Official,,1998,Antarctica,CM,2.68 g,107,J26 NIPR,
Yamato 980038,Y-980038,Official,,1998,Antarctica,CM,2.56 g,107,J26 NIPR,
Yamato 980039,Y-980039,Official,,1998,Antarctica,CM,7.7 g,107,J26 NIPR,
Yamato 980040,Y-980040,Official,,1998,Antarctica,CO,14.9 g,107,J26 NIPR,
Yamato 980041,Y-980041,Official,,1998,Antarctica,H4,6.4 g,,J16 NIPR,
Yamato 980042,Y-980042,Official,,1998,Antarctica,H4,12.2 g,,J16 NIPR,
Yamato 980043,Y-980043,Official,,1998,Antarctica,H5,1.27 g,107,J26 NIPR,
Yamato 980044,Y-980044,Official,,1998,Antarctica,L5,16.1 g,,J16 NIPR,
Yamato 980045,Y-980045,Official,,1998,Antarctica,L6,1.74 g,107,J26 NIPR,
Yamato 980046,Y-980046,Official,,1998,Antarctica,LL6,1.42 g,107,J26 NIPR,
Yamato 980047,Y-980047,Provisional,,1998,Antarctica,Unknown,4.71 g,, NIPR,
Yamato 980048,Y-980048,Official,,1998,Antarctica,L4,164.1 g,,J16 NIPR,
Yamato 980049,Y-980049,Official,,1998,Antarctica,H3,288 g,,J16 NIPR,
Yamato 980050,Y-980050,Official,,1998,Antarctica,CM2,20.8 g,,J16 NIPR,
Yamato 980051,Y-980051,Official,,1998,Antarctica,CM2,38.5 g,,J16 NIPR,
Yamato 980052,Y-980052,Official,,1998,Antarctica,H3,427 g,,J16 NIPR,
Yamato 980053,Y-980053,Official,,1998,Antarctica,H3,260 g,,J16 NIPR,
Yamato 980054,Y-980054,Official,,1998,Antarctica,H3,58.1 g,,J16 NIPR,
Yamato 980055,Y-980055,Official,,1998,Antarctica,H3,67.3 g,,J16 NIPR,
Yamato 980056,Y-980056,Official,,1998,Antarctica,H3,17 g,,J16 NIPR,
Yamato 980057,Y-980057,Official,,1998,Antarctica,H3,15.3 g,,J16 NIPR,
Yamato 980058,Y-980058,Provisional,,1998,Antarctica,Unknown,5.47 kg,, NIPR,
Yamato 980059,Y-980059,Official,,1998,Antarctica,L4,17.4 g,,J16 NIPR,
Yamato 980060,Y-980060,Official,,1998,Antarctica,H6,7 g,107,J26 NIPR,
Yamato 980061,Y-980061,Official,,1998,Antarctica,H4,9.1 g,,J16 NIPR,
Yamato 980062,Y-980062,Official,,1998,Antarctica,L6,15.4 g,,J16 NIPR,
Yamato 980063,Y-980063,Official,,1998,Antarctica,H4,9.9 g,,J16 NIPR,
Yamato 980064,Y-980064,Official,,1998,Antarctica,L6,15.5 g,,J16 NIPR,
Yamato 980065,Y-980065,Provisional,,1998,Antarctica,Unknown,4.63 g,, NIPR,
Yamato 980066 **,Y-980066,Official,,1998,Antarctica,Eucrite,55.9 g,,J16 NIPR,
Yamato 980067,Y-980067,Provisional,,1998,Antarctica,Unknown,3.1 g,, NIPR,
Yamato 980068 **,Y-980068,Official,,1998,Antarctica,Eucrite,34.4 g,,J16 NIPR,
Yamato 980069,Y-980069,Official,,1998,Antarctica,H5,2.21 g,107,J26 NIPR,
Yamato 980070,Y-980070,Official,,1998,Antarctica,CM2,6 g,,J16 NIPR,
Yamato 980071,Y-980071,Official,,1998,Antarctica,CM2,1.36 g,,J16 NIPR,
Yamato 980072,Y-980072,Official,,1998,Antarctica,H3,11.6 g,,J16 NIPR,
Yamato 980073,Y-980073,Official,,1998,Antarctica,H3,72.3 g,,J16 NIPR,
Yamato 980074,Y-980074,Official,,1998,Antarctica,H3,17.6 g,,J16 NIPR,
Yamato 980075,Y-980075,Official,,1998,Antarctica,H3,12.6 g,,J16 NIPR,
Yamato 980076,Y-980076,Provisional,,1998,Antarctica,Unknown,1.75 g,, NIPR,
Yamato 980077,Y-980077,Provisional,,1998,Antarctica,Unknown,0.5 g,, NIPR,
Yamato 980078,Y-980078,Official,,1998,Antarctica,H3,21.3 g,,J16 NIPR,
Yamato 980079,Y-980079,Official,,1998,Antarctica,LL6,1840 g,,J16 NIPR,
Yamato 980080,Y-980080,Official,,1998,Antarctica,H5,0.99 g,107,J26 NIPR,
Yamato 980081,Y-980081,Official,,1998,Antarctica,LL6,0.48 g,110,J28 NIPR,
Yamato 980082,Y-980082,Provisional,,1998,Antarctica,Unknown,0.96 g,, NIPR,
Yamato 980083,Y-980083,Official,,1998,Antarctica,CM,2.45 g,107,J26 NIPR,
Yamato 980084,Y-980084,Official,,1998,Antarctica,CM,2.54 g,107,J26 NIPR,
Yamato 980085 **,Y-980085,Official,,1998,Antarctica,CM2,13.6 g,,J16 NIPR,
Yamato 980086,Y-980086,Official,,1998,Antarctica,CM2,8.4 g,,J16 NIPR,
Yamato 980087,Y-980087,Official,,1998,Antarctica,CM2,3.69 g,,J16 NIPR,
Yamato 980088,Y-980088,Official,,1998,Antarctica,CM2,6.5 g,,J16 NIPR,
Yamato 980089,Y-980089,Official,,1998,Antarctica,CM,1.34 g,107,J26 NIPR,
Yamato 980090,Y-980090,Official,,1998,Antarctica,CM2,0.97 g,,J16 NIPR,
Yamato 980091 **,Y-980091,Official,,1998,Antarctica,CM2,5.4 g,,J16 NIPR,
Yamato 980092,Y-980092,Official,,1998,Antarctica,CM2,1.22 g,,J16 NIPR,
Yamato 980093 **,Y-980093,Official,,1998,Antarctica,CM2,29.6 g,,J16 NIPR,
Yamato 980094 **,Y-980094,Official,,1998,Antarctica,CM2,10.1 g,,J16 NIPR,
Yamato 980095,Y-980095,Official,,1998,Antarctica,CM2,4.13 g,,J16 NIPR,
Yamato 980096,Y-980096,Official,,1998,Antarctica,CM2,19.1 g,,J16 NIPR,
Yamato 980097,Y-980097,Official,,1998,Antarctica,CM2,2.52 g,,J16 NIPR,
Yamato 980098,Y-980098,Official,,1998,Antarctica,CM2,0.89 g,,J16 NIPR,
Yamato 980099,Y-980099,Provisional,,1998,Antarctica,Unknown,3.85 g,, NIPR,
Yamato 980100,Y-980100,Official,,1998,Antarctica,L6,2.57 g,110,J28 NIPR,
Yamato 980101,Y-980101,Provisional,,1998,Antarctica,Unknown,3.54 g,, NIPR,
Yamato 980102,Y-980102,Official,,1998,Antarctica,L5,24.5 g,,J16 NIPR,
Yamato 980103,Y-980103,Official,,1998,Antarctica,L6,2.57 g,107,J26 NIPR,
Yamato 980104,Y-980104,Official,,1998,Antarctica,L6,121 g,,J16 NIPR,
Yamato 980105,Y-980105,Provisional,,1998,Antarctica,Unknown,4.2 g,, NIPR,
Yamato 980106,Y-980106,Official,,1998,Antarctica,H4,5.7 g,,J16 NIPR,
Yamato 980107,Y-980107,Official,,1998,Antarctica,L6,65.2 g,,J16 NIPR,
Yamato 980108,Y-980108,Official,,1998,Antarctica,H4,41.9 g,,J16 NIPR,
Yamato 980109,Y-980109,Provisional,,1998,Antarctica,Unknown,3.65 g,, NIPR,
Yamato 980110 **,Y-980110,Official,,1998,Antarctica,Ureilite,63.1 g,,J16 NIPR,
Yamato 980111,Y-980111,Official,,1998,Antarctica,CM,2.58 g,107,J26 NIPR,
Yamato 980112,Y-980112,Official,,1998,Antarctica,L6,12.4 g,,J16 NIPR,
Yamato 980113,Y-980113,Official,,1998,Antarctica,Eucrite,37.3 g,,J16 NIPR,
Yamato 980114,Y-980114,Official,,1998,Antarctica,L6,32.3 g,,J16 NIPR,
Yamato 980115 **,Y-980115,Official,,1998,Antarctica,CI1,772 g,,J16 NIPR,
Yamato 980116,Y-980116,Official,,1998,Antarctica,H5,5 g,,J16 NIPR,
Yamato 980117,Y-980117,Provisional,,1998,Antarctica,Unknown,3.13 g,, NIPR,
Yamato 980118,Y-980118,Official,,1998,Antarctica,L6,0.85 g,110,J28 NIPR,
Yamato 980119,Y-980119,Official,,1998,Antarctica,EL6,13.2 g,,J16 NIPR,
Yamato 980120,Y-980120,Official,,1998,Antarctica,L6,306 g,,J16 NIPR,
Yamato 980121,Y-980121,Provisional,,1998,Antarctica,Unknown,4.6 g,, NIPR,
Yamato 980122,Y-980122,Provisional,,1998,Antarctica,Unknown,4.46 g,, NIPR,
Yamato 980123,Y-980123,Official,,1998,Antarctica,H4,66.8 g,,J16 NIPR,
Yamato 980124,Y-980124,Official,,1998,Antarctica,L6,1.23 g,110,J28 NIPR,
Yamato 980125,Y-980125,Provisional,,1998,Antarctica,Unknown,4.76 g,, NIPR,
Yamato 980126,Y-980126,Official,,1998,Antarctica,H6,2.98 g,107,J26 NIPR,
Yamato 980127,Y-980127,Official,,1998,Antarctica,H3,189 g,,J16 NIPR,
Yamato 980128,Y-980128,Provisional,,1998,Antarctica,Unknown,4.31 g,, NIPR,
Yamato 980129,Y-980129,Official,,1998,Antarctica,H3,173.9 g,,J16 NIPR,
Yamato 980130,Y-980130,Official,,1998,Antarctica,L6,19.6 g,,J16 NIPR,
Yamato 980131,Y-980131,Official,,1998,Antarctica,L6,17.3 g,,J16 NIPR,
Yamato 980132,Y-980132,Official,,1998,Antarctica,L6,383 g,,J16 NIPR,
Yamato 980133,Y-980133,Official,,1998,Antarctica,H4,9.5 g,,J16 NIPR,
Yamato 980134,Y-980134,Official,,1998,Antarctica,CI1,12.2 g,,J16 NIPR,
Yamato 980135,Y-980135,Official,,1998,Antarctica,H3,182.8 g,,J16 NIPR,
Yamato 980136,Y-980136,Official,,1998,Antarctica,L6,18.8 g,,J16 NIPR,
Yamato 980137,Y-980137,Provisional,,1998,Antarctica,Unknown,4.12 g,, NIPR,
Yamato 980138,Y-980138,Official,,1998,Antarctica,H6,1.62 g,107,J26 NIPR,
Yamato 980139,Y-980139,Official,,1998,Antarctica,LL3,207 g,,J16 NIPR,
Yamato 980140,Y-980140,Official,,1998,Antarctica,LL4,387 g,,J16 NIPR,
Yamato 980141,Y-980141,Official,,1998,Antarctica,"Iron, IVA",551 g,113,J29 NIPR,
Yamato 980142,Y-980142,Official,,1998,Antarctica,H4,44.8 g,,J16 NIPR,
Yamato 980143,Y-980143,Official,,1998,Antarctica,H3,48.8 g,,J16 NIPR,
Yamato 980144,Y-980144,Official,,1998,Antarctica,L6,39.2 g,,J16 NIPR,
Yamato 980145,Y-980145,Official,,1998,Antarctica,CV3,74.9 g,,J16 NIPR,
Yamato 980146,Y-980146,Official,,1998,Antarctica,CV3,78.1 g,,J16 NIPR,
Yamato 980147,Y-980147,Official,,1998,Antarctica,CV3,7.7 g,,J16 NIPR,
Yamato 980148,Y-980148,Official,,1998,Antarctica,CV3,2.95 g,,J16 NIPR,
Yamato 980149,Y-980149,Official,,1998,Antarctica,CV3,1.25 g,,J16 NIPR,
Yamato 9815,Y-o 9815,Provisional,,1998,Antarctica,Unknown,3.06 g,, NIPR,
Yamato 980150,Y-980150,Official,,1998,Antarctica,CV3,0.56 g,,J16 NIPR,
Yamato 980151,Y-980151,Official,,1998,Antarctica,CM,1 g,107,J26 NIPR,
Yamato 980152,Y-980152,Provisional,,1998,Antarctica,Unknown,4.24 g,, NIPR,
Yamato 980153,Y-980153,Official,,1998,Antarctica,H6,17.5 g,,J16 NIPR,
Yamato 980154,Y-980154,Official,,1998,Antarctica,L6,93.3 g,107,J26 NIPR,
Yamato 980155,Y-980155,Official,,1998,Antarctica,LL6,60.1 g,,J16 NIPR,
Yamato 980156,Y-980156,Official,,1998,Antarctica,L6,105.4 g,,J16 NIPR,
Yamato 980157 **,Y-980157,Official,,1998,Antarctica,LL6,845 g,,J16 NIPR,
Yamato 980158,Y-980158,Official,,1998,Antarctica,H5,0.97 g,107,J26 NIPR,
Yamato 980159,Y-980159,Official,,1998,Antarctica,R6,8.2 g,,J16 NIPR,
Yamato 980160,Y-980160,Official,,1998,Antarctica,H5,110.3 g,,J16 NIPR,
Yamato 980161,Y-980161,Official,,1998,Antarctica,H6,6.5 g,,J16 NIPR,
Yamato 980162,Y-980162,Official,,1998,Antarctica,H6,7.4 g,,J16 NIPR,
Yamato 980163,Y-980163,Official,,1998,Antarctica,LL4,145.9 g,,J16 NIPR,
Yamato 980164,Y-980164,Official,,1998,Antarctica,LL4,115.3 g,,J16 NIPR,
Yamato 980165,Y-980165,Official,,1998,Antarctica,CO3,17 g,,J16 NIPR,
Yamato 980166,Y-980166,Official,,1998,Antarctica,LL4,10.1 g,,J16 NIPR,
Yamato 980167,Y-980167,Provisional,,1998,Antarctica,Unknown,3.64 g,, NIPR,
Yamato 980168,Y-980168,Official,,1998,Antarctica,L6,2.1 g,107,J26 NIPR,
Yamato 980169,Y-980169,Official,,1998,Antarctica,LL3,652 g,,J16 NIPR,
Yamato 980170,Y-980170,Official,,1998,Antarctica,L6,6.9 g,,J16 NIPR,
Yamato 980171,Y-980171,Official,,1998,Antarctica,L6,718 g,,J16 NIPR,
Yamato 980172,Y-980172,Official,,1998,Antarctica,L6,481 g,,J16 NIPR,
Yamato 980173,Y-980173,Official,,1998,Antarctica,H6,9.4 g,,J16 NIPR,
Yamato 980174,Y-980174,Official,,1998,Antarctica,H4,16.3 g,,J16 NIPR,
Yamato 980175,Y-980175,Official,,1998,Antarctica,CV3,4.82 g,,J16 NIPR,
Yamato 980176,Y-980176,Provisional,,1998,Antarctica,Unknown,3.41 g,, NIPR,
Yamato 980177,Y-980177,Official,,1998,Antarctica,CV3,1.96 g,107,J26 NIPR,
Yamato 980178,Y-980178,Official,,1998,Antarctica,H3,7.3 g,,J16 NIPR,
Yamato 980179,Y-980179,Official,,1998,Antarctica,L3,44 g,,J16 NIPR,
Yamato 980180,Y-980180,Official,,1998,Antarctica,L3,23.6 g,,J16 NIPR,
Yamato 980181,Y-980181,Official,,1998,Antarctica,L3,9.1 g,,J16 NIPR,
Yamato 980182,Y-980182,Official,,1998,Antarctica,H4,21.9 g,,J16 NIPR,
Yamato 980183,Y-980183,Official,,1998,Antarctica,CM2,9.5 g,,J16 NIPR,
Yamato 980184,Y-980184,Official,,1998,Antarctica,L5,2.49 g,107,J26 NIPR,
Yamato 980185,Y-980185,Official,,1998,Antarctica,H6,1.5 g,107,J26 NIPR,
Yamato 980186,Y-980186,Official,,1998,Antarctica,L6,8.7 g,,J16 NIPR,
Yamato 980187,Y-980187,Provisional,,1998,Antarctica,Unknown,4.47 g,, NIPR,
Yamato 980188,Y-980188,Official,,1998,Antarctica,EL5,2.2 g,113,J29 NIPR,
Yamato 980189,Y-980189,Official,,1998,Antarctica,Eucrite,1.22 g,107,J26 NIPR,
Yamato 980190,Y-980190,Official,,1998,Antarctica,L6,0.43 g,107,J26 NIPR,
Yamato 980191,Y-980191,Official,,1998,Antarctica,L6,17.1 g,,J16 NIPR,
Yamato 980192,Y-980192,Official,,1998,Antarctica,H4,11 g,,J16 NIPR,
Yamato 980193,Y-980193,Official,,1998,Antarctica,L6,9.9 g,,J16 NIPR,
Yamato 980194,Y-980194,Official,,1998,Antarctica,H6,323 g,,J16 NIPR,
Yamato 980195,Y-980195,Official,,1998,Antarctica,H6,1.04 g,107,J26 NIPR,
Yamato 980196,Y-980196,Official,,1998,Antarctica,L6,13.1 g,,J16 NIPR,
Yamato 980197,Y-980197,Provisional,,1998,Antarctica,Unknown,4.4 g,, NIPR,
Yamato 980198,Y-980198,Provisional,,1998,Antarctica,Unknown,2.54 g,, NIPR,
Yamato 980199,Y-980199,Official,,1998,Antarctica,CM,2.31 g,107,J26 NIPR,
Yamato 980200,Y-980200,Official,,1998,Antarctica,L6,1.95 g,107,J26 NIPR,
Yamato 980201,Y-980201,Official,,1998,Antarctica,L6,5.3 g,,J16 NIPR,
Yamato 980202,Y-980202,Official,,1998,Antarctica,L6,7.1 g,,J16 NIPR,
Yamato 980203,Y-980203,Official,,1998,Antarctica,L6,1.04 g,107,J26 NIPR,
Yamato 980204,Y-980204,Official,,1998,Antarctica,L6,7.1 g,,J16 NIPR,
Yamato 980205,Y-980205,Provisional,,1998,Antarctica,Unknown,3.16 g,, NIPR,
Yamato 980206,Y-980206,Provisional,,1998,Antarctica,Unknown,2.65 g,, NIPR,
Yamato 980207,Y-980207,Provisional,,1998,Antarctica,Unknown,3.73 g,, NIPR,
Yamato 980208,Y-980208,Official,,1998,Antarctica,L6,98.9 g,,J16 NIPR,
Yamato 980209,Y-980209,Official,,1998,Antarctica,LL3,16.4 g,,J16 NIPR,
Yamato 980210,Y-980210,Provisional,,1998,Antarctica,Unknown,3.67 g,, NIPR,
Yamato 980211,Y-980211,Official,,1998,Antarctica,EH6,36.9 g,,J16 NIPR,
Yamato 980212,Y-980212,Provisional,,1998,Antarctica,Unknown,1.49 g,, NIPR,
Yamato 980213,Y-980213,Official,,1998,Antarctica,H5,2.83 g,107,J26 NIPR,
Yamato 980214,Y-980214,Official,,1998,Antarctica,L5,106.6 g,,J16 NIPR,
Yamato 980215,Y-980215,Official,,1998,Antarctica,H5,10.5 g,,J16 NIPR,
Yamato 980216,Y-980216,Official,,1998,Antarctica,L6,2.01 g,107,J26 NIPR,
Yamato 980217,Y-980217,Provisional,,1998,Antarctica,Unknown,3.89 g,, NIPR,
Yamato 980218,Y-980218,Official,,1998,Antarctica,H6,2.45 g,107,J26 NIPR,
Yamato 980219,Y-980219,Official,,1998,Antarctica,H5,34.6 g,,J16 NIPR,
Yamato 980220,Y-980220,Official,,1998,Antarctica,L6,27.4 g,,J16 NIPR,
Yamato 980221,Y-980221,Official,,1998,Antarctica,L6,1.73 g,107,J26 NIPR,
Yamato 980222,Y-980222,Official,,1998,Antarctica,EL5,8.2 g,113,J29 NIPR,
Yamato 980223,Y-980223,Official,,1998,Antarctica,EH6,116.2 g,,J16 NIPR,
Yamato 980224,Y-980224,Official,,1998,Antarctica,H6,3 g,107,J26 NIPR,
Yamato 980225,Y-980225,Provisional,,1998,Antarctica,Unknown,4.86 g,, NIPR,
Yamato 980226,Y-980226,Provisional,,1998,Antarctica,Unknown,4.77 g,, NIPR,
Yamato 980227,Y-980227,Official,,1998,Antarctica,L6,20.5 g,,J16 NIPR,
Yamato 980228,Y-980228,Official,,1998,Antarctica,L6,1.32 g,107,J26 NIPR,
Yamato 980229,Y-980229,Official,,1998,Antarctica,L6,2.9 g,107,J26 NIPR,
Yamato 980230,Y-980230,Official,,1998,Antarctica,H5,5.1 g,,J16 NIPR,
Yamato 980231,Y-980231,Official,,1998,Antarctica,H5,6.8 g,,J16 NIPR,
Yamato 980232,Y-980232,Official,,1998,Antarctica,L6,6.9 g,,J16 NIPR,
Yamato 980233,Y-980233,Provisional,,1998,Antarctica,Unknown,4.29 g,, NIPR,
Yamato 980234,Y-980234,Official,,1998,Antarctica,L6,1.72 g,107,J26 NIPR,
Yamato 980235,Y-980235,Official,,1998,Antarctica,H4,7.8 g,,J16 NIPR,
Yamato 980236,Y-980236,Official,,1998,Antarctica,L6,2.17 g,107,J26 NIPR,
Yamato 980237,Y-980237,Official,,1998,Antarctica,L6,7.2 g,,J16 NIPR,
Yamato 980238,Y-980238,Provisional,,1998,Antarctica,Unknown,12.9 g,, NIPR,
Yamato 980239,Y-980239,Official,,1998,Antarctica,CM2,8.2 g,,J16 NIPR,
Yamato 980240,Y-980240,Provisional,,1998,Antarctica,Unknown,3.2 g,, NIPR,
Yamato 980241,Y-980241,Provisional,,1998,Antarctica,Unknown,4.95 g,, NIPR,
Yamato 980242,Y-980242,Official,,1998,Antarctica,L6,6.7 g,,J16 NIPR,
