name,reclass,mass,fall,year,latitude,longitude,coordinates,,decade,address,ccode,country
ramlat fasad 602,h6,32.7 g,,2020,19.2497,53.97915,"19.249700, 53.979150",,2010,"zufar, oman",YE,Yemen
ramlat fasad 603,h5,13.7 g,,2020,19.25895,53.97157,"19.258950, 53.971570",,2010,"zufar, oman",YE,Yemen
ramlat fasad 604,h5,55.8 g,,2020,19.26178,53.97238,"19.261780, 53.972380",,2010,"zufar, oman",YE,Yemen
ramlat fasad 605,l5,79.4 g,,2020,19.2597,53.9473,"19.259700, 53.947300",,2010,"zufar, oman",YE,Yemen
ramlat fasad 606,l5,30.9 g,,2020,19.25923,53.94603,"19.259230, 53.946030",,2010,"zufar, oman",YE,Yemen
ramlat fasad 607,l5,13.3 g,,2020,19.25735,53.92438,"19.257350, 53.924380",,2010,"zufar, oman",YE,Yemen
ramlat fasad 608,h5,35.1 g,,2020,19.25672,53.92497,"19.256720, 53.924970",,2010,"zufar, oman",YE,Yemen
ramlat fasad 609,l5,383 g,,2020,19.27735,53.91807,"19.277350, 53.918070",,2010,"zufar, oman",YE,Yemen
ramlat fasad 610,h5,145.9 g,,2020,19.26747,53.89988,"19.267470, 53.899880",,2010,"zufar, oman",YE,Yemen
ramlat fasad 611,h6,27.5 g,,2020,19.2689,53.89813,"19.268900, 53.898130",,2010,"zufar, oman",YE,Yemen
robbers roost **,h4,161 g,,2020,35.555,-118.02667,"35.555000, -118.026670",,2010,"california, usa",US,United States
santa filomena **,h5-6,80 kg,,2020,-8.16268,-40.61404,"-8.162680, -40.614040",,2010,"pernambuco, brazil",BR,Brazil
sarir tazirbu 001 **,c2-ung,18.1 g,,2020,25.845,20.698,"25.845000, 20.698000",,2010,"al kufrah, libya",LY,Libya
socorro **,martian (shergottite),4.47 kg,,2020,-8.12556,-40.51722,"-8.125560, -40.517220",,2010,"pernambuco, brazil",BR,Brazil
swayyah 003 **,lunar (feldsp. breccia),208 g,,2020,26.47,-8.76,"26.470000, -8.760000",,2010,western sahara,DZ,Algeria
talrhaïcht 001 **,ll6-melt breccia,151 g,,2020,28.88972,-8.74722,"28.889720, -8.747220",,2010,morocco,MA,Morocco
talsint 002 **,eucrite,9.37 kg,,2020,32.87408,-3.57872,"32.874080, -3.578720",,2010,morocco,MA,Morocco
tanezrouft 091 **,mesosiderite,4.99 kg,,2020,24.26417,-0.16067,"24.264170, -0.160670",,2010,"adrar, algeria",DZ,Algeria
tarda **,c2-ung,4 kg,,2020,31.8265,-4.6794,"31.826500, -4.679400",,2010,morocco,MA,Morocco
telakoast 001 **,c3-ung,60 g,,2020,27.26158,5.35734,"27.261580, 5.357340",,2010,"tamanghasset, algeria",DZ,Algeria
tihigrin **,l4,6.53 kg,,2020,16.72,-3.729,"16.720000, -3.729000",,2010,"gao, mali",ML,Mali
tin-essako 002 **,"iron, iiiab",32 kg,,2020,18.46667,1.6,"18.466670, 1.600000",,2010,"gao, mali",ML,Mali
tindouf 006 **,eucrite,310 g,,2020,27.37406,-7.77092,"27.374060, -7.770920",,2010,"tindouf, algeria",DZ,Algeria
tindouf 007 **,"iron, iab complex",1979 g,,2020,27.95,-7.94633,"27.950000, -7.946330",,2010,"tindouf, algeria",DZ,Algeria
tiros **,howardite,400 g,,2020,-18.91029,-45.81948,"-18.910290, -45.819480",,2010,"minas gerais, brazil",BR,Brazil
toksun 001 **,ll6/7,16 kg,,2020,42.69392,88.61882,"42.693920, 88.618820",,2010,"xinjiang, china",CN,China
touat 005 **,lunar (feldsp. breccia),3.71 kg,,2020,27.74722,-1.36972,"27.747220, -1.369720",,2010,"adrar, algeria",DZ,Algeria
touat 007 **,"iron, iiiab",1594 g,,2020,27.526,-0.36773,"27.526000, -0.367730",,2010,"adrar, algeria",DZ,Algeria
tumxuk 001 **,h~5§,23.9 g,,2020,39.44467,79.69483,"39.444670, 79.694830",,2010,"xinjiang, china",CN,China
tumxuk 002 **,h6§,22.2 g,,2020,39.44467,79.69483,"39.444670, 79.694830",,2010,"xinjiang, china",CN,China
tuya 008 **,"iron, iiiab",840 g,,2020,40.686,91.982,"40.686000, 91.982000",,2010,"xinjiang, china",CN,China
twayla 002 **,"iron, iiiab",13.78 kg,,2020,26.74333,-9.70138,"26.743330, -9.701380",,2010,"saguia el hamra, western sahara",DZ,Algeria
utting **,h4,2.2 kg,,2020,33.98667,-114.00167,"33.986670, -114.001670",,2010,"arizona, usa",US,United States
wad al fayda 001 **,cr2,1463 g,,2020,24.69392,-12.97117,"24.693920, -12.971170",,2010,"rio de oro, western sahara",MA,Morocco
waw al kabir 001,l4,5.32 kg,,2020,25.27694,16.73778,"25.276940, 16.737780",,2010,"murzuq, libya",LY,Libya
willcox playa 012 **,h5,17.8 g,,2020,32.15028,-109.80528,"32.150280, -109.805280",,2010,"arizona, usa",US,United States
xizang **,"iron, iab complex",68.66 kg,,2020,33.13,87.07555,"33.130000, 87.075550",,2010,"xizang, china",CN,China
yu wei liang 003,l6,800 g,,2020,41.01897,91.55324,"41.018970, 91.553240",,2010,"xinjiang, china",CN,China
zagora 002 **,eucrite-br,105.3 g,,2020,30.19889,-5.71914,"30.198890, -5.719140",,2010,morocco,MA,Morocco
zagora 003 **,eucrite,135 g,,2020,30.34776,-5.61161,"30.347760, -5.611610",,2010,morocco,MA,Morocco
zagora 004 **,h6,194 g,,2020,30.2212,-5.69869,"30.221200, -5.698690",,2010,morocco,MA,Morocco
zagora 005 **,cr2,4.8 g,,2020,30.30466,-5.8899,"30.304660, -5.889900",,2010,morocco,MA,Morocco
zhob **,h3-4,18.96 kg,,2020,31.36667,69.56667,"31.366670, 69.566670",,2010,"baluchistan, pakistan",PK,Pakistan
yc confirmed fall.,,,,,0,0,,,,,N/A,Ocean/Unknown
yp probable fall.,,,,,0,0,,,,,N/A,Ocean/Unknown
"np find, possible fall.",,,,,0,0,,,,,N/A,Ocean/Unknown
§classified by magnetic susceptibility. classification subject to larger than normal uncertainty.,,,,,0,0,,,,,N/A,Ocean/Unknown
†information deriving from metbull 114 or later is still subject to change by the meteorite nomenclature committee.,,,,,0,0,,,,,N/A,Ocean/Unknown
** click on the meteorite's name to see the full initial description.,,,,,0,0,,,,,N/A,Ocean/Unknown
,,,,,0,0,,,,,N/A,Ocean/Unknown
synonyms,,,,,0,0,,,,,N/A,Ocean/Unknown
" containing """"",,,,,0,0,,,,,N/A,Ocean/Unknown
,,,,,0,0,,,,,N/A,Ocean/Unknown
'ain sala is a synonym for suwahib ('ain sala) (added by jng),,,,,0,0,,,,,N/A,Ocean/Unknown
90mul22 is a synonym for sleeper camp 012 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
åarhus is a synonym for aarhus (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
abadla 001 is a synonym for abadla (first meteorite in dca),,,,,0,0,,,,,N/A,Ocean/Unknown
abakan is a synonym for toubil river (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
abancay is a synonym for st. genevieve county (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
abbe is a synonym for abee (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
abdel malek is a synonym for nakhla (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
abel is a synonym for cranbourne (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
aberdeen is a synonym for bath (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
aberden is a synonym for bath (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
abert iron is a synonym for toluca (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
accalana is a synonym for carraweena (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
acunya is a synonym for acuña (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
adams county is a synonym for mount joy (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
adams diggings is a synonym for bluewater (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
adana is a synonym for ibrisim (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
adare is a synonym for limerick (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
adargas is a synonym for chupaderos (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
adelaide is a synonym for rhine villa (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
adhi-kot is a synonym for adhi kot (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
adon is a synonym for bendegó (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
adraj is a synonym for suwahib (adraj) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
adrar is a synonym for chinguetti (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
adz bogdo is a synonym for adzhi-bogdo (iron) (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
adzhi-bogdo i is a synonym for adzhi-bogdo (stone) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
adzhi-bogdo ii is a synonym for adzhi-bogdo (iron) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
aeriotopos is a synonym for bear creek (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
agemour 001 is a synonym for aguemour 001 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
agemour 002 is a synonym for aguemour 002 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
agemour 003 is a synonym for aguemour 003 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
agemour 004 is a synonym for aguemour 004 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
agemour 005 is a synonym for aguemour 005 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
agemour 006 is a synonym for aguemour 006 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
agemour 007 is a synonym for aguemour 007 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
agemour 008 is a synonym for aguemour 008 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
agemour 009 is a synonym for aguemour 009 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
agen is a synonym for barbotan (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
agen is a synonym for galapian (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
agpalilik is a synonym for cape york (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
agra is a synonym for kadonah (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
agra is a synonym for kheragur (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
agra is a synonym for nagaria (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
agram is a synonym for hraschina (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
agricultural academy is a synonym for agricultural college (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
agrigento is a synonym for girgenti (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
agua blanca is a synonym for charcas (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ah 051 is a synonym for ah 012 (duplicate meteorite),,,,,0,0,,,,,N/A,Ocean/Unknown
ahnighito is a synonym for cape york (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
aigla is a synonym for l'aigle (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
aigle is a synonym for l'aigle (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
aimi is a synonym for gifu (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ain is a synonym for luponnas (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ain is a synonym for simonod (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ain sala is a synonym for suwahib ('ain sala) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ainsa iron is a synonym for tucson (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
aj bogd is a synonym for adzhi-bogdo (iron) (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
akbarpoor is a synonym for akbarpur (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
akebulake is a synonym for aletai (action of 27 nov 2016),,,,,0,0,,,,,N/A,Ocean/Unknown
akershuus is a synonym for ski (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
akhicha is a synonym for akhricha (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
akpohon is a synonym for cape york (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
akron no. 3 is a synonym for akron (1961) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
aksai chin 001 is a synonym for aksai chin (first meteorite in new dca),,,,,0,0,,,,,N/A,Ocean/Unknown
al huqf 051 is a synonym for al huqf 012 (duplicate meteorite),,,,,0,0,,,,,N/A,Ocean/Unknown
al huwaysah 033 is a synonym for ramlat ar rabbab 001 (original incorrect name),,,,,0,0,,,,,N/A,Ocean/Unknown
al kidairat is a synonym for kidairat (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
al kidirate is a synonym for kidairat (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
al qaryah ash sharqiyah is a synonym for northeast africa 003 (met bull 90),,,,,0,0,,,,,N/A,Ocean/Unknown
al-hadida is a synonym for wabar (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alabama is a synonym for walker county (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
alabama is a synonym for lime creek (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alabama is a synonym for carver (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alandroal is a synonym for juromenha (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alastoeva is a synonym for djati-pengilon (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alastoewa is a synonym for djati-pengilon (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alatyr is a synonym for novo-urei (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alba julia is a synonym for ohaba (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
albacher mühle is a synonym for bitburg (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
albany county is a synonym for bethlehem (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
albarello is a synonym for albareto (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
albert iron is a synonym for toluca (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alboreto is a synonym for albareto (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alboretto is a synonym for albareto (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
albuquerque is a synonym for canyon diablo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
albuquerque is a synonym for glorieta mountain (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
alby-sur-chéran is a synonym for alby sur chéran (french spelling),,,,,0,0,,,,,N/A,Ocean/Unknown
aldama is a synonym for aldama (a) (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
aleksandrovskii is a synonym for alexandrovsky (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
aleksandrovskii khutor is a synonym for alexandrovsky (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alekseevka is a synonym for bachmut (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
aleksinac is a synonym for soko-banja (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alexander is a synonym for gibeon (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alexandria is a synonym for alessandria (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alexandrovskii khutor is a synonym for alexandrovsky (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alexandrovsky khutor is a synonym for alexandrovsky (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alexandrowskij chutor is a synonym for alexandrovsky (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alexejevka is a synonym for bachmut (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alexinatz is a synonym for soko-banja (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alfenas is a synonym for patrimonio (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alha761 is a synonym for allan hills a76001 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
alha762 is a synonym for allan hills a76002 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
alha763 is a synonym for allan hills a76003 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
alha764 is a synonym for allan hills a76004 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
alha765 is a synonym for allan hills a76005 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
alha766 is a synonym for allan hills a76006 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
alha767 is a synonym for allan hills a76007 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
alha768 is a synonym for allan hills a76008 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
alha769 is a synonym for allan hills a76009 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
alice springs is a synonym for huckitta (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
allahabad is a synonym for futtehpur (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
allahabad is a synonym for chail (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
allais is a synonym for alais (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
allan hills 090004 is a synonym for allan hills 09004 (renamed in amn 34(1)),,,,,0,0,,,,,N/A,Ocean/Unknown
allan hills no. 1 is a synonym for allan hills a76001 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
allan hills no. 2 is a synonym for allan hills a76002 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
allan hills no. 3 is a synonym for allan hills a76003 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
allan hills no. 4 is a synonym for allan hills a76004 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
allan hills no. 5 is a synonym for allan hills a76005 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
allan hills no. 6 is a synonym for allan hills a76006 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
allan hills no. 7 is a synonym for allan hills a76007 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
allan hills no. 8 is a synonym for allan hills a76008 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
allan hills no. 9 is a synonym for allan hills a76009 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
allan nunatak no. 1 is a synonym for allan hills a76001 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
allan nunatak no. 2 is a synonym for allan hills a76002 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
allan nunatak no. 3 is a synonym for allan hills a76003 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
allan nunatak no. 4 is a synonym for allan hills a76004 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
allan nunatak no. 5 is a synonym for allan hills a76005 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
allan nunatak no. 6 is a synonym for allan hills a76006 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
allan nunatak no. 7 is a synonym for allan hills a76007 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
allan nunatak no. 8 is a synonym for allan hills a76008 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
allan nunatak no. 9 is a synonym for allan hills a76009 (added by jng 2/23/06),,,,,0,0,,,,,N/A,Ocean/Unknown
alleghany mountains is a synonym for greenbrier county (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
allegheny county is a synonym for pittsburg (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
allen county is a synonym for scottsville (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
allessandria is a synonym for alessandria (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alpine is a synonym for chico mountains (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alt biela is a synonym for alt bela (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alta is a synonym for finmarken (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alta ameem is a synonym for alta'ameem (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
altai is a synonym for barnaul (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
altai is a synonym for demina (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alte is a synonym for finmarken (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alten is a synonym for finmarken (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alton is a synonym for covert (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
altona is a synonym for altonah (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alva is a synonym for woodward county (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
alzhi-bogdo is a synonym for adzhi-bogdo (stone) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
amakaken is a synonym for caperr (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
amalia farm is a synonym for gibeon (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
amana is a synonym for homestead (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
amates is a synonym for toluca (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
amba madapur is a synonym for ambapur nagla (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ambala is a synonym for umbala (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
amgala is a synonym for oum dreyga (mb89),,,,,0,0,,,,,N/A,Ocean/Unknown
amun is a synonym for thebes (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
anderson is a synonym for brenham (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
andrioniskis is a synonym for padvarninkai (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
